;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;9.38;40.0;12.5;21.88;9.38;21.88;18.75;12.5;25.0;25.0;26.56;41.41;36.72;25.78;15.62;0.473;0.18073643663823605;54.69;50.0;56.25;56.25;35.94;54.69;48.44;39.06;50.0;62.5;51.56;63.28;64.84;62.5;50.0;0.3246;0.2275150176548958
1;15.62;50.0;25.0;31.25;14.06;31.25;28.12;17.19;28.91;31.25;31.25;44.53;38.28;27.34;21.88;0.5914;0.14476530173122884;53.12;50.0;75.0;53.12;39.06;57.81;51.56;41.41;51.56;62.5;52.34;61.72;60.94;57.81;50.0;0.46854;0.18771610186457635
2;20.31;60.0;31.25;34.38;15.62;34.38;34.38;20.31;32.81;37.5;34.38;46.09;39.84;28.12;25.0;0.6435;0.12767467311024666;53.12;60.0;75.0;50.0;39.06;57.81;54.69;43.75;53.12;62.5;53.91;60.94;59.38;54.69;53.12;0.55168;0.16167770834863185
3;25.0;60.0;37.5;34.38;18.75;37.5;37.5;23.44;35.94;37.5;36.72;46.88;40.62;29.69;31.25;0.7;0.11050997781157494;54.69;60.0;75.0;50.0;39.06;57.81;54.69;45.31;54.69;56.25;54.69;60.16;57.81;53.12;53.12;0.60078;0.14523657096207143
4;28.12;60.0;37.5;34.38;18.75;37.5;39.06;25.0;38.28;37.5;39.06;47.66;40.62;31.25;34.38;0.7191;0.10345514792203903;54.69;60.0;75.0;46.88;40.62;56.25;56.25;46.88;55.47;56.25;55.47;59.38;56.25;52.34;53.12;0.63746;0.13322221423268318
5;31.25;60.0;37.5;34.38;21.88;39.06;40.62;27.34;39.84;37.5;40.62;46.88;39.84;32.03;34.38;0.7385;0.09767044390887022;56.25;60.0;75.0;43.75;40.62;53.12;54.69;48.44;56.25;56.25;57.03;58.59;54.69;51.56;56.25;0.66342;0.12487796642690897
6;32.81;60.0;43.75;34.38;23.44;39.06;42.19;28.91;41.41;37.5;42.97;46.88;39.84;32.81;37.5;0.7491;0.09401227889358997;56.25;60.0;75.0;43.75;42.19;51.56;54.69;50.0;57.03;50.0;57.81;57.81;53.12;50.78;53.12;0.68418;0.11774130097806454
7;35.94;70.0;43.75;34.38;25.0;39.06;43.75;30.47;42.19;43.75;44.53;46.09;39.06;32.81;37.5;0.7606;0.09002682529985905;56.25;70.0;75.0;43.75;42.19;50.0;54.69;50.78;57.03;50.0;58.59;56.25;52.34;50.0;56.25;0.70372;0.11102956395387649
8;37.5;70.0;50.0;37.5;26.56;40.62;45.31;31.25;43.75;43.75;45.31;45.31;38.28;32.81;40.62;0.768;0.08660427664518357;57.81;70.0;81.25;43.75;43.75;50.0;54.69;52.34;57.81;50.0;59.38;55.47;50.78;49.22;56.25;0.71712;0.10569697129428386
9;39.06;70.0;50.0;34.38;26.56;40.62;45.31;32.81;44.53;43.75;46.88;44.53;38.28;33.59;40.62;0.7824;0.0823338443338871;57.81;70.0;75.0;40.62;43.75;48.44;54.69;53.12;57.81;50.0;60.16;53.91;50.0;48.44;56.25;0.72976;0.10213279172897338
