;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;3.12;30.0;18.75;12.5;4.69;7.81;7.81;3.12;3.91;25.0;3.12;1.56;1.56;1.56;9.38;0.482;0.17330846559107305;35.94;50.0;75.0;46.88;31.25;42.19;43.75;25.0;35.16;68.75;30.47;17.19;9.38;10.94;43.75;0.30866;0.2267773963725567
1;7.81;50.0;31.25;18.75;9.38;14.06;14.06;7.03;7.81;31.25;5.47;3.12;2.34;2.34;15.62;0.5748;0.15191363011300563;34.38;60.0;75.0;43.75;29.69;39.06;40.62;28.12;33.59;68.75;25.0;10.16;3.91;7.81;53.12;0.46122;0.18644389529943467
2;12.5;60.0;37.5;21.88;10.94;20.31;18.75;10.16;10.94;31.25;7.81;3.91;3.12;2.34;21.88;0.6546;0.12561863197982312;35.94;60.0;81.25;40.62;29.69;39.06;40.62;29.69;32.81;56.25;21.88;8.59;3.91;5.47;56.25;0.55112;0.1617962772768736
3;17.19;60.0;43.75;25.0;14.06;23.44;23.44;12.5;14.06;37.5;8.59;4.69;3.12;3.12;25.0;0.6532;0.12480705830603837;37.5;60.0;75.0;40.62;31.25;37.5;40.62;31.25;32.81;56.25;19.53;7.81;3.91;5.47;59.38;0.6115;0.14166378010928632
4;20.31;60.0;43.75;25.0;15.62;25.0;26.56;14.84;16.41;37.5;10.16;5.47;3.91;3.12;28.12;0.6938;0.11373882749676704;40.62;60.0;75.0;40.62;32.81;37.5;40.62;32.81;32.81;50.0;19.53;7.03;3.91;4.69;59.38;0.648;0.12978674699425696
5;23.44;60.0;50.0;28.12;17.19;26.56;29.69;16.41;17.97;37.5;10.94;5.47;3.91;3.12;31.25;0.7314;0.1001808348596096;40.62;60.0;75.0;37.5;34.38;37.5;40.62;34.38;32.81;43.75;19.53;7.03;3.91;3.91;59.38;0.67964;0.1200842578613758
6;25.0;60.0;50.0;28.12;18.75;28.12;31.25;18.75;18.75;37.5;11.72;5.47;4.69;3.12;34.38;0.7397;0.09793651202321052;42.19;60.0;75.0;40.62;34.38;35.94;40.62;35.16;32.03;43.75;18.75;7.03;4.69;3.91;59.38;0.7018;0.11296988922774792
7;26.56;60.0;50.0;31.25;21.88;29.69;32.81;20.31;20.31;37.5;12.5;6.25;4.69;3.12;37.5;0.7618;0.09125292888134717;43.75;60.0;75.0;40.62;34.38;35.94;42.19;35.94;31.25;43.75;18.75;7.03;4.69;3.12;59.38;0.71864;0.10769075951069594
8;28.12;60.0;56.25;31.25;23.44;31.25;34.38;21.09;21.09;37.5;13.28;6.25;4.69;2.34;37.5;0.7619;0.08978113228082657;43.75;70.0;75.0;40.62;35.94;35.94;42.19;36.72;31.25;43.75;18.75;7.03;4.69;3.12;59.38;0.73524;0.10115239997416735
9;29.69;60.0;62.5;31.25;23.44;31.25;34.38;22.66;21.88;37.5;14.06;6.25;4.69;2.34;40.62;0.7386;0.09831399337351322;45.31;70.0;75.0;40.62;35.94;35.94;42.19;37.5;30.47;43.75;19.53;7.03;4.69;2.34;59.38;0.74874;0.09721428799808025
10;31.25;60.0;62.5;34.38;25.0;31.25;35.94;24.22;22.66;37.5;14.84;6.25;4.69;1.56;40.62;0.7579;0.09080635836571455;45.31;70.0;75.0;40.62;35.94;35.94;42.19;38.28;30.47;43.75;19.53;7.03;4.69;2.34;59.38;0.75894;0.09301014622420073
11;32.81;60.0;62.5;34.38;26.56;32.81;35.94;25.0;22.66;37.5;15.62;6.25;5.47;1.56;43.75;0.7565;0.09077875761985779;45.31;70.0;68.75;40.62;37.5;35.94;42.19;39.06;30.47;43.75;20.31;7.03;4.69;1.56;59.38;0.76608;0.0906037495943904
12;32.81;60.0;62.5;34.38;26.56;32.81;37.5;25.78;23.44;37.5;16.41;7.03;5.47;1.56;43.75;0.7432;0.09473929426372052;46.88;70.0;68.75;40.62;37.5;35.94;42.19;39.84;29.69;43.75;20.31;7.03;5.47;1.56;59.38;0.7742;0.08747212218821049
13;34.38;60.0;62.5;34.38;28.12;32.81;37.5;27.34;23.44;37.5;16.41;7.03;5.47;1.56;46.88;0.7807;0.08451398987770081;46.88;70.0;68.75;40.62;37.5;35.94;40.62;40.62;29.69;43.75;20.31;7.03;5.47;1.56;56.25;0.78296;0.08415529606223106
14;34.38;60.0;62.5;34.38;29.69;32.81;37.5;28.12;24.22;43.75;17.19;7.03;5.47;1.56;46.88;0.7636;0.08727757623791695;46.88;70.0;68.75;40.62;39.06;35.94;40.62;40.62;28.91;43.75;20.31;7.03;5.47;1.56;56.25;0.78992;0.08205112793624401
15;34.38;60.0;62.5;37.5;29.69;34.38;37.5;28.91;24.22;37.5;17.97;7.03;5.47;1.56;46.88;0.7673;0.08862504767626524;46.88;70.0;68.75;40.62;39.06;35.94;40.62;41.41;28.91;43.75;21.09;7.03;5.47;1.56;56.25;0.7948;0.07964630555570125
16;35.94;60.0;62.5;37.5;29.69;34.38;39.06;30.47;25.0;37.5;17.97;7.03;5.47;1.56;46.88;0.7974;0.07719201502203941;46.88;70.0;68.75;40.62;39.06;35.94;40.62;42.19;28.91;43.75;21.09;7.03;5.47;1.56;56.25;0.79946;0.07822014983862638
17;35.94;70.0;62.5;37.5;31.25;34.38;39.06;31.25;25.0;37.5;18.75;7.03;5.47;0.78;46.88;0.7856;0.08141877490878105;46.88;70.0;68.75;40.62;39.06;35.94;40.62;42.19;28.91;43.75;21.09;7.03;5.47;0.78;56.25;0.80588;0.07575522976279259
18;35.94;70.0;62.5;37.5;31.25;34.38;39.06;32.03;25.78;37.5;19.53;7.03;5.47;0.78;46.88;0.7192;0.10951248026192188;46.88;70.0;68.75;40.62;39.06;35.94;40.62;42.97;28.91;43.75;21.09;7.03;5.47;0.78;56.25;0.81136;0.07429300374269486
19;37.5;70.0;62.5;37.5;32.81;35.94;39.06;32.81;25.78;37.5;19.53;7.81;5.47;0.78;46.88;0.8031;0.07550704245716333;46.88;70.0;68.75;40.62;39.06;37.5;40.62;42.97;28.91;43.75;21.09;7.03;5.47;0.78;56.25;0.814;0.07247588568866253
