;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;7.81;30.0;12.5;25.0;14.06;21.88;23.44;13.28;23.44;18.75;18.75;32.81;24.22;8.59;15.62;0.4173;0.012322496700286865;54.69;20.0;12.5;40.62;31.25;45.31;43.75;29.69;50.0;31.25;50.78;62.5;67.19;61.72;21.88;0.29116;0.015082438209056854
1;12.5;40.0;12.5;34.38;17.19;28.12;29.69;16.41;27.34;31.25;21.88;28.12;18.75;7.81;18.75;0.5574;0.009743391817808152;50.0;40.0;18.75;46.88;35.94;50.0;50.0;36.72;53.91;37.5;51.56;57.81;57.81;44.53;28.12;0.48616;0.011089554731845856
2;15.62;50.0;18.75;37.5;18.75;32.81;35.94;20.31;31.25;31.25;25.78;27.34;16.41;7.81;25.0;0.6309;0.008240243411064148;42.19;50.0;25.0;50.0;37.5;51.56;54.69;41.41;56.25;37.5;53.12;53.91;50.78;29.69;31.25;0.57926;0.009219349371194839
3;17.19;50.0;18.75;37.5;20.31;35.94;40.62;23.44;34.38;37.5;28.12;26.56;15.62;7.81;28.12;0.669;0.0074947418987751;39.06;50.0;25.0;50.0;40.62;53.12;57.81;44.53;57.81;37.5;55.47;50.0;43.75;20.31;34.38;0.63804;0.008059040228128433
4;20.31;50.0;18.75;37.5;21.88;35.94;43.75;25.78;36.72;37.5;31.25;25.78;15.62;7.81;28.12;0.6726;0.007624627619981766;35.94;50.0;25.0;50.0;42.19;53.12;59.38;47.66;59.38;37.5;57.03;46.09;38.28;15.62;37.5;0.683;0.007148918987512589
5;21.88;50.0;25.0;40.62;23.44;37.5;46.88;28.12;39.84;37.5;33.59;25.0;15.62;7.81;31.25;0.7391;0.00606561872959137;34.38;50.0;25.0;50.0;45.31;51.56;60.94;49.22;60.16;43.75;58.59;43.75;33.59;12.5;40.62;0.71498;0.006498975869417191
6;23.44;50.0;25.0;40.62;25.0;37.5;48.44;29.69;41.41;37.5;35.16;24.22;14.84;8.59;34.38;0.738;0.006105829820036888;34.38;50.0;31.25;50.0;45.31;51.56;62.5;50.78;60.94;37.5;59.38;41.41;29.69;11.72;40.62;0.73804;0.005998064749240875
7;23.44;60.0;25.0;40.62;26.56;37.5;50.0;30.47;42.97;37.5;37.5;23.44;14.84;8.59;34.38;0.7644;0.005397920680046082;32.81;60.0;31.25;46.88;46.88;50.0;62.5;51.56;61.72;37.5;60.94;39.06;26.56;10.94;40.62;0.75678;0.005610922142863273
8;25.0;60.0;25.0;40.62;26.56;39.06;51.56;32.03;43.75;37.5;39.84;23.44;14.06;8.59;37.5;0.7754;0.005253136679530143;32.81;60.0;31.25;46.88;46.88;48.44;64.06;53.12;61.72;37.5;61.72;36.72;23.44;10.16;43.75;0.77202;0.005299568728804588
9;25.0;60.0;25.0;43.75;28.12;39.06;51.56;32.81;45.31;37.5;40.62;23.44;14.06;8.59;37.5;0.788;0.004901741498708725;32.81;60.0;31.25;46.88;46.88;46.88;62.5;53.91;61.72;37.5;62.5;35.16;21.88;10.16;43.75;0.78354;0.005024117811918259
10;25.0;60.0;25.0;43.75;29.69;39.06;53.12;33.59;46.09;37.5;42.19;22.66;14.06;8.59;37.5;0.7739;0.005358727154135704;32.81;60.0;31.25;46.88;46.88;46.88;62.5;53.91;61.72;37.5;62.5;33.59;20.31;9.38;43.75;0.79138;0.004828600912094116
