;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;56.25;50.0;50.0;12.5;12.5;31.25;31.25;31.25;25.0;25.0;40.62;53.12;43.75;65.62;68.75;68.75;65.62;12.5;0.58;0.0849912623167038;81.25;50.0;50.0;37.5;31.25;56.25;37.5;43.75;37.5;25.0;53.12;62.5;56.25;75.0;78.12;78.12;75.0;37.5;0.5212;0.08648318881392479
1;50.0;0.0;50.0;12.5;18.75;37.5;31.25;37.5;28.12;25.0;43.75;56.25;46.88;65.62;71.88;71.88;62.5;12.5;0.598;0.08370517587661744;68.75;50.0;50.0;37.5;31.25;56.25;43.75;43.75;40.62;50.0;53.12;62.5;53.12;71.88;78.12;78.12;71.88;37.5;0.565;0.08532260030806064
2;43.75;0.0;50.0;25.0;18.75;43.75;37.5;37.5;28.12;25.0;46.88;53.12;46.88;65.62;71.88;68.75;59.38;25.0;0.6235;0.08090294101834297;62.5;0.0;50.0;37.5;31.25;56.25;43.75;43.75;40.62;50.0;53.12;59.38;53.12;71.88;75.0;75.0;68.75;37.5;0.5809;0.08450004083812236
3;37.5;0.0;50.0;25.0;25.0;43.75;37.5;43.75;31.25;25.0;46.88;53.12;46.88;65.62;71.88;68.75;56.25;25.0;0.6555;0.07961359682679177;62.5;0.0;50.0;37.5;37.5;56.25;43.75;43.75;40.62;50.0;53.12;59.38;50.0;71.88;75.0;75.0;65.62;37.5;0.6106;0.0826588241904974
4;37.5;0.0;50.0;37.5;25.0;50.0;37.5;43.75;34.38;25.0;46.88;56.25;43.75;62.5;71.88;68.75;53.12;25.0;0.6405;0.07892393021285533;62.5;0.0;50.0;37.5;37.5;56.25;43.75;43.75;40.62;50.0;53.12;59.38;50.0;68.75;75.0;75.0;65.62;37.5;0.6245;0.08135004134178161
5;31.25;0.0;50.0;37.5;31.25;50.0;37.5;43.75;34.38;50.0;46.88;53.12;43.75;62.5;68.75;65.62;53.12;37.5;0.654;0.0777095680385828;56.25;0.0;50.0;37.5;37.5;62.5;43.75;43.75;40.62;50.0;53.12;59.38;50.0;68.75;75.0;71.88;62.5;37.5;0.6379;0.07980050628483296
6;31.25;0.0;50.0;37.5;31.25;56.25;43.75;43.75;34.38;25.0;46.88;53.12;43.75;62.5;68.75;65.62;50.0;37.5;0.679;0.07469166359305382;56.25;0.0;50.0;37.5;37.5;62.5;43.75;43.75;40.62;50.0;53.12;59.38;46.88;68.75;71.88;71.88;62.5;50.0;0.6406;0.07955510214269161
7;31.25;0.0;50.0;37.5;31.25;56.25;43.75;43.75;34.38;25.0;50.0;53.12;43.75;62.5;68.75;65.62;50.0;37.5;0.6725;0.07405643570423126;56.25;0.0;50.0;37.5;37.5;62.5;43.75;43.75;40.62;50.0;53.12;59.38;46.88;68.75;71.88;71.88;59.38;50.0;0.6564;0.078004676258564
8;31.25;0.0;50.0;37.5;31.25;56.25;43.75;43.75;34.38;25.0;50.0;53.12;43.75;62.5;65.62;62.5;50.0;37.5;0.6865;0.07360476088523865;56.25;0.0;50.0;50.0;37.5;62.5;43.75;43.75;40.62;25.0;53.12;56.25;46.88;65.62;71.88;68.75;59.38;50.0;0.6732;0.07672897884845734
9;31.25;0.0;50.0;37.5;37.5;56.25;43.75;43.75;34.38;25.0;50.0;53.12;43.75;62.5;65.62;62.5;46.88;37.5;0.6935;0.07250341125577688;56.25;0.0;50.0;50.0;37.5;62.5;43.75;43.75;40.62;25.0;53.12;56.25;46.88;65.62;71.88;68.75;56.25;50.0;0.675;0.07611286304593086
