;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_features-4;eval-saturation_features-8;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_features-4;train-saturation_features-8;training_accuracy;training_loss
0;46.88;0.0;25.0;25.0;17.19;45.31;67.19;68.75;12.5;9.38;0.6435;0.07957521860301495;78.12;50.0;50.0;40.62;31.25;56.25;73.44;76.56;31.25;25.0;0.5742;0.0847621360450983
1;43.75;0.0;25.0;31.25;20.31;46.88;68.75;68.75;18.75;15.62;0.652;0.0772615434229374;71.88;50.0;50.0;43.75;32.81;56.25;71.88;75.0;37.5;28.12;0.621;0.08147821404635906
2;40.62;0.0;37.5;34.38;20.31;48.44;67.19;68.75;25.0;18.75;0.6935;0.0719767215847969;68.75;0.0;62.5;46.88;32.81;56.25;71.88;75.0;37.5;28.12;0.653;0.07865152401030064
3;40.62;0.0;37.5;37.5;21.88;48.44;67.19;68.75;31.25;21.88;0.695;0.07174354696273803;65.62;0.0;62.5;50.0;32.81;56.25;71.88;73.44;37.5;28.12;0.6753;0.07579163301289081
4;37.5;0.0;50.0;37.5;23.44;48.44;65.62;68.75;31.25;25.0;0.716;0.0706108778566122;62.5;0.0;62.5;50.0;32.81;56.25;71.88;73.44;37.5;31.25;0.683;0.07449565884470939
5;37.5;0.0;50.0;40.62;23.44;48.44;65.62;68.75;31.25;25.0;0.7335;0.06543263217806816;59.38;0.0;62.5;50.0;32.81;56.25;71.88;73.44;37.5;31.25;0.6919;0.07329723734259605
6;37.5;0.0;50.0;40.62;25.0;48.44;65.62;67.19;37.5;28.12;0.729;0.06573282418400049;59.38;0.0;62.5;50.0;32.81;56.25;70.31;71.88;43.75;31.25;0.7088;0.07141478434503079
7;40.62;0.0;50.0;43.75;25.0;50.0;65.62;67.19;37.5;28.12;0.726;0.06843477609753609;59.38;0.0;75.0;50.0;32.81;56.25;70.31;71.88;43.75;34.38;0.7088;0.07068775984346867
8;40.62;0.0;50.0;43.75;26.56;50.0;65.62;67.19;43.75;31.25;0.7315;0.06517422735691071;56.25;0.0;75.0;50.0;34.38;56.25;70.31;71.88;50.0;34.38;0.7202;0.06946385070979595
9;40.62;0.0;50.0;43.75;26.56;50.0;65.62;67.19;43.75;31.25;0.748;0.06366410813480615;56.25;0.0;75.0;50.0;34.38;56.25;68.75;71.88;50.0;37.5;0.7224;0.06924277726709843
10;40.62;0.0;62.5;43.75;26.56;51.56;64.06;67.19;43.75;34.38;0.747;0.06357415419816971;56.25;0.0;75.0;50.0;34.38;56.25;68.75;71.88;50.0;37.5;0.7234;0.06886588777303695
11;40.62;0.0;62.5;46.88;28.12;51.56;64.06;67.19;50.0;34.38;0.7425;0.06372108166664839;56.25;0.0;75.0;50.0;34.38;56.25;68.75;70.31;50.0;37.5;0.7293;0.06752132336050272
12;40.62;0.0;62.5;46.88;28.12;51.56;64.06;67.19;50.0;34.38;0.749;0.062072259902954105;56.25;0.0;75.0;53.12;34.38;57.81;68.75;70.31;50.0;40.62;0.7397;0.0655858487918973
13;40.62;0.0;62.5;46.88;28.12;51.56;64.06;67.19;50.0;34.38;0.748;0.061839910760521886;56.25;0.0;75.0;53.12;34.38;57.81;68.75;70.31;50.0;40.62;0.7385;0.06545250589549541
14;40.62;0.0;62.5;46.88;29.69;51.56;64.06;67.19;50.0;34.38;0.7665;0.061290046498179436;56.25;0.0;75.0;53.12;34.38;57.81;68.75;70.31;50.0;40.62;0.737;0.06608139889836312
15;40.62;0.0;62.5;50.0;29.69;51.56;64.06;67.19;50.0;37.5;0.762;0.06022727041691542;56.25;0.0;75.0;53.12;35.94;57.81;68.75;70.31;56.25;40.62;0.7491;0.06407674941569566
16;40.62;0.0;62.5;50.0;29.69;53.12;64.06;67.19;50.0;37.5;0.758;0.06100980656594038;56.25;0.0;75.0;53.12;35.94;57.81;67.19;70.31;56.25;40.62;0.7495;0.0643338142618537
17;43.75;0.0;62.5;50.0;29.69;53.12;64.06;67.19;50.0;37.5;0.764;0.06068551530689001;56.25;0.0;75.0;53.12;35.94;57.81;67.19;70.31;56.25;43.75;0.7557;0.06286844127327204
18;43.75;0.0;62.5;50.0;29.69;53.12;64.06;67.19;50.0;40.62;0.783;0.05832651941478252;56.25;0.0;75.0;53.12;35.94;57.81;67.19;70.31;56.25;43.75;0.7543;0.06322147488892078
19;43.75;0.0;62.5;50.0;31.25;53.12;64.06;67.19;50.0;40.62;0.772;0.05987786339968443;59.38;0.0;75.0;53.12;35.94;59.38;67.19;70.31;56.25;43.75;0.7592;0.06253701773136854
