;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;75.0;0.0;6.25;14.06;9.38;21.09;19.14;41.41;62.5;9.38;67.58;7.81;0.6125;0.020603398829698562;84.38;50.0;12.5;28.12;17.97;32.81;26.95;50.78;70.7;21.88;76.17;15.62;0.5715;0.02104944663643837
1;75.0;0.0;9.38;20.31;12.5;25.0;21.48;44.53;67.19;15.62;71.09;10.94;0.6725;0.019331461042165755;83.59;50.0;15.62;31.25;21.09;35.16;28.12;51.56;71.48;25.0;76.17;18.75;0.6346;0.02010363143980503
2;74.22;0.0;9.38;25.0;14.06;28.12;22.66;45.7;68.36;18.75;71.88;14.06;0.6865;0.01845163057744503;82.03;50.0;18.75;32.81;21.88;35.94;28.91;51.56;71.48;28.12;75.78;20.31;0.6592;0.019238085293769837
3;73.44;0.0;12.5;26.56;15.62;28.91;23.05;46.09;68.75;21.88;72.27;15.62;0.711;0.017510759368538856;81.25;50.0;18.75;34.38;22.66;36.72;29.3;51.95;71.48;31.25;75.78;20.31;0.6834;0.018382341760396957
4;69.53;0.0;12.5;28.12;16.41;29.69;23.44;46.48;68.75;25.0;71.88;17.19;0.695;0.018097293101251126;80.47;0.0;21.88;34.38;23.44;36.72;29.3;51.56;71.48;31.25;75.39;21.88;0.7145;0.017525486165285112
5;67.97;0.0;12.5;29.69;17.19;30.47;23.44;46.48;68.75;25.0;71.48;18.75;0.7325;0.016469009786844253;78.91;0.0;21.88;35.94;23.44;37.5;29.69;51.56;71.48;31.25;75.0;21.88;0.7177;0.016901211965084074
6;65.62;0.0;15.62;31.25;17.97;31.25;23.83;46.48;69.14;28.12;71.48;20.31;0.739;0.01596926814317703;78.12;0.0;25.0;35.94;24.22;37.5;29.69;51.56;71.88;31.25;75.0;23.44;0.7354;0.01638379726111889
7;64.84;0.0;15.62;31.25;18.75;32.03;23.83;46.48;69.14;28.12;71.09;20.31;0.757;0.01521378406882286;76.56;0.0;25.0;37.5;24.22;37.5;29.69;51.56;71.48;34.38;74.61;23.44;0.7456;0.015911140927672388
8;63.28;0.0;15.62;32.81;18.75;32.03;24.22;46.88;69.14;31.25;71.09;21.88;0.7735;0.014869631841778756;75.78;0.0;25.0;37.5;24.22;38.28;30.08;51.56;71.48;34.38;74.22;23.44;0.7541;0.015408775675296783
9;62.5;0.0;15.62;32.81;19.53;32.81;24.61;46.88;69.14;31.25;70.7;21.88;0.7695;0.014622154772281647;75.0;0.0;25.0;37.5;25.0;38.28;30.08;51.56;71.48;34.38;73.83;23.44;0.7601;0.015191979822516442
10;60.94;0.0;18.75;32.81;19.53;32.81;24.61;46.88;69.14;31.25;70.7;21.88;0.7855;0.014338459774851799;74.22;0.0;28.12;37.5;25.0;38.28;30.08;51.56;71.48;34.38;73.83;25.0;0.7641;0.014891206961870193
11;60.16;0.0;18.75;34.38;20.31;33.59;25.0;46.88;69.14;34.38;70.7;23.44;0.765;0.0160485912412405;73.44;0.0;28.12;37.5;25.0;38.28;30.08;51.56;71.48;34.38;73.44;25.0;0.7774;0.014416416364908218
12;58.59;0.0;18.75;34.38;20.31;33.59;25.0;46.88;69.14;34.38;70.31;23.44;0.7595;0.015401859618723392;72.66;0.0;31.25;37.5;25.0;39.06;30.08;51.56;71.48;34.38;73.44;25.0;0.7833;0.01406945332288742
13;58.59;0.0;18.75;34.38;20.31;33.59;25.0;46.88;69.14;34.38;70.31;23.44;0.7615;0.015111328825354577;71.88;0.0;31.25;37.5;25.0;39.06;30.08;51.56;71.48;34.38;73.05;25.0;0.7881;0.013809157030284404
14;57.81;0.0;21.88;34.38;20.31;34.38;25.0;47.27;68.75;34.38;69.92;23.44;0.7895;0.013922161273658275;71.09;0.0;31.25;37.5;25.0;39.06;30.08;51.56;71.48;37.5;73.05;25.0;0.795;0.013512924598157406
15;57.03;0.0;21.88;34.38;21.09;34.38;25.0;47.27;68.75;34.38;69.92;23.44;0.814;0.012779017955064774;70.31;0.0;31.25;37.5;25.0;39.06;30.08;51.56;71.09;37.5;72.66;25.0;0.8018;0.013245523099601269
16;57.03;0.0;21.88;34.38;21.09;34.38;25.39;47.27;68.75;37.5;69.92;23.44;0.817;0.012794787615537644;70.31;0.0;31.25;39.06;25.0;39.06;30.08;51.56;71.09;34.38;72.66;25.0;0.802;0.013071606455743312
17;56.25;0.0;21.88;34.38;21.09;35.16;25.39;47.27;68.75;37.5;69.92;23.44;0.812;0.012988627925515174;69.53;0.0;31.25;39.06;25.0;39.06;30.08;51.56;71.09;37.5;72.27;25.0;0.8123;0.012891026723384857
18;55.47;0.0;21.88;35.94;21.09;35.16;25.78;47.27;68.75;37.5;69.53;23.44;0.816;0.012565916277468205;68.75;0.0;34.38;39.06;25.0;39.84;30.08;51.56;71.09;37.5;72.27;25.0;0.815;0.01251108155399561
19;55.47;0.0;21.88;35.94;21.88;35.16;25.78;47.27;68.75;37.5;69.53;23.44;0.815;0.01260230004042387;68.75;0.0;34.38;39.06;25.0;39.84;30.08;51.56;71.09;37.5;72.27;25.0;0.8241;0.0121044697239995
