;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;3.12;50.0;9.38;7.81;3.91;3.91;2.34;2.73;1.56;9.38;1.56;6.25;0.5561;0.1523273709088564;33.59;60.0;71.88;32.81;26.56;24.22;21.09;29.69;12.89;46.88;11.72;37.5;0.39918;0.20469502243876458
1;7.03;60.0;15.62;10.94;6.25;6.25;5.08;5.47;3.12;12.5;1.95;10.94;0.6818;0.11408456538319588;35.94;60.0;75.0;31.25;26.56;18.75;23.05;30.86;9.38;40.62;9.77;43.75;0.57922;0.15113670575261115
2;10.94;60.0;18.75;14.06;7.81;7.81;7.03;7.81;3.52;18.75;2.34;14.06;0.7435;0.09743530002683401;39.06;70.0;75.0;31.25;26.56;17.19;25.39;30.86;7.03;34.38;8.59;45.31;0.66612;0.12350992497801781
3;14.84;70.0;21.88;15.62;8.59;8.59;8.98;9.38;3.91;18.75;2.73;15.62;0.7781;0.08474904000014066;41.41;70.0;71.88;31.25;26.56;17.19;26.95;31.25;6.25;31.25;8.2;48.44;0.71128;0.1085604918023944
4;18.75;70.0;25.0;17.19;9.38;10.16;10.16;11.33;4.3;18.75;3.12;17.19;0.7659;0.08662405290007591;42.97;70.0;71.88;32.81;26.56;17.19;28.52;31.25;5.86;31.25;7.42;48.44;0.74354;0.09700224266409874
5;21.09;70.0;28.12;18.75;10.94;10.94;11.72;12.89;4.69;21.88;3.52;18.75;0.8016;0.07157297523021698;43.75;70.0;68.75;32.81;27.34;17.19;30.08;31.25;5.86;31.25;7.42;48.44;0.76852;0.08823122549057007
6;24.22;80.0;28.12;18.75;11.72;12.5;12.89;14.06;5.08;21.88;3.91;20.31;0.8266;0.06549049293994903;44.53;80.0;68.75;34.38;28.12;17.97;31.25;31.25;5.86;31.25;7.03;50.0;0.78598;0.08182517559409141
7;26.56;80.0;31.25;20.31;13.28;12.5;14.06;14.84;5.47;21.88;4.3;21.88;0.8303;0.06500424840152264;45.31;80.0;65.62;34.38;28.91;17.97;32.03;30.86;6.25;31.25;7.03;50.0;0.79868;0.07686846567988395
8;28.12;80.0;34.38;21.88;14.06;13.28;15.23;15.62;5.86;25.0;4.69;23.44;0.7719;0.08269536839872599;46.09;80.0;65.62;34.38;29.69;17.97;32.81;30.86;6.64;31.25;6.64;51.56;0.812;0.07231835201501846
9;29.69;80.0;37.5;23.44;14.84;14.06;16.41;16.8;6.25;25.0;4.69;25.0;0.8463;0.05999970970004797;46.88;80.0;65.62;34.38;29.69;18.75;33.59;30.86;7.03;31.25;6.64;51.56;0.81958;0.06912099630922079
10;31.25;80.0;37.5;23.44;16.41;14.84;17.19;17.19;6.64;25.0;5.08;26.56;0.8468;0.059430113671720027;47.66;80.0;62.5;34.38;30.47;18.75;34.38;30.47;7.42;31.25;6.64;53.12;0.82856;0.06592875912427902
