;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;51.56;50.0;3.12;7.81;3.91;9.38;14.06;12.7;20.51;6.25;24.22;35.55;39.06;38.87;3.91;0.5055;0.001386162281036377;83.2;50.0;3.12;14.84;8.59;25.0;27.73;23.44;47.46;6.25;50.2;66.21;74.8;75.98;6.25;0.5093;0.001386781084537506
1;75.39;50.0;3.12;11.72;6.64;17.97;23.44;19.92;38.48;7.81;41.6;56.05;64.26;65.23;6.25;0.578;0.0013743271231651307;83.59;50.0;3.12;15.62;8.98;25.39;28.12;24.02;48.83;7.81;51.37;67.97;76.17;77.34;6.25;0.537;0.0013777411282062532
2;78.91;50.0;3.12;13.28;7.42;19.92;25.0;20.7;41.21;7.81;44.14;59.38;68.55;69.92;7.03;0.6055;0.0013519267141819;83.98;50.0;3.12;16.41;9.38;25.78;28.52;24.22;49.22;7.81;51.76;68.55;76.56;77.73;7.03;0.5593;0.0013666137635707856
3;79.69;50.0;3.12;14.06;7.81;20.7;25.39;21.09;41.99;9.38;45.12;60.55;69.92;71.48;7.81;0.6085;0.0013359514772891999;83.98;50.0;3.12;16.41;9.77;26.17;28.91;24.41;49.41;7.81;51.95;68.95;76.76;77.93;7.03;0.5675;0.0013598668575286865
4;80.08;50.0;3.12;14.84;8.2;21.48;25.78;21.29;42.77;9.38;45.7;61.52;70.9;72.46;7.81;0.6025;0.0013281705975532532;83.98;50.0;3.12;17.19;10.16;26.56;28.91;24.61;49.61;7.81;52.15;69.14;76.95;78.12;7.81;0.5909;0.001343090033531189
5;80.47;50.0;3.12;14.84;8.2;21.88;26.17;21.48;43.16;9.38;46.09;62.11;71.48;73.05;7.81;0.61;0.0013135655224323273;83.98;50.0;3.12;17.19;10.16;26.56;29.3;24.61;49.8;9.38;52.15;69.14;76.95;78.12;7.81;0.5819;0.0013417073905467986
6;80.86;50.0;3.12;15.62;8.59;22.27;26.17;21.88;43.75;9.38;46.68;62.89;72.07;73.63;8.59;0.6155;0.0013041924834251404;83.98;50.0;3.12;17.19;10.55;26.95;29.3;24.8;49.8;9.38;52.34;69.14;76.95;78.12;7.81;0.5949;0.0013253015875816345
7;80.86;50.0;3.12;16.41;8.98;22.66;26.56;22.07;44.34;10.94;47.27;63.67;72.66;74.22;8.59;0.63;0.001293013870716095;83.98;50.0;4.69;17.97;10.55;27.34;29.69;24.8;49.8;9.38;52.34;69.34;77.15;78.12;8.59;0.609;0.0013158235609531403
8;80.86;50.0;3.12;17.19;8.98;23.05;26.95;22.27;44.73;10.94;47.66;64.26;73.24;74.61;9.38;0.624;0.0012822143733501434;83.98;50.0;4.69;18.75;10.94;27.34;29.69;25.0;50.0;10.94;52.34;69.34;77.15;78.12;8.59;0.6173;0.0013048165440559386
9;81.25;50.0;3.12;17.19;9.38;23.44;27.34;22.46;45.12;12.5;48.05;64.65;73.44;75.0;9.38;0.614;0.0012773987054824829;83.98;50.0;4.69;18.75;11.33;27.73;30.08;25.0;50.0;10.94;52.54;69.34;77.15;78.12;8.59;0.6213;0.0012972886323928832
