;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;69.92;50.0;3.12;6.25;3.52;12.89;16.41;13.87;31.25;4.69;36.91;48.05;57.62;57.62;3.91;0.6095;0.020473906695842745;82.42;50.0;9.38;21.88;13.67;30.86;31.25;23.24;45.9;18.75;51.76;64.45;73.83;74.41;15.62;0.5716;0.021129373115301133
1;71.88;50.0;4.69;9.38;5.08;16.41;20.31;16.41;36.13;7.81;41.99;55.47;64.26;64.45;7.03;0.651;0.019598128020763397;81.64;50.0;12.5;24.22;15.23;32.03;32.42;24.61;46.29;21.88;51.95;65.23;73.63;74.02;17.97;0.6224;0.0202124529838562
2;71.48;50.0;6.25;12.5;6.64;18.36;22.66;17.58;38.09;9.38;43.75;57.81;66.21;66.21;8.59;0.649;0.020091491177678108;81.25;50.0;14.06;25.78;16.02;32.42;33.2;25.2;46.48;23.44;51.76;65.04;73.24;73.44;18.75;0.649;0.019545771953463555
3;70.31;0.0;6.25;14.06;7.81;20.31;24.22;18.16;39.26;10.94;44.73;58.98;66.99;66.8;10.16;0.6935;0.01799573239684105;80.47;50.0;14.06;26.56;16.8;32.81;33.98;25.59;46.68;25.0;51.56;65.04;72.66;72.85;19.53;0.684;0.018567544290423392
4;69.14;0.0;7.81;16.41;8.59;22.27;25.78;18.75;40.23;12.5;45.51;59.77;67.38;66.99;11.72;0.7235;0.016673230275511743;79.69;50.0;15.62;27.34;17.19;33.59;34.38;25.59;46.88;26.56;51.76;65.04;72.27;72.27;21.09;0.7059;0.017664647221565247
5;67.58;0.0;7.81;17.97;9.38;23.44;26.56;18.75;40.62;14.06;45.7;59.96;67.38;66.6;13.28;0.7515;0.015731733322143556;78.91;50.0;17.19;28.12;17.58;33.98;34.77;25.59;47.07;28.12;51.56;64.84;71.88;71.68;21.09;0.7313;0.016674932116270066
6;66.41;0.0;9.38;18.75;9.77;24.22;27.34;18.95;40.82;15.62;45.9;60.16;67.19;66.41;14.06;0.7475;0.015671570152044297;78.12;50.0;18.75;28.91;17.58;34.38;34.77;25.59;47.07;28.12;51.37;64.65;71.68;71.09;21.09;0.7457;0.016010233759880067
7;65.62;0.0;10.94;20.31;10.55;25.39;28.12;18.95;41.21;17.19;45.9;60.16;67.19;66.21;14.84;0.761;0.015133831560611724;77.34;0.0;20.31;28.91;17.58;34.38;34.77;25.39;47.07;29.69;51.37;64.26;71.29;70.7;21.88;0.7522;0.015456296548247338
8;64.45;0.0;10.94;21.09;10.94;25.78;28.91;19.14;41.21;18.75;45.9;60.16;66.99;65.82;15.62;0.7705;0.01499098016321659;76.56;0.0;21.88;29.69;17.97;34.77;35.16;25.39;47.07;29.69;51.17;64.06;70.9;70.31;21.88;0.7678;0.01489135193526745
9;63.67;0.0;12.5;21.88;11.33;26.56;29.3;19.14;41.41;20.31;46.09;59.96;66.99;65.62;16.41;0.7735;0.014650916367769242;75.78;0.0;21.88;29.69;17.97;35.16;35.16;25.39;47.07;31.25;50.98;63.87;70.7;69.92;21.88;0.7748;0.014583338049054146
10;62.5;0.0;12.5;22.66;11.72;27.34;29.69;19.34;41.41;21.88;45.9;59.96;66.99;65.43;17.19;0.778;0.014489550597965717;75.39;0.0;23.44;30.47;18.36;35.16;35.55;25.39;47.07;31.25;50.98;63.67;70.51;69.34;21.88;0.7832;0.013935835035145283
11;61.72;0.0;14.06;23.44;12.11;28.12;30.08;19.34;41.41;23.44;45.9;59.57;66.8;65.04;17.19;0.773;0.014348734311759473;74.61;0.0;25.0;30.47;18.36;35.55;35.55;25.39;47.07;32.81;50.78;63.48;70.31;69.14;22.66;0.7887;0.013819577714800834
12;60.94;0.0;15.62;24.22;12.5;28.52;30.47;19.53;41.8;23.44;45.9;59.57;66.8;64.84;17.97;0.7715;0.015574831798672676;73.83;0.0;26.56;31.25;18.36;35.55;35.55;25.39;47.07;32.81;50.78;63.28;70.12;68.75;22.66;0.8026;0.013008131784200669
13;59.77;0.0;15.62;25.0;12.89;28.91;30.86;19.53;41.6;25.0;45.9;59.57;66.6;64.45;18.75;0.797;0.013519064053893089;73.44;0.0;28.12;31.25;18.75;35.94;35.94;25.39;47.07;34.38;50.59;63.28;70.12;68.36;22.66;0.8083;0.012905599310994149
14;59.38;0.0;17.19;25.0;12.89;29.3;31.25;19.53;41.6;26.56;45.7;59.38;66.6;64.45;18.75;0.793;0.01335561241209507;72.66;0.0;28.12;31.25;18.75;35.94;35.94;25.39;46.88;34.38;50.59;63.09;69.92;68.16;22.66;0.8106;0.012619518660008907
15;58.59;0.0;17.19;25.78;13.28;29.69;31.64;19.73;41.8;26.56;45.7;59.38;66.41;64.26;19.53;0.8055;0.012809902802109719;72.27;0.0;29.69;31.25;18.75;35.94;35.94;25.39;46.88;34.38;50.39;62.89;69.73;67.97;23.44;0.8212;0.012226550184190273
16;57.81;0.0;18.75;25.78;13.67;30.08;31.64;19.73;41.6;28.12;45.7;59.18;66.21;63.87;19.53;0.7675;0.014532824017107487;71.88;0.0;31.25;31.25;18.75;35.94;36.33;25.39;46.88;35.94;50.2;62.7;69.53;67.58;23.44;0.8239;0.012003495098650455
17;57.03;0.0;20.31;26.56;13.67;30.47;32.03;19.92;41.6;28.12;45.51;58.98;66.21;63.67;20.31;0.791;0.01393607034534216;71.48;0.0;32.81;31.25;18.75;36.33;36.33;25.39;46.88;35.94;50.2;62.5;69.53;67.38;23.44;0.8281;0.01171038779169321
18;56.64;0.0;20.31;26.56;14.06;30.47;32.03;19.92;41.8;29.69;45.7;58.98;66.02;63.48;20.31;0.813;0.012654601868242025;70.7;0.0;32.81;31.25;19.14;36.33;36.33;25.39;46.88;35.94;50.2;62.5;69.34;67.19;23.44;0.8358;0.011357980002462863
19;55.86;0.0;20.31;26.56;14.45;30.86;32.42;20.12;41.8;29.69;45.7;58.79;66.02;63.28;21.09;0.813;0.012947467643767595;70.31;0.0;34.38;31.25;19.14;36.33;36.33;25.59;46.88;37.5;50.2;62.3;69.14;66.99;23.44;0.839;0.011080355966091157
