;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;15.62;2.0;25.0;31.25;15.62;28.12;20.31;34.38;60.94;37.5;68.75;18.75;0.0354;0.13626732816696166;68.75;11.0;37.5;37.5;25.0;34.38;26.56;43.75;68.75;37.5;76.56;31.25;0.0273;0.14085416965484618
1;18.75;3.0;25.0;37.5;21.88;31.25;21.88;35.94;60.94;37.5;68.75;25.0;0.0488;0.13080434000492097;62.5;4.0;50.0;43.75;28.12;37.5;28.12;43.75;67.19;50.0;75.0;31.25;0.03934;0.13437478106498718
2;21.88;3.0;37.5;43.75;25.0;34.38;25.0;39.06;60.94;50.0;67.19;31.25;0.0755;0.1260145843267441;59.38;5.0;62.5;43.75;31.25;40.62;29.69;45.31;67.19;50.0;73.44;37.5;0.0557;0.13013067989349364
3;28.12;4.0;37.5;43.75;31.25;40.62;26.56;40.62;60.94;50.0;67.19;37.5;0.0991;0.12183080823421479;59.38;5.0;62.5;50.0;34.38;43.75;31.25;46.88;65.62;50.0;73.44;43.75;0.07104;0.1263742313480377
4;31.25;5.0;37.5;50.0;31.25;43.75;28.12;42.19;60.94;50.0;67.19;43.75;0.1183;0.11833149588108063;56.25;5.0;50.0;50.0;37.5;46.88;32.81;46.88;65.62;50.0;71.88;43.75;0.08516;0.12336025289535522
5;34.38;5.0;37.5;50.0;34.38;43.75;29.69;43.75;60.94;50.0;67.19;43.75;0.1272;0.1149003657579422;53.12;6.0;50.0;50.0;37.5;46.88;34.38;46.88;65.62;50.0;71.88;50.0;0.0978;0.12058943826198577
6;34.38;6.0;37.5;50.0;34.38;46.88;29.69;43.75;60.94;62.5;67.19;43.75;0.1397;0.11270103552341461;53.12;7.0;50.0;50.0;37.5;50.0;34.38;48.44;65.62;62.5;71.88;50.0;0.10808;0.11850491683006287
7;34.38;7.0;50.0;50.0;37.5;46.88;31.25;45.31;60.94;62.5;67.19;43.75;0.1586;0.10972302231788635;53.12;7.0;50.0;56.25;37.5;50.0;35.94;50.0;65.62;62.5;71.88;50.0;0.11544;0.1166912448310852
8;37.5;7.0;50.0;56.25;37.5;50.0;32.81;46.88;60.94;62.5;67.19;43.75;0.1707;0.10787867894172669;53.12;8.0;50.0;56.25;40.62;53.12;35.94;50.0;64.06;62.5;70.31;50.0;0.12624;0.11468556659221649
9;37.5;7.0;50.0;56.25;37.5;50.0;32.81;46.88;60.94;62.5;67.19;43.75;0.1794;0.10566752347946166;50.0;8.0;50.0;56.25;40.62;53.12;37.5;50.0;64.06;62.5;70.31;50.0;0.13474;0.11295407738208771
10;40.62;8.0;50.0;56.25;37.5;50.0;32.81;48.44;60.94;62.5;65.62;50.0;0.1942;0.10400784561634063;50.0;9.0;50.0;56.25;40.62;53.12;37.5;51.56;64.06;62.5;70.31;50.0;0.14628;0.11141813350200654
11;40.62;8.0;50.0;56.25;37.5;50.0;34.38;50.0;60.94;62.5;65.62;50.0;0.2061;0.10204135861396789;50.0;9.0;50.0;56.25;40.62;53.12;37.5;51.56;64.06;62.5;70.31;50.0;0.1554;0.10977596881389617
12;40.62;9.0;50.0;56.25;37.5;50.0;34.38;50.0;60.94;62.5;65.62;50.0;0.2175;0.0998760948896408;50.0;10.0;50.0;56.25;40.62;53.12;39.06;53.12;64.06;62.5;70.31;50.0;0.1632;0.10812916790485382
13;40.62;9.0;50.0;56.25;37.5;50.0;35.94;51.56;60.94;62.5;65.62;50.0;0.2265;0.09809195542335511;50.0;10.0;50.0;56.25;40.62;53.12;39.06;53.12;64.06;62.5;68.75;50.0;0.17134;0.10663592918395996
14;40.62;10.0;50.0;56.25;37.5;53.12;35.94;51.56;60.94;62.5;65.62;50.0;0.2299;0.09693320236206054;50.0;11.0;50.0;56.25;40.62;53.12;39.06;54.69;64.06;62.5;68.75;56.25;0.1802;0.10530341130256653
15;40.62;10.0;50.0;56.25;37.5;53.12;35.94;51.56;60.94;62.5;67.19;50.0;0.2338;0.09678662881851197;50.0;11.0;50.0;56.25;40.62;56.25;39.06;54.69;64.06;62.5;68.75;56.25;0.1873;0.10395404363155365
16;43.75;10.0;50.0;56.25;37.5;53.12;35.94;53.12;60.94;62.5;67.19;50.0;0.2549;0.09344747292995453;50.0;12.0;50.0;56.25;40.62;56.25;39.06;54.69;64.06;75.0;68.75;56.25;0.19264;0.1025772087430954
17;43.75;11.0;50.0;56.25;37.5;53.12;37.5;53.12;60.94;62.5;67.19;50.0;0.2668;0.09231877248287201;50.0;12.0;50.0;56.25;40.62;56.25;40.62;56.25;64.06;75.0;68.75;56.25;0.20138;0.1011356622505188
18;43.75;11.0;50.0;56.25;40.62;56.25;37.5;54.69;60.94;75.0;67.19;50.0;0.2719;0.09061790492534637;50.0;13.0;62.5;56.25;40.62;56.25;40.62;56.25;64.06;75.0;68.75;56.25;0.20596;0.10032761836528778
