;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;65.62;15.0;25.0;31.25;18.75;31.25;28.12;46.88;65.62;37.5;70.31;25.0;0.0363;0.009151243114471436;81.25;26.0;25.0;37.5;18.75;31.25;32.81;53.12;68.75;37.5;76.56;25.0;0.0167;0.009010320091247559
1;53.12;8.0;25.0;37.5;21.88;34.38;29.69;46.88;65.62;37.5;67.19;25.0;0.0541;0.008889884662628173;75.0;22.0;25.0;37.5;21.88;34.38;34.38;53.12;68.75;37.5;73.44;25.0;0.04224;0.008875534982681274
2;46.88;4.0;25.0;50.0;21.88;37.5;31.25;45.31;64.06;37.5;64.06;25.0;0.0634;0.008474047708511352;71.88;14.0;25.0;50.0;25.0;37.5;35.94;53.12;68.75;37.5;71.88;25.0;0.05692;0.008553150749206543
3;43.75;4.0;25.0;50.0;25.0;40.62;32.81;45.31;62.5;37.5;60.94;31.25;0.0816;0.008039036726951599;65.62;7.0;25.0;50.0;25.0;40.62;39.06;54.69;68.75;37.5;70.31;31.25;0.07508;0.008174091091156006
4;37.5;4.0;25.0;56.25;25.0;43.75;34.38;46.88;62.5;37.5;60.94;31.25;0.1042;0.007718807435035706;62.5;6.0;25.0;56.25;28.12;43.75;40.62;54.69;67.19;50.0;68.75;31.25;0.08958;0.007823736939430236
5;37.5;4.0;25.0;56.25;28.12;43.75;37.5;48.44;60.94;50.0;59.38;37.5;0.1178;0.007435746955871582;59.38;6.0;37.5;56.25;28.12;46.88;43.75;54.69;67.19;50.0;67.19;31.25;0.10502;0.00754803225517273
6;34.38;5.0;25.0;56.25;28.12;46.88;37.5;50.0;60.94;50.0;57.81;37.5;0.14;0.007247985315322876;56.25;7.0;37.5;62.5;28.12;46.88;43.75;56.25;65.62;50.0;65.62;37.5;0.11894;0.00733756600856781
7;34.38;6.0;25.0;62.5;28.12;46.88;39.06;50.0;59.38;50.0;57.81;37.5;0.1488;0.007076708579063415;53.12;7.0;37.5;62.5;31.25;46.88;45.31;56.25;65.62;50.0;65.62;37.5;0.13302;0.0071626229763031
8;34.38;6.0;37.5;56.25;28.12;46.88;40.62;51.56;60.94;50.0;56.25;37.5;0.1662;0.006890561270713806;50.0;8.0;37.5;62.5;31.25;50.0;45.31;57.81;64.06;50.0;64.06;37.5;0.14226;0.007001442394256592
9;34.38;7.0;37.5;62.5;28.12;50.0;40.62;53.12;59.38;50.0;56.25;43.75;0.1779;0.006775828242301941;50.0;8.0;37.5;62.5;31.25;50.0;46.88;57.81;64.06;50.0;62.5;43.75;0.15352;0.006855065236091614
10;34.38;7.0;37.5;62.5;28.12;50.0;42.19;54.69;60.94;50.0;54.69;43.75;0.189;0.006628363132476806;46.88;8.0;37.5;62.5;31.25;50.0;46.88;59.38;64.06;50.0;62.5;43.75;0.16836;0.006729269471168518
11;34.38;8.0;37.5;62.5;31.25;50.0;42.19;56.25;60.94;50.0;53.12;43.75;0.1979;0.006552274203300476;46.88;9.0;37.5;62.5;31.25;50.0;48.44;60.94;64.06;50.0;60.94;43.75;0.17562;0.006620014877319336
12;34.38;8.0;37.5;62.5;31.25;50.0;43.75;56.25;60.94;50.0;53.12;43.75;0.207;0.006421404886245727;46.88;9.0;37.5;62.5;31.25;50.0;48.44;60.94;64.06;50.0;59.38;43.75;0.18578;0.006506341400146484
13;34.38;8.0;37.5;62.5;31.25;50.0;43.75;57.81;60.94;50.0;51.56;43.75;0.2236;0.006246645951271057;46.88;10.0;37.5;62.5;31.25;50.0;48.44;62.5;65.62;50.0;59.38;43.75;0.19712;0.006398451428413391
14;37.5;9.0;37.5;56.25;31.25;50.0;43.75;59.38;60.94;50.0;51.56;43.75;0.238;0.006118337845802307;46.88;10.0;50.0;62.5;34.38;50.0;48.44;62.5;65.62;50.0;57.81;43.75;0.20626;0.00630751965045929
15;37.5;9.0;37.5;56.25;31.25;50.0;43.75;59.38;60.94;50.0;51.56;43.75;0.244;0.00609326696395874;43.75;10.0;50.0;62.5;34.38;50.0;48.44;64.06;65.62;50.0;56.25;43.75;0.21458;0.006218370933532715
16;37.5;9.0;37.5;56.25;31.25;50.0;45.31;60.94;62.5;50.0;51.56;43.75;0.2546;0.005938658928871155;43.75;11.0;50.0;62.5;34.38;50.0;48.44;64.06;65.62;50.0;56.25;43.75;0.2216;0.006143811707496643
17;37.5;10.0;37.5;56.25;31.25;50.0;45.31;60.94;62.5;50.0;50.0;43.75;0.2673;0.005812377548217774;43.75;11.0;50.0;62.5;34.38;50.0;50.0;64.06;65.62;50.0;54.69;43.75;0.22722;0.006062615337371826
18;37.5;10.0;37.5;56.25;31.25;50.0;45.31;60.94;62.5;50.0;50.0;43.75;0.2717;0.005783154010772705;43.75;11.0;50.0;62.5;34.38;50.0;50.0;64.06;65.62;50.0;54.69;43.75;0.2363;0.005968264231681824
19;37.5;10.0;37.5;56.25;34.38;50.0;45.31;62.5;64.06;50.0;50.0;43.75;0.2686;0.0057368582010269165;43.75;12.0;50.0;62.5;34.38;50.0;50.0;65.62;65.62;50.0;53.12;43.75;0.24518;0.0058863486003875734
20;37.5;10.0;37.5;56.25;34.38;50.0;45.31;62.5;64.06;50.0;48.44;43.75;0.2752;0.005706134009361267;43.75;12.0;50.0;62.5;34.38;50.0;50.0;65.62;65.62;50.0;53.12;43.75;0.25064;0.005841448726654053
21;37.5;10.0;37.5;56.25;34.38;50.0;46.88;62.5;64.06;50.0;48.44;43.75;0.2894;0.00557017240524292;43.75;12.0;50.0;62.5;34.38;50.0;50.0;65.62;65.62;50.0;51.56;43.75;0.25806;0.005773784937858581
22;37.5;11.0;37.5;56.25;34.38;50.0;46.88;64.06;64.06;50.0;48.44;43.75;0.2751;0.0056793178319931035;43.75;12.0;50.0;62.5;34.38;50.0;50.0;65.62;67.19;50.0;51.56;43.75;0.26252;0.0057008877038955685
23;37.5;11.0;50.0;56.25;34.38;50.0;46.88;64.06;64.06;50.0;46.88;43.75;0.2992;0.005472811007499695;43.75;13.0;50.0;62.5;34.38;50.0;50.0;67.19;67.19;50.0;50.0;43.75;0.26812;0.0056632324171066286
24;37.5;11.0;50.0;56.25;34.38;50.0;46.88;64.06;64.06;50.0;46.88;43.75;0.2997;0.0054776376962661745;43.75;13.0;50.0;62.5;34.38;50.0;50.0;67.19;67.19;50.0;50.0;43.75;0.27422;0.005595094985961914
25;37.5;11.0;50.0;56.25;34.38;50.0;46.88;64.06;64.06;50.0;46.88;43.75;0.3131;0.005366078782081604;43.75;13.0;50.0;62.5;37.5;50.0;50.0;67.19;67.19;50.0;48.44;43.75;0.2754;0.005559406599998474
26;37.5;11.0;50.0;56.25;34.38;50.0;46.88;64.06;64.06;50.0;45.31;43.75;0.3166;0.005294968056678772;43.75;13.0;50.0;56.25;37.5;50.0;50.0;67.19;67.19;50.0;48.44;43.75;0.28482;0.005492615747451782
27;37.5;11.0;50.0;56.25;34.38;50.0;46.88;65.62;64.06;50.0;45.31;43.75;0.3227;0.00527414288520813;43.75;13.0;50.0;56.25;37.5;50.0;50.0;67.19;67.19;50.0;46.88;43.75;0.28786;0.005457798938751221
28;37.5;11.0;50.0;56.25;34.38;50.0;46.88;65.62;65.62;50.0;45.31;43.75;0.3191;0.005247287631034851;43.75;14.0;50.0;56.25;37.5;50.0;50.0;67.19;67.19;50.0;46.88;43.75;0.29306;0.005428577017784118
29;37.5;12.0;50.0;56.25;34.38;50.0;46.88;65.62;65.62;50.0;45.31;43.75;0.3242;0.005190386795997619;43.75;14.0;50.0;56.25;37.5;50.0;50.0;67.19;67.19;50.0;46.88;43.75;0.29576;0.005390090050697327
30;37.5;12.0;50.0;56.25;34.38;50.0;46.88;65.62;65.62;50.0;43.75;43.75;0.3246;0.005213066291809082;43.75;14.0;50.0;56.25;37.5;50.0;50.0;67.19;67.19;50.0;45.31;43.75;0.3016;0.005345021142959595
31;37.5;12.0;50.0;56.25;37.5;50.0;48.44;65.62;65.62;50.0;43.75;43.75;0.3359;0.005149745059013367;43.75;14.0;50.0;56.25;37.5;50.0;50.0;67.19;67.19;50.0;45.31;43.75;0.30548;0.00530379463672638
32;40.62;12.0;50.0;56.25;37.5;50.0;46.88;65.62;65.62;50.0;43.75;43.75;0.3274;0.005202741479873658;43.75;14.0;50.0;56.25;37.5;50.0;50.0;67.19;67.19;50.0;45.31;43.75;0.30878;0.005266809558868408
33;40.62;12.0;50.0;56.25;37.5;50.0;46.88;65.62;65.62;50.0;43.75;43.75;0.3413;0.005035320353507996;43.75;14.0;50.0;56.25;37.5;50.0;50.0;68.75;67.19;50.0;45.31;43.75;0.31234;0.005243562717437744
