;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;1.56;50.0;4.69;3.12;1.95;2.34;1.17;1.37;0.98;4.69;0.78;3.12;0.5396;0.15761766956448556;25.0;60.0;62.5;14.06;13.67;15.23;12.7;16.99;7.23;39.06;7.42;21.88;0.39604;0.20670400287270546
1;3.91;60.0;7.81;5.47;3.12;3.91;2.54;2.73;1.56;7.81;1.37;5.47;0.708;0.10696807688474655;27.34;70.0;68.75;14.84;14.06;11.33;14.26;17.77;5.08;29.69;6.64;25.0;0.58754;0.14898263357281685
2;6.25;70.0;9.38;6.25;4.3;5.08;3.71;3.91;1.95;7.81;1.56;6.25;0.7579;0.08901465094089508;29.69;70.0;68.75;14.84;14.84;10.94;15.62;17.77;4.49;25.0;6.05;27.34;0.67708;0.11977075751304626
3;8.59;70.0;10.94;7.03;5.08;5.86;4.69;4.69;2.34;9.38;1.95;7.81;0.7932;0.07850219890624285;31.64;80.0;67.19;15.62;15.62;10.55;16.8;17.38;4.3;21.88;5.66;28.91;0.73212;0.10065120710104704
4;10.94;70.0;14.06;7.81;5.86;6.25;5.47;5.47;2.54;10.94;2.15;8.59;0.8091;0.07254692300409078;33.2;80.0;67.19;15.62;16.41;10.55;17.58;16.99;4.1;21.88;5.47;29.69;0.77064;0.08770502351015806
5;12.89;80.0;14.06;8.59;6.25;6.64;6.05;6.05;2.93;10.94;2.34;9.38;0.8313;0.06733529154211283;34.38;80.0;64.06;16.41;17.19;10.94;18.36;16.8;4.3;21.88;5.66;31.25;0.79396;0.07880257897734642
6;14.84;80.0;15.62;9.38;7.03;7.03;6.64;6.64;3.12;12.5;2.54;10.94;0.8406;0.06115495638698339;35.55;80.0;64.06;16.41;17.97;10.94;18.95;16.6;4.3;20.31;5.66;32.03;0.8147;0.07102244813293218
7;16.41;80.0;17.19;10.16;7.42;7.42;7.42;7.23;3.32;14.06;2.73;11.72;0.8451;0.059695776657760144;36.72;80.0;62.5;16.41;18.75;11.33;19.53;16.41;4.49;20.31;5.66;32.81;0.82802;0.06626064895480871
8;17.97;80.0;18.75;10.94;8.2;8.2;8.01;7.62;3.32;14.06;3.12;12.5;0.8336;0.06188017459511757;37.5;80.0;60.94;16.41;19.14;11.33;19.92;16.21;4.49;20.31;5.66;33.59;0.83738;0.0619141721752286
9;19.53;80.0;20.31;11.72;8.59;8.59;8.4;8.01;3.52;15.62;3.12;13.28;0.8131;0.06859870233237743;38.28;80.0;59.38;17.19;19.53;11.72;20.31;16.41;4.69;20.31;5.66;34.38;0.84988;0.05796476331830025
10;20.7;80.0;21.88;11.72;9.38;8.98;8.98;8.4;3.71;15.62;3.32;14.06;0.8627;0.05207686255276203;39.06;80.0;59.38;17.19;20.31;12.11;20.7;16.41;4.88;20.31;5.66;35.16;0.85358;0.05704770222127437
11;21.88;80.0;21.88;12.5;9.77;9.38;9.57;8.59;3.91;15.62;3.52;14.84;0.8617;0.05380112316608429;39.45;80.0;59.38;17.19;20.7;12.11;21.09;16.21;4.88;20.31;5.66;35.16;0.85478;0.055620815953314307
12;23.05;70.0;23.44;12.5;10.55;9.77;9.96;8.98;4.1;15.62;3.71;15.62;0.8632;0.06711611431092024;39.45;80.0;57.81;17.19;21.48;12.5;21.48;16.21;5.08;20.31;5.66;35.94;0.86684;0.05197648956209421
13;23.44;50.0;25.0;13.28;10.94;10.16;10.55;9.38;4.3;15.62;3.91;15.62;0.8664;0.09269264902770519;39.84;80.0;57.81;17.97;21.88;12.5;21.88;16.21;5.08;20.31;5.66;35.94;0.86778;0.051728195315003396
14;24.22;40.0;25.0;14.06;11.72;10.55;10.94;9.77;4.49;17.19;4.1;16.41;0.8641;0.08216540025770665;40.23;80.0;59.38;17.97;22.66;12.89;22.27;16.21;5.27;20.31;5.66;36.72;0.86108;0.05357792895436287
15;25.0;40.0;26.56;14.06;12.11;10.94;11.33;9.96;4.49;17.19;4.3;17.19;0.8606;0.053614351238310334;40.23;80.0;57.81;17.97;22.66;12.89;22.27;16.41;5.27;20.31;5.66;36.72;0.86354;0.053783478855788706
16;25.78;30.0;26.56;14.84;12.89;11.33;11.72;10.35;4.69;17.19;4.3;17.97;0.8447;0.24755692916214467;40.62;80.0;57.81;17.97;23.05;13.28;22.46;16.6;5.47;20.31;5.66;36.72;0.88048;0.04682667897135019
17;26.17;40.0;26.56;14.84;13.28;11.72;12.11;10.74;4.69;17.19;4.49;18.75;0.8579;0.1855317216746509;40.62;80.0;57.81;17.97;23.44;13.28;22.66;16.8;5.47;20.31;5.86;36.72;0.8739;0.049685272297561166
18;26.56;40.0;28.12;15.62;13.67;11.72;12.7;11.13;4.69;17.19;4.69;18.75;0.8758;0.163027738045156;41.02;80.0;57.81;17.97;23.83;13.67;22.85;16.99;5.47;20.31;5.86;37.5;0.88138;0.04595520502597093
19;27.34;20.0;28.12;15.62;14.06;12.11;13.09;11.52;4.88;18.75;4.69;19.53;0.8664;0.6937122537314891;41.02;80.0;57.81;17.97;24.22;13.67;23.24;17.19;5.66;20.31;5.86;37.5;0.88828;0.043795260912775996
