;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_features-4;eval-saturation_features-8;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_features-4;train-saturation_features-8;training_accuracy;training_loss
0;9.38;20.0;25.0;31.25;17.19;28.12;48.44;35.94;25.0;15.62;0.3466;0.013832748854160309;59.38;20.0;25.0;46.88;32.81;50.0;67.19;65.62;31.25;25.0;0.24922;0.016145869736671446
1;15.62;30.0;25.0;40.62;21.88;32.81;50.0;35.94;31.25;21.88;0.4607;0.011173786902427674;50.0;30.0;37.5;56.25;39.06;54.69;67.19;62.5;43.75;34.38;0.38926;0.01264059077501297
2;25.0;30.0;25.0;43.75;25.0;37.5;50.0;31.25;37.5;25.0;0.5359;0.010020553779602051;46.88;30.0;37.5;59.38;42.19;57.81;65.62;57.81;43.75;37.5;0.47136;0.011147377772331237
3;28.12;40.0;25.0;46.88;28.12;42.19;50.0;31.25;37.5;28.12;0.5737;0.009265160375833512;46.88;40.0;37.5;62.5;45.31;60.94;65.62;53.12;43.75;40.62;0.52942;0.010169140286445617
4;28.12;40.0;37.5;50.0;31.25;45.31;50.0;29.69;43.75;31.25;0.5946;0.00883162761926651;43.75;50.0;37.5;62.5;46.88;62.5;64.06;50.0;50.0;43.75;0.56218;0.009563556237220765
5;31.25;50.0;37.5;53.12;32.81;46.88;50.0;26.56;43.75;34.38;0.6243;0.00819917978644371;40.62;50.0;37.5;62.5;50.0;64.06;62.5;45.31;50.0;43.75;0.5871;0.009064088932275772
6;31.25;50.0;37.5;53.12;35.94;50.0;50.0;26.56;43.75;34.38;0.6326;0.008027876031398774;40.62;50.0;37.5;62.5;50.0;65.62;60.94;40.62;50.0;43.75;0.60928;0.008599225845336914
7;31.25;50.0;37.5;53.12;37.5;51.56;50.0;26.56;43.75;34.38;0.6635;0.00746170814037323;40.62;50.0;37.5;62.5;51.56;65.62;60.94;39.06;50.0;43.75;0.62602;0.008224187895059586
8;34.38;50.0;37.5;53.12;39.06;53.12;50.0;26.56;43.75;34.38;0.6788;0.007285443198680877;40.62;50.0;37.5;62.5;51.56;67.19;60.94;35.94;50.0;40.62;0.64496;0.007933901520967483
9;34.38;50.0;37.5;56.25;39.06;54.69;50.0;26.56;43.75;34.38;0.673;0.007419426810741424;37.5;60.0;37.5;62.5;53.12;68.75;59.38;35.94;50.0;40.62;0.66124;0.007625992913246155
10;34.38;50.0;37.5;56.25;42.19;56.25;50.0;26.56;43.75;34.38;0.7016;0.006715812599658966;37.5;60.0;50.0;62.5;53.12;68.75;59.38;34.38;50.0;40.62;0.67464;0.007428222216367721
11;34.38;60.0;50.0;56.25;42.19;57.81;50.0;26.56;43.75;34.38;0.7033;0.0066977909624576564;37.5;60.0;50.0;62.5;54.69;70.31;59.38;32.81;50.0;40.62;0.68172;0.007215844801664352
12;34.38;60.0;50.0;56.25;43.75;59.38;50.0;26.56;50.0;34.38;0.7142;0.006409299218654633;37.5;60.0;50.0;62.5;54.69;70.31;57.81;32.81;50.0;40.62;0.692;0.00699866714835167
13;34.38;60.0;50.0;56.25;45.31;60.94;50.0;26.56;50.0;34.38;0.7168;0.0064164226591587065;37.5;60.0;50.0;62.5;56.25;70.31;57.81;31.25;50.0;40.62;0.6989;0.006855170315504074
14;34.38;60.0;50.0;56.25;45.31;62.5;50.0;26.56;50.0;37.5;0.7228;0.0061143060505390165;37.5;60.0;50.0;62.5;56.25;71.88;56.25;31.25;50.0;40.62;0.70698;0.006660024129152298
15;34.38;60.0;50.0;56.25;46.88;64.06;48.44;26.56;50.0;37.5;0.7307;0.006131185096502304;37.5;60.0;50.0;59.38;56.25;71.88;56.25;31.25;50.0;40.62;0.71296;0.0065499478745460514
16;34.38;60.0;50.0;56.25;48.44;64.06;48.44;26.56;50.0;34.38;0.7279;0.006152284938097;37.5;70.0;50.0;59.38;57.81;71.88;54.69;29.69;50.0;40.62;0.7176;0.0064008815312385555
17;34.38;60.0;50.0;56.25;50.0;65.62;48.44;26.56;50.0;34.38;0.74;0.005959485566616058;37.5;70.0;50.0;59.38;57.81;73.44;54.69;29.69;50.0;40.62;0.72782;0.006298340156078339
18;34.38;60.0;50.0;56.25;50.0;65.62;48.44;26.56;50.0;34.38;0.7338;0.0060491472601890564;37.5;70.0;50.0;59.38;59.38;73.44;53.12;29.69;50.0;40.62;0.7314;0.00616436937212944
19;34.38;60.0;50.0;56.25;50.0;65.62;48.44;26.56;50.0;34.38;0.7445;0.005800947988033295;37.5;70.0;50.0;59.38;59.38;73.44;53.12;29.69;50.0;40.62;0.73376;0.006115017101764679
