;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_features-4;eval-saturation_features-8;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_features-4;train-saturation_features-8;training_accuracy;training_loss
0;40.62;7.0;3.12;12.5;12.3;31.84;54.3;60.35;3.91;4.69;0.1358;0.11566121845245361;72.27;28.0;15.62;32.03;25.39;46.29;65.43;71.88;15.62;18.75;0.08282;0.1283550221157074
1;38.28;11.0;4.69;16.8;13.48;33.4;54.88;60.74;7.03;7.03;0.2098;0.1029550894498825;69.92;20.0;25.0;37.5;28.12;48.05;65.04;70.9;23.44;24.22;0.15212;0.11231531214237213
2;37.11;15.0;6.25;19.53;14.45;34.38;55.08;61.13;10.16;9.38;0.2532;0.09459709401130677;68.36;20.0;31.25;39.84;29.49;48.63;64.45;70.31;27.34;27.34;0.2064;0.10211821330070496
3;37.5;17.0;7.81;21.88;15.23;35.35;54.69;61.33;11.72;10.94;0.3044;0.08511350026130676;67.58;21.0;35.94;41.02;30.47;49.41;63.87;69.92;28.91;28.91;0.25496;0.09420047318458558
4;37.5;18.0;9.38;23.44;16.02;35.94;54.3;61.91;13.28;12.11;0.3361;0.08031800274848938;66.8;23.0;37.5;41.41;31.45;50.2;63.28;69.73;30.47;29.69;0.28826;0.0882820233631134
5;37.89;20.0;10.94;25.0;16.8;37.11;54.3;62.11;14.84;13.28;0.375;0.07541723968982697;66.02;24.0;40.62;41.8;32.23;50.78;62.89;69.73;31.25;30.08;0.31612;0.0834217658996582
6;38.67;21.0;10.94;26.17;17.58;37.89;54.3;62.7;16.41;14.06;0.4056;0.07156747462749481;65.23;25.0;42.19;42.19;33.01;51.56;62.7;69.92;31.25;30.47;0.3458;0.07933841516971588
7;39.45;22.0;12.5;27.34;18.55;38.87;54.3;63.28;17.19;14.84;0.4158;0.06882273418903351;64.84;26.0;42.19;42.19;33.79;52.34;62.5;70.12;31.25;30.47;0.36874;0.07587679462432861
8;40.23;23.0;14.06;27.73;19.34;39.84;54.49;64.06;17.97;15.62;0.4465;0.06541223437786102;64.45;27.0;43.75;41.8;34.57;53.12;62.3;70.31;31.25;30.08;0.38936;0.07282629358768464
9;41.02;24.0;15.62;28.52;19.92;40.62;54.69;64.65;18.75;15.62;0.4616;0.0627632583975792;63.67;28.0;43.75;41.8;35.35;53.71;62.3;70.7;31.25;30.08;0.40932;0.06985714074373245
10;41.41;24.0;15.62;28.91;20.7;41.6;54.69;65.23;18.75;16.02;0.4735;0.06169095084667206;63.28;29.0;43.75;41.41;35.94;54.49;62.11;71.09;30.47;29.69;0.43046;0.06715356035947799
11;42.19;25.0;17.19;29.3;21.29;42.19;54.69;65.82;19.53;16.41;0.4792;0.06033546775579453;62.89;29.0;45.31;41.41;36.72;55.08;61.91;71.29;30.47;29.3;0.44422;0.06503872169733048
12;42.97;26.0;17.19;29.69;22.07;42.97;54.69;66.21;20.31;16.41;0.4904;0.05865839238166809;62.89;30.0;45.31;41.02;37.3;55.86;61.91;71.68;30.47;28.91;0.46146;0.06261869077682496
13;43.36;26.0;18.75;30.08;22.46;43.75;54.88;66.8;20.31;16.8;0.4922;0.059128204762935635;62.5;31.0;45.31;40.62;37.89;56.45;61.91;71.88;30.47;28.52;0.47866;0.06057928577899933
14;43.75;27.0;18.75;30.47;23.05;44.34;54.88;67.19;21.09;16.8;0.5075;0.056218606853485106;62.5;32.0;45.31;40.62;38.48;57.03;61.72;72.07;30.47;28.12;0.48582;0.05929335343599319
15;44.14;27.0;20.31;30.47;23.44;45.12;55.08;67.77;21.09;16.8;0.5205;0.05547636079788208;62.11;32.0;45.31;40.23;39.06;57.42;61.72;72.46;29.69;27.73;0.49972;0.057344680213928224
16;44.92;28.0;20.31;30.86;24.02;45.9;55.08;68.16;21.09;16.8;0.5232;0.05417950614690781;62.11;33.0;45.31;39.84;39.65;58.2;61.72;72.66;29.69;27.34;0.51078;0.05550174793124199
17;45.31;28.0;20.31;30.86;24.41;46.48;55.08;68.55;21.88;17.19;0.535;0.05385317978858948;62.11;33.0;45.31;39.84;40.04;58.79;61.72;72.85;28.91;26.95;0.52412;0.05412196677446365
