;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;78.91;50.0;6.25;15.62;8.59;21.88;25.0;26.56;20.31;9.38;43.36;46.88;51.95;63.28;69.92;71.48;72.66;6.25;0.5535;0.005503293067216873;83.59;50.0;6.25;18.75;10.94;26.56;28.12;30.47;23.44;9.38;48.05;51.56;57.42;70.7;76.17;77.73;78.52;7.81;0.5169;0.005469072335958481
1;80.47;50.0;6.25;18.75;10.16;23.44;27.34;28.12;22.27;12.5;46.48;50.78;55.47;68.36;74.22;75.39;76.56;9.38;0.563;0.005423077374696731;83.59;50.0;9.38;20.31;12.5;28.12;29.69;31.25;23.83;12.5;48.83;51.95;58.2;71.48;76.95;78.52;78.91;9.38;0.5438;0.005432316821813584
2;80.47;50.0;9.38;20.31;10.94;24.22;28.12;28.91;22.66;12.5;47.27;51.17;56.25;69.14;75.39;76.56;77.34;9.38;0.5945;0.005332182288169861;83.59;50.0;9.38;21.88;13.28;28.91;30.47;32.03;24.61;12.5;49.22;52.34;58.2;71.88;76.95;78.52;79.3;10.94;0.5752;0.005360698711872101
3;80.47;50.0;9.38;21.88;12.5;25.78;28.91;29.69;23.44;12.5;47.66;51.56;56.64;69.92;75.78;76.95;77.73;10.94;0.6015;0.005242598295211792;83.59;50.0;12.5;23.44;14.84;29.69;31.25;32.03;25.0;12.5;49.61;52.73;58.59;71.88;76.95;78.52;79.3;12.5;0.5911;0.005285673147439956
4;80.47;50.0;12.5;23.44;13.28;26.56;29.69;30.47;23.83;15.62;47.66;51.56;57.03;70.31;75.78;76.95;78.12;12.5;0.6285;0.005149901360273362;83.59;50.0;12.5;25.0;15.62;30.47;32.03;32.81;25.39;15.62;49.61;53.12;58.59;71.88;76.95;78.52;79.3;14.06;0.6015;0.005243956857919693
5;80.47;50.0;12.5;23.44;14.06;27.34;29.69;31.25;23.83;15.62;47.66;51.56;57.03;70.31;75.78;76.95;77.73;14.06;0.641;0.0050635174810886386;83.59;50.0;15.62;26.56;16.41;31.25;32.03;33.59;25.78;15.62;49.61;53.12;58.59;71.88;76.95;78.52;79.3;14.06;0.6144;0.005167291218042373
6;79.69;50.0;12.5;25.0;14.06;27.34;30.47;31.25;24.22;15.62;47.66;51.56;57.03;70.31;75.78;76.95;77.73;14.06;0.6495;0.004992401242256164;83.59;50.0;15.62;26.56;16.41;32.03;32.81;33.59;26.17;15.62;49.61;52.73;58.59;71.88;76.95;78.12;78.91;15.62;0.6313;0.00507979307770729
7;79.69;50.0;12.5;25.0;14.84;28.12;30.47;32.03;24.61;15.62;47.66;51.56;57.03;70.31;75.78;76.95;77.73;14.06;0.6655;0.004956827700138092;83.59;50.0;15.62;26.56;17.19;32.03;32.81;33.59;26.17;15.62;49.61;52.73;58.59;71.88;76.56;78.12;78.91;15.62;0.6405;0.005021328228712082
8;78.91;50.0;12.5;26.56;14.84;28.91;31.25;32.03;24.61;15.62;48.05;51.56;57.03;70.31;75.78;76.95;77.73;14.06;0.669;0.004862982898950576;82.81;50.0;15.62;28.12;17.19;32.81;33.59;34.38;26.56;15.62;50.0;52.73;58.59;71.88;76.56;78.12;78.91;15.62;0.6435;0.004979877316951752
9;78.91;50.0;12.5;26.56;15.62;28.91;31.25;32.81;25.0;15.62;48.05;51.56;57.03;70.31;75.78;76.95;77.73;14.06;0.677;0.004826230674982071;82.81;50.0;15.62;28.12;17.97;32.81;33.59;34.38;26.56;15.62;50.0;52.73;58.59;71.48;76.56;77.73;78.52;15.62;0.6576;0.004883174386620522
