;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;52.34;50.0;6.25;14.06;7.03;22.66;19.53;17.19;14.84;12.5;29.3;30.47;32.03;49.22;51.17;49.61;52.73;7.81;0.494;0.0013861342668533324;82.81;50.0;6.25;20.31;12.5;33.59;33.59;27.34;21.88;12.5;48.05;56.25;55.08;70.31;76.56;76.56;78.52;9.38;0.5098;0.0013875714242458344
1;75.78;50.0;6.25;17.19;10.16;29.69;27.34;23.44;19.53;15.62;43.75;48.05;48.44;64.45;70.7;69.92;72.66;9.38;0.515;0.0013842256665229798;83.59;50.0;6.25;20.31;12.5;33.59;34.38;27.34;22.27;12.5;48.83;57.03;55.86;71.09;77.34;77.34;79.3;9.38;0.5188;0.0013831349730491639
2;78.91;50.0;6.25;18.75;10.16;30.47;28.91;25.0;20.31;15.62;45.31;50.39;50.39;66.41;73.05;72.66;75.39;9.38;0.535;0.0013808860182762145;83.59;50.0;6.25;20.31;13.28;34.38;34.38;28.12;22.27;15.62;48.83;57.42;55.86;71.48;77.34;77.34;79.3;9.38;0.5343;0.0013810393691062928
3;79.69;50.0;6.25;18.75;10.94;31.25;29.69;25.0;20.31;15.62;46.09;51.56;51.17;67.19;74.22;73.83;76.56;9.38;0.528;0.0013793198466300965;83.59;50.0;9.38;20.31;13.28;34.38;34.38;28.12;22.27;15.62;49.22;57.42;56.25;71.48;77.73;77.73;79.69;9.38;0.5352;0.0013785771131515504
4;80.47;50.0;6.25;18.75;10.94;31.25;29.69;25.0;20.7;15.62;46.09;51.95;51.56;67.58;74.61;74.22;76.95;9.38;0.5425;0.0013750829100608825;83.59;50.0;9.38;20.31;13.28;34.38;34.38;28.12;22.66;15.62;49.22;57.42;56.25;71.48;77.73;77.73;79.69;9.38;0.5446;0.0013759020984172822
5;80.47;50.0;6.25;18.75;10.94;31.25;29.69;25.0;20.7;15.62;46.48;52.34;51.95;67.97;74.61;74.61;76.95;9.38;0.563;0.0013673285245895386;83.59;50.0;9.38;20.31;13.28;34.38;34.38;28.12;22.66;15.62;49.22;57.42;56.25;71.88;77.73;77.73;79.69;9.38;0.5538;0.0013727895021438598
6;80.47;50.0;6.25;18.75;10.94;31.25;29.69;25.0;20.7;15.62;46.48;52.34;51.95;67.97;75.0;74.61;77.34;9.38;0.5585;0.0013610197603702546;83.59;50.0;9.38;20.31;13.28;34.38;34.38;28.12;22.66;15.62;49.22;57.42;56.25;71.88;77.73;77.73;79.69;9.38;0.5648;0.0013655639052391052
7;81.25;50.0;6.25;18.75;10.94;31.25;30.47;25.0;20.7;15.62;46.48;52.73;52.34;68.36;75.39;75.0;77.73;9.38;0.5695;0.001352270632982254;83.59;50.0;9.38;20.31;13.28;34.38;34.38;28.12;22.66;15.62;49.22;57.42;56.25;71.88;77.73;77.73;79.69;9.38;0.5708;0.001359193617105484
8;81.25;50.0;6.25;18.75;10.94;31.25;30.47;25.78;20.7;15.62;46.48;52.73;52.34;68.36;75.39;75.39;77.73;9.38;0.579;0.0013450132608413697;83.59;50.0;9.38;20.31;14.06;35.16;34.38;28.12;22.66;15.62;49.22;57.42;56.25;71.88;77.73;77.73;79.69;9.38;0.584;0.001348175621032715
9;81.25;50.0;6.25;18.75;10.94;32.03;30.47;25.78;21.09;15.62;46.48;52.73;52.34;68.75;75.39;75.39;77.73;9.38;0.596;0.0013384150862693787;83.59;50.0;9.38;21.88;14.06;35.16;34.38;28.12;22.66;15.62;49.22;57.42;56.25;71.88;77.73;77.73;79.69;9.38;0.5872;0.001340215092897415
10;81.25;50.0;6.25;18.75;10.94;32.03;30.47;25.78;21.09;15.62;46.88;53.12;52.34;68.75;75.39;75.39;77.73;9.38;0.603;0.0013202135860919952;83.59;50.0;9.38;21.88;14.06;35.16;34.38;28.12;23.05;15.62;49.22;57.42;56.25;71.88;77.73;77.73;79.69;9.38;0.5954;0.0013344375193119048
11;81.25;50.0;9.38;20.31;11.72;32.03;30.47;25.78;21.09;18.75;47.27;53.52;52.73;69.14;75.78;75.78;78.12;9.38;0.592;0.001317375361919403;83.59;50.0;12.5;21.88;14.06;35.16;35.16;28.12;23.05;15.62;49.22;57.42;56.25;71.88;77.73;77.73;79.69;9.38;0.5963;0.0013267458379268647
12;81.25;50.0;9.38;20.31;11.72;32.81;31.25;25.78;21.48;18.75;47.27;53.52;53.12;69.14;76.17;75.78;78.12;9.38;0.601;0.0013108747899532318;83.59;50.0;12.5;21.88;14.06;35.94;35.16;28.12;23.05;18.75;49.61;57.42;56.25;71.88;77.73;77.73;79.69;10.94;0.6053;0.0013192025899887085
13;81.25;50.0;9.38;20.31;11.72;32.81;31.25;26.56;21.48;18.75;47.66;53.91;53.12;69.53;76.17;75.78;78.12;10.94;0.615;0.0012977925539016724;83.59;50.0;12.5;21.88;14.84;35.94;35.16;28.91;23.05;18.75;49.61;57.42;56.25;71.88;77.73;77.73;79.69;10.94;0.6053;0.0013182307064533235
