;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;55.08;50.0;3.12;7.81;4.3;10.16;8.59;18.95;32.62;6.25;36.52;4.69;0.5115;0.0013857360780239105;84.38;50.0;3.12;14.06;8.98;25.78;21.09;49.41;65.04;7.81;74.41;6.25;0.5074;0.0013873655140399933
1;76.56;50.0;3.12;12.5;6.64;20.31;16.02;38.28;53.91;7.81;62.89;6.25;0.5985;0.0013642763793468475;84.77;50.0;3.12;14.06;8.98;26.17;21.48;50.78;66.99;7.81;75.98;6.25;0.5558;0.001368595427274704
2;78.52;50.0;3.12;12.5;7.03;21.88;17.19;41.02;55.86;7.81;66.02;6.25;0.6145;0.0013309397995471953;84.77;50.0;3.12;14.06;8.98;26.17;21.88;51.17;67.38;7.81;76.37;6.25;0.5734;0.0013546294510364532
3;79.3;50.0;3.12;13.28;7.42;22.27;17.58;41.8;56.64;7.81;66.99;6.25;0.62;0.0013110384941101075;84.77;50.0;3.12;14.84;9.38;26.56;22.07;51.56;67.77;7.81;76.56;6.25;0.5894;0.00133771795630455
4;79.69;50.0;3.12;13.28;7.42;22.66;17.97;42.38;57.03;7.81;67.58;6.25;0.6255;0.0012968162894248963;84.77;50.0;3.12;14.84;9.38;26.56;22.07;51.76;67.97;7.81;76.56;6.25;0.5937;0.0013305254459381104
5;80.08;50.0;3.12;13.28;7.81;23.05;18.16;42.97;57.81;7.81;68.36;7.03;0.621;0.0012914398908615112;84.77;50.0;3.12;14.84;9.38;26.95;22.27;51.76;67.97;7.81;76.76;7.03;0.6124;0.0013078024506568908
6;80.08;50.0;3.12;14.06;7.81;23.44;18.36;43.55;58.4;7.81;68.95;7.03;0.629;0.0012786318361759186;84.77;50.0;3.12;14.84;9.77;27.34;22.46;51.95;68.16;7.81;76.76;7.03;0.6158;0.0013074850201606752
7;80.47;50.0;3.12;14.06;7.81;23.83;18.55;43.95;59.18;7.81;69.53;7.03;0.631;0.0012672501504421233;84.77;50.0;3.12;15.62;9.77;27.34;22.46;52.15;68.16;7.81;76.76;7.03;0.6216;0.0012894333720207215
8;80.47;50.0;3.12;14.06;8.2;24.22;18.95;44.53;59.77;9.38;70.12;7.81;0.625;0.0012712426334619523;84.77;50.0;3.12;15.62;10.16;27.73;22.66;52.15;68.16;9.38;76.76;7.03;0.641;0.001271657407283783
9;80.86;50.0;3.12;14.84;8.2;24.61;19.14;44.92;60.35;9.38;70.51;7.81;0.637;0.0012553436607122422;84.77;50.0;4.69;15.62;10.16;28.12;22.66;52.34;68.36;9.38;76.76;7.81;0.6405;0.001259875988960266
10;80.86;50.0;3.12;15.62;8.59;25.0;19.34;45.31;60.74;9.38;70.9;7.81;0.649;0.0012449030131101609;84.77;50.0;4.69;16.41;10.16;28.12;22.85;52.34;68.36;9.38;76.76;7.81;0.6485;0.001244330680370331
11;80.86;50.0;3.12;15.62;8.59;25.0;19.34;45.51;60.94;9.38;71.09;7.81;0.66;0.0012299207150936126;84.77;50.0;4.69;16.41;10.55;28.52;22.85;52.54;68.36;10.94;76.76;7.81;0.6571;0.0012408154726028442
12;80.86;50.0;3.12;15.62;8.98;25.39;19.53;45.7;61.13;9.38;71.09;8.59;0.681;0.001196336105465889;84.77;50.0;4.69;17.19;10.55;28.52;23.05;52.54;68.36;10.94;76.76;7.81;0.664;0.0012243307828903199
13;80.86;50.0;3.12;15.62;8.98;25.39;19.53;45.7;61.33;9.38;71.29;8.59;0.683;0.0011868093460798263;84.77;50.0;4.69;17.19;10.55;28.52;23.05;52.54;68.36;10.94;76.76;8.59;0.6713;0.0012106554210186006
14;80.86;50.0;3.12;16.41;8.98;25.39;19.73;46.09;61.52;10.94;71.48;8.59;0.69;0.0011702311038970948;84.77;50.0;4.69;17.19;10.94;28.91;23.05;52.54;68.36;10.94;76.76;8.59;0.6736;0.0011989400088787078
15;80.86;50.0;3.12;16.41;8.98;25.78;19.73;46.09;61.72;10.94;71.68;8.59;0.69;0.0011510064154863356;84.77;50.0;4.69;17.19;10.94;28.91;23.24;52.54;68.55;10.94;76.76;8.59;0.6829;0.0011871103763580323
16;80.86;50.0;4.69;16.41;9.38;25.78;19.92;46.29;61.91;10.94;71.88;8.59;0.687;0.0011646421700716018;84.77;50.0;4.69;17.97;10.94;28.91;23.24;52.73;68.55;10.94;76.76;8.59;0.6791;0.00117952099442482
17;81.25;50.0;4.69;16.41;9.38;26.17;19.92;46.48;62.11;10.94;71.88;9.38;0.6845;0.0011533648520708085;84.77;50.0;4.69;17.97;10.94;29.3;23.24;52.73;68.55;10.94;76.76;9.38;0.6978;0.001155446219444275
18;81.25;50.0;4.69;17.19;9.38;26.17;20.12;46.68;62.3;10.94;72.07;9.38;0.6935;0.0011407352983951568;84.77;50.0;4.69;17.97;11.33;29.3;23.44;52.73;68.55;10.94;76.76;9.38;0.7001;0.0011412433683872223
19;81.25;0.0;4.69;17.19;9.77;26.17;20.12;46.68;62.5;12.5;72.07;9.38;0.7035;0.0011160885095596314;84.77;50.0;4.69;17.97;11.33;29.3;23.44;52.93;68.55;10.94;76.56;9.38;0.7005;0.001134893673658371
