;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;55.86;6.0;3.12;11.72;6.64;16.02;20.7;17.38;36.13;6.25;40.23;60.35;66.6;65.82;6.25;0.0647;0.033581471490859986;76.95;65.0;6.25;23.44;14.45;27.73;30.86;24.02;45.9;14.06;49.8;68.16;74.41;74.8;13.28;0.03926;0.034813812780380246
1;55.47;7.0;4.69;15.62;8.98;19.14;23.44;18.36;37.7;10.94;41.6;61.91;67.19;66.6;8.59;0.1059;0.03148658876419067;73.83;43.0;7.81;25.0;15.62;28.52;31.25;24.22;44.92;17.19;48.44;67.19;72.85;72.85;14.84;0.08094;0.032343731112480165
2;53.91;8.0;4.69;18.75;10.55;21.48;25.39;19.14;38.28;12.5;42.19;61.91;67.19;66.21;10.94;0.1264;0.029809124040603638;71.88;31.0;10.94;26.56;16.8;29.69;32.42;24.41;44.53;18.75;47.85;66.6;71.88;71.48;16.41;0.11054;0.030571157140731813
3;52.73;9.0;6.25;20.31;11.72;22.66;26.56;19.14;38.09;15.62;41.6;61.33;66.6;65.62;12.5;0.1578;0.028383995008468627;70.31;23.0;14.06;28.12;17.58;30.86;33.2;24.61;44.34;20.31;47.46;65.82;70.9;70.51;17.19;0.1325;0.0291785426902771
4;51.95;10.0;7.81;22.66;12.5;23.83;27.73;19.34;37.89;17.19;41.41;60.94;66.02;65.23;13.28;0.1789;0.027428523683547975;69.14;19.0;15.62;29.69;18.36;31.64;33.98;24.8;44.14;21.88;47.07;65.23;70.31;69.73;18.75;0.15604;0.028043591747283936
5;51.56;12.0;7.81;23.44;13.28;25.39;28.91;19.53;37.89;18.75;41.21;60.55;65.62;64.84;14.06;0.2085;0.026232387924194335;68.36;17.0;17.19;30.47;19.14;32.42;34.77;25.0;43.95;23.44;46.68;64.65;69.73;68.95;18.75;0.17868;0.027001515760421754
6;51.17;13.0;9.38;25.0;14.06;26.56;29.69;19.92;38.09;20.31;41.21;60.16;65.23;64.65;15.62;0.2274;0.025426811599731446;67.58;17.0;18.75;31.25;19.53;33.2;35.16;25.2;43.75;25.0;46.29;64.26;69.14;68.55;19.53;0.2011;0.025950891332626343
7;51.17;13.0;10.94;25.78;14.84;27.34;30.47;20.12;38.28;21.88;41.02;59.77;65.04;64.45;16.41;0.2473;0.02418798363208771;67.19;17.0;21.88;32.03;19.92;33.98;35.94;25.39;43.75;26.56;46.09;63.67;68.75;68.16;20.31;0.22202;0.025025150141716003
8;51.17;14.0;10.94;26.56;15.23;28.12;31.25;20.31;38.09;21.88;40.82;59.38;64.65;64.26;17.19;0.2728;0.023492595529556275;67.19;18.0;23.44;32.81;20.31;34.38;36.33;25.59;43.75;26.56;45.9;63.28;68.36;67.77;20.31;0.23896;0.024251127939224244
9;51.17;15.0;12.5;27.34;16.02;28.91;31.64;20.51;38.28;23.44;40.62;58.98;64.65;64.26;17.19;0.2895;0.02262892997264862;66.8;18.0;26.56;32.81;20.7;34.77;36.72;25.98;43.75;28.12;45.9;62.89;67.97;67.58;21.09;0.2581;0.023431716866493226
