;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;71.48;63.0;3.12;14.06;8.2;20.31;23.83;20.51;40.82;7.81;43.75;63.28;71.09;70.51;7.81;0.0339;0.009027831888198853;82.03;86.0;3.12;20.31;12.5;26.95;29.69;23.83;46.09;9.38;49.41;68.75;75.98;75.98;10.94;0.02002;0.008967419347763062
1;67.58;46.0;3.12;15.62;9.38;21.48;24.61;20.9;40.62;7.81;43.75;64.06;71.48;70.7;8.59;0.0532;0.008852432680130005;79.3;78.0;3.12;21.09;12.89;26.95;29.3;23.83;45.51;9.38;48.63;68.36;75.39;75.0;11.72;0.03866;0.008788664751052857
2;65.62;34.0;3.12;17.19;10.16;22.27;25.0;20.9;40.62;9.38;43.75;64.26;71.48;70.7;9.38;0.0627;0.008674814844131469;77.34;70.0;3.12;21.09;13.28;26.95;28.91;23.63;44.73;9.38;47.85;67.97;74.8;74.22;11.72;0.05538;0.00861862317085266
3;64.06;24.0;3.12;17.97;10.55;22.27;25.0;20.9;40.23;9.38;43.16;64.06;71.09;70.12;10.16;0.0744;0.00848917384147644;76.17;62.0;4.69;21.88;13.67;27.34;28.91;23.44;44.34;9.38;47.46;67.58;74.22;73.44;12.5;0.06252;0.008448176412582397
4;62.89;18.0;3.12;17.97;10.94;22.66;25.39;20.7;39.84;9.38;42.97;63.87;70.7;69.73;10.16;0.0836;0.008334575700759888;75.0;55.0;4.69;21.88;13.67;27.34;28.91;23.44;43.95;9.38;46.88;67.19;73.83;72.85;12.5;0.0727;0.008287049388885498
5;61.72;13.0;3.12;18.75;11.33;22.66;25.39;20.7;39.65;9.38;42.77;63.67;70.31;69.34;10.94;0.0912;0.008189625787734986;74.22;49.0;4.69;21.88;14.06;27.34;28.91;23.24;43.55;10.94;46.68;66.99;73.44;72.46;12.5;0.08296;0.008149126472473145
6;60.94;11.0;3.12;18.75;11.72;23.05;25.78;20.7;39.45;9.38;42.58;63.48;70.12;68.95;10.94;0.1013;0.008054738426208496;73.83;44.0;4.69;21.88;14.06;27.34;29.3;23.24;43.36;10.94;46.29;66.8;73.05;71.88;12.5;0.09042;0.008016404809951782
7;60.55;10.0;3.12;19.53;11.72;23.44;25.78;20.7;39.45;9.38;42.38;63.28;69.92;68.75;11.72;0.1078;0.007932403254508972;73.05;40.0;4.69;22.66;14.45;27.73;29.3;23.05;43.16;10.94;46.09;66.41;72.66;71.48;12.5;0.09802;0.007897470107078553
8;59.77;10.0;3.12;20.31;12.11;23.83;26.17;20.7;39.26;10.94;42.19;63.09;69.53;68.36;11.72;0.1116;0.007799546432495117;72.66;36.0;4.69;22.66;14.45;27.73;29.3;23.05;42.97;10.94;45.9;66.21;72.27;71.09;13.28;0.10456;0.007780742731094361
9;59.38;9.0;3.12;20.31;12.11;24.22;26.17;20.7;39.26;10.94;42.19;63.09;69.34;68.16;12.5;0.1211;0.0076879484891891475;72.27;33.0;4.69;23.44;14.45;27.73;29.3;23.05;42.77;10.94;45.7;66.02;72.07;70.9;13.28;0.11384;0.007665423440933228
10;58.98;9.0;3.12;21.09;12.5;24.22;26.56;20.7;39.26;10.94;42.19;62.89;69.14;67.97;12.5;0.1301;0.00759376015663147;71.88;30.0;4.69;23.44;14.84;28.12;29.69;22.85;42.77;12.5;45.51;65.82;71.68;70.51;13.28;0.11822;0.007557421827316284
11;58.2;9.0;4.69;21.09;12.5;24.61;26.95;20.7;39.26;12.5;41.99;62.7;68.95;67.58;12.5;0.1364;0.007473688697814941;71.48;28.0;4.69;23.44;14.84;28.12;29.69;22.85;42.58;12.5;45.31;65.62;71.48;70.31;14.06;0.12756;0.0074556991481781005
12;57.81;9.0;4.69;21.88;12.89;25.0;26.95;20.7;39.26;12.5;41.99;62.7;68.75;67.38;13.28;0.1449;0.007362024402618408;71.09;25.0;4.69;24.22;14.84;28.52;29.69;22.85;42.38;12.5;45.12;65.43;71.29;69.92;14.06;0.13396;0.007355111885070801
13;57.42;10.0;4.69;21.88;12.89;25.0;27.34;20.7;39.06;12.5;41.8;62.5;68.55;67.19;13.28;0.1538;0.007271931505203247;70.7;23.0;4.69;24.22;15.23;28.52;30.08;22.85;42.38;12.5;44.92;65.23;70.9;69.73;14.06;0.1413;0.0072595584201812745
14;57.03;10.0;4.69;22.66;13.28;25.39;27.34;20.7;39.06;12.5;41.6;62.3;68.36;66.99;13.28;0.159;0.007190734815597534;70.31;22.0;4.69;24.22;15.23;28.91;30.08;22.85;42.19;12.5;44.92;65.04;70.7;69.34;14.84;0.1486;0.007168889908790588
15;56.64;10.0;4.69;22.66;13.28;25.78;27.73;20.7;38.87;12.5;41.6;62.3;68.16;66.8;14.06;0.1694;0.007094785070419311;70.31;20.0;4.69;25.0;15.23;28.91;30.08;22.66;42.19;12.5;44.73;64.84;70.51;69.14;14.84;0.15436;0.007084083795547485
