;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;2.73;6.0;3.12;11.72;4.69;9.77;12.5;4.49;7.42;7.81;3.91;4.49;2.34;1.37;6.25;0.1132;0.029138885617256166;55.47;25.0;4.69;33.59;20.7;37.5;40.23;24.41;40.43;23.44;35.55;49.02;48.24;37.5;19.53;0.0823;0.032032834548950194
1;5.08;11.0;4.69;14.84;5.86;11.72;14.84;5.08;7.81;14.06;5.66;4.69;3.12;2.15;10.16;0.2079;0.024845963144302367;42.58;21.0;9.38;37.5;23.44;41.41;44.53;25.59;38.28;39.06;31.64;33.2;27.54;14.06;28.12;0.1651;0.026673458285331728
2;6.64;14.0;7.81;15.62;7.03;13.28;16.41;6.05;8.59;18.75;6.45;4.1;3.12;2.34;12.5;0.219;0.025299165630340577;35.55;23.0;17.19;35.16;23.44;39.84;44.92;25.2;37.3;43.75;30.27;20.51;15.82;8.2;32.03;0.2487;0.02292869132041931
3;8.2;16.0;9.38;16.41;7.42;14.45;18.75;7.23;10.74;20.31;8.4;4.69;3.12;2.15;13.28;0.3291;0.01990251421928406;31.64;25.0;23.44;32.81;23.05;37.11;44.53;24.8;36.52;43.75;30.27;15.04;10.35;6.05;33.59;0.31722;0.020278781599998474
4;9.77;18.0;10.94;17.19;8.2;15.62;20.7;8.2;12.5;21.88;10.16;5.08;3.12;2.34;14.06;0.3836;0.018009725904464723;29.3;27.0;29.69;31.25;22.66;34.38;43.75;24.22;36.33;43.75;31.05;12.5;7.62;5.27;34.38;0.368;0.01840201655626297
5;10.94;20.0;14.06;17.19;8.59;16.41;21.88;8.98;14.06;23.44;11.91;5.66;3.12;2.34;14.84;0.4237;0.016836194169521333;27.73;29.0;34.38;30.47;23.05;32.03;42.97;24.02;36.52;42.19;32.42;11.52;6.25;4.69;35.94;0.4089;0.017027849659919738
6;12.5;22.0;15.62;17.97;8.98;16.8;23.05;9.77;15.62;23.44;13.67;5.86;3.12;2.54;15.62;0.4256;0.016917530763149263;27.34;30.0;37.5;30.47;23.05;30.47;42.58;24.02;36.33;39.06;33.59;10.74;5.47;4.49;36.72;0.4433;0.015853666257858275
7;13.28;23.0;17.19;18.75;9.38;17.58;24.22;10.35;16.99;23.44;15.23;6.05;3.12;2.73;16.41;0.4764;0.015009543216228485;26.56;32.0;39.06;29.69;23.44;29.3;42.19;24.41;36.72;37.5;34.77;10.35;4.88;4.3;37.5;0.4743;0.014816628968715669
8;14.06;24.0;18.75;18.75;9.77;17.97;25.39;11.13;18.36;23.44;16.99;6.25;3.12;2.73;16.41;0.4702;0.015378580784797669;26.17;33.0;42.19;29.69;23.83;28.52;41.41;25.2;36.72;35.94;36.13;10.16;4.49;4.1;38.28;0.4995;0.014002473564147948
9;14.84;25.0;18.75;19.53;10.16;18.36;25.78;11.72;19.73;25.0;18.36;6.45;3.12;2.93;17.19;0.4775;0.015464033317565918;25.78;33.0;43.75;29.69;24.61;27.73;41.41;25.78;37.11;34.38;37.3;9.96;4.3;4.1;38.28;0.52756;0.01323251574754715
10;15.23;26.0;20.31;19.53;10.55;18.75;26.95;12.3;21.09;23.44;19.92;6.64;3.12;2.93;17.97;0.5363;0.013313262045383453;25.39;34.0;45.31;29.69;25.0;27.34;41.41;26.37;37.7;32.81;38.28;9.96;4.1;4.1;38.28;0.54902;0.012550675673484802
11;16.02;27.0;21.88;20.31;10.94;19.14;27.34;12.89;22.27;23.44;21.29;6.84;3.12;2.93;17.97;0.5279;0.013683466589450835;25.39;35.0;45.31;29.69;25.39;26.95;41.02;27.15;38.28;31.25;39.45;10.16;3.91;4.1;39.06;0.5647;0.011916387643814088
12;16.41;27.0;23.44;21.09;11.33;19.14;28.12;13.48;23.63;23.44;22.85;7.03;3.12;2.93;18.75;0.5596;0.012662682259082795;25.0;36.0;46.88;29.69;26.17;26.95;41.02;28.12;39.06;29.69;40.43;10.35;3.71;4.1;39.06;0.5899;0.011285285325050354
13;16.8;28.0;23.44;21.09;11.72;19.53;28.91;14.06;25.0;23.44;24.22;7.23;3.12;3.12;19.53;0.5454;0.01336262377500534;24.61;36.0;46.88;29.69;26.56;26.56;41.02;28.71;39.65;28.12;41.41;10.35;3.71;4.1;39.84;0.60582;0.010743816237449647
14;16.8;28.0;25.0;21.09;12.11;19.92;29.3;14.84;25.98;21.88;25.59;7.62;3.12;3.12;19.53;0.5724;0.012475975155830384;24.61;37.0;46.88;29.69;26.95;26.56;41.41;29.49;40.23;28.12;42.38;10.55;3.52;4.1;39.84;0.62768;0.010143707194328309
15;17.19;29.0;25.0;21.09;12.89;19.92;30.08;15.62;27.15;21.88;26.95;7.81;3.12;3.32;20.31;0.5576;0.012936317956447601;24.22;37.0;46.88;29.69;27.73;26.17;41.41;30.27;40.82;26.56;43.55;10.74;3.52;4.3;39.84;0.64108;0.009723184838294983
16;17.19;29.0;25.0;21.88;13.28;20.31;30.47;16.21;28.12;21.88;28.32;8.01;3.12;3.32;21.09;0.5845;0.012234497702121734;24.22;38.0;46.88;29.69;28.12;26.17;41.41;31.05;41.41;26.56;44.34;10.94;3.32;4.3;40.62;0.65874;0.009179653009176255
17;17.58;30.0;26.56;21.88;13.67;20.7;30.86;16.99;29.3;21.88;29.69;8.4;3.12;3.32;21.88;0.5828;0.012253122293949127;24.22;38.0;46.88;29.69;28.52;26.17;41.41;31.64;41.99;25.0;45.31;11.13;3.32;4.3;40.62;0.67624;0.008678101820945739
18;17.58;30.0;26.56;22.66;14.06;20.7;31.25;17.58;30.27;21.88;30.86;8.59;3.12;3.52;21.88;0.6015;0.011895034468173981;23.83;38.0;45.31;29.69;28.91;26.17;41.8;32.42;42.58;25.0;46.09;11.52;3.32;4.49;40.62;0.6925;0.008215852953195572
19;17.58;30.0;26.56;22.66;14.45;21.09;31.64;18.36;31.25;21.88;32.23;8.79;3.12;3.52;22.66;0.6064;0.011812256634235381;23.83;39.0;45.31;29.69;29.3;26.17;41.8;33.01;43.16;23.44;47.07;11.72;3.32;4.49;40.62;0.70748;0.007722041487693786
20;17.97;31.0;26.56;22.66;14.84;21.48;32.03;18.95;32.23;21.88;33.4;8.98;3.12;3.71;22.66;0.6101;0.011753831124305725;23.83;39.0;45.31;28.91;29.69;26.17;41.8;33.79;43.75;23.44;47.85;11.72;3.32;4.49;40.62;0.72178;0.007299965158700943
21;17.97;31.0;26.56;22.66;15.23;21.48;32.42;19.53;33.01;20.31;34.38;9.18;3.12;3.71;23.44;0.6208;0.011511766195297242;23.44;39.0;43.75;28.91;29.69;26.17;41.8;34.38;44.14;21.88;48.44;11.91;3.12;4.49;40.62;0.73288;0.006983879338502884
22;17.97;31.0;26.56;23.44;15.62;21.88;32.81;20.12;33.79;20.31;35.35;9.57;3.12;3.71;23.44;0.62;0.0118845480799675;23.05;40.0;43.75;28.91;30.08;26.17;42.19;34.96;44.73;21.88;49.02;12.11;3.12;4.69;39.84;0.7511;0.0065087794160842895
23;17.97;31.0;28.12;23.44;16.02;21.88;32.81;20.9;34.57;20.31;36.33;9.77;3.12;3.71;24.22;0.6188;0.011659544759988785;23.05;40.0;43.75;28.91;30.47;26.17;42.19;35.55;45.12;20.31;49.8;12.11;3.12;4.69;39.84;0.75918;0.006199534261226654
24;18.36;31.0;28.12;23.44;16.41;22.27;33.2;21.48;35.35;20.31;37.3;9.96;2.93;3.91;24.22;0.6238;0.01190420868396759;23.05;40.0;43.75;28.91;30.47;25.78;41.8;36.13;45.51;20.31;50.39;12.3;3.12;4.69;39.84;0.77396;0.005852545892000198
25;17.97;32.0;28.12;23.44;16.8;22.27;33.59;22.07;35.94;20.31;38.28;10.16;2.93;3.91;25.0;0.6291;0.011742208242416383;22.66;40.0;42.19;28.12;30.86;25.78;41.8;36.72;45.9;20.31;50.98;12.5;3.12;4.69;39.84;0.78442;0.0055269851005077366
26;17.97;32.0;28.12;23.44;17.19;22.66;33.98;22.66;36.72;20.31;39.26;10.35;2.93;3.91;25.0;0.6284;0.012054991757869721;22.66;40.0;42.19;28.12;30.86;25.78;41.8;37.11;46.29;20.31;51.56;12.7;2.93;4.69;39.84;0.7986;0.005165831353664398
27;17.97;32.0;28.12;24.22;17.58;22.66;34.38;23.05;37.5;20.31;40.04;10.55;2.93;3.91;25.78;0.6416;0.011920161283016205;22.27;40.0;42.19;28.12;31.25;25.78;41.8;37.7;46.88;20.31;52.15;12.7;2.93;4.88;39.06;0.80554;0.005001715362668037
28;17.97;32.0;28.12;24.22;17.97;23.05;34.38;23.63;38.09;20.31;40.82;10.74;2.93;3.91;25.78;0.6328;0.011928359127044678;22.27;41.0;40.62;28.12;31.25;25.78;41.8;38.09;47.27;18.75;52.54;12.89;2.93;4.88;39.06;0.81672;0.004642968125939369
29;17.97;32.0;28.12;24.22;18.36;23.05;34.77;24.22;38.67;20.31;41.6;10.94;2.93;4.1;26.56;0.633;0.012434393417835235;21.88;41.0;40.62;27.34;31.64;25.78;41.8;38.48;47.46;18.75;53.12;13.09;2.93;4.88;39.06;0.82832;0.004355866382718086
30;17.97;32.0;28.12;24.22;18.75;23.44;34.77;24.61;39.26;18.75;42.38;11.13;2.93;4.1;26.56;0.6444;0.01224562281370163;21.88;41.0;40.62;27.34;31.64;25.78;41.8;39.06;47.85;18.75;53.52;13.09;2.93;4.88;39.06;0.83726;0.004102427273392677
31;17.97;32.0;28.12;24.22;18.75;23.44;35.16;25.2;39.84;18.75;42.97;11.33;2.93;4.1;26.56;0.641;0.012426704704761505;21.88;41.0;39.06;27.34;31.64;25.78;41.8;39.45;48.24;18.75;53.91;13.28;2.93;4.88;38.28;0.84452;0.003926818709969521
32;17.97;32.0;28.12;24.22;19.14;23.44;35.16;25.59;40.43;18.75;43.75;11.52;2.93;4.1;26.56;0.6375;0.012847711431980133;21.48;41.0;39.06;27.34;31.64;25.78;41.8;39.84;48.44;18.75;54.3;13.28;2.93;5.08;38.28;0.85184;0.0037070384493470194
33;17.97;33.0;26.56;24.22;19.53;23.83;35.55;26.17;40.82;18.75;44.34;11.72;2.93;4.1;27.34;0.6382;0.013353171300888061;21.48;41.0;37.5;26.56;32.03;25.78;41.8;40.04;48.83;17.19;54.88;13.48;2.93;4.88;38.28;0.85684;0.003592960815131664
34;17.97;33.0;26.56;24.22;19.92;23.83;35.55;26.56;41.41;18.75;44.92;11.91;2.93;4.1;27.34;0.6329;0.01310807353258133;21.48;42.0;37.5;26.56;32.03;25.78;41.8;40.43;49.02;17.19;55.08;13.67;2.73;5.08;38.28;0.86732;0.0033684460797905923
