;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;14.84;7.0;3.12;11.72;7.03;17.58;19.14;13.87;31.45;7.81;30.27;46.48;44.34;32.62;7.03;0.088;0.008257511568069458;71.88;67.0;3.12;17.97;12.89;27.73;29.3;21.88;45.31;10.94;47.07;62.7;69.14;66.21;10.94;0.05248;0.008701353015899659
1;10.94;9.0;3.12;16.41;9.38;21.48;23.05;14.06;30.08;10.94;26.56;38.48;39.06;25.2;10.16;0.1264;0.007458878326416015;62.89;34.0;3.12;23.44;16.41;32.81;33.59;22.85;44.34;14.06;43.95;57.62;63.09;57.81;14.06;0.11688;0.00768045063495636
2;11.33;12.0;3.12;21.09;10.94;24.22;25.39;14.65;27.54;15.62;23.24;30.47;29.49;15.43;12.5;0.1846;0.006817438220977783;58.98;22.0;4.69;29.69;19.92;37.89;38.28;25.2;44.73;18.75;42.77;53.32;58.4;50.2;17.97;0.17964;0.00680076877117157
3;13.67;14.0;4.69;23.44;12.11;26.95;27.34;15.04;27.93;17.19;23.24;26.37;25.0;11.91;14.84;0.2574;0.005846726894378662;56.25;19.0;4.69;32.03;21.88;41.41;41.02;27.15;45.7;21.88;42.97;49.41;53.71;41.99;21.09;0.24354;0.005997106318473816
4;15.62;16.0;4.69;25.0;12.89;28.52;28.91;15.43;28.52;20.31;24.61;25.2;23.44;10.74;16.41;0.3003;0.005394176650047302;54.3;20.0;4.69;32.81;23.05;43.36;42.97;28.71;46.68;25.0;43.95;46.48;50.0;34.77;23.44;0.30518;0.005323831014633179
5;17.58;18.0;4.69;25.78;13.28;29.69;30.47;16.02;29.1;21.88;25.2;24.02;21.88;10.74;17.19;0.357;0.004867908000946045;51.95;21.0;6.25;32.81;23.83;43.75;44.14;29.69;47.46;28.12;44.92;43.95;46.68;28.91;25.0;0.35686;0.004818415670394897
6;19.14;19.0;4.69;25.78;13.67;29.69;32.03;16.8;30.08;23.44;26.56;23.83;21.68;10.55;17.97;0.3764;0.004771430587768554;50.0;22.0;6.25;32.81;24.22;43.75;45.31;30.47;48.05;28.12;46.09;41.8;43.75;24.61;25.78;0.4016;0.004399664940834045
7;20.7;20.0;4.69;25.78;13.67;29.69;33.2;17.38;31.05;25.0;28.12;24.22;22.07;10.35;18.75;0.4445;0.004161372196674347;48.44;22.0;7.81;32.03;24.61;42.97;46.09;30.66;48.63;29.69;47.07;40.23;41.6;21.48;27.34;0.43768;0.004070942783355713
8;21.88;20.0;6.25;26.56;14.06;29.69;33.98;17.58;31.25;26.56;29.1;23.83;21.68;9.96;19.53;0.4313;0.004440702891349792;46.88;23.0;7.81;32.03;25.0;42.19;46.88;30.86;49.02;31.25;48.05;39.26;39.65;19.14;28.12;0.47536;0.0037758837389945984
9;23.05;21.0;6.25;26.56;14.06;29.69;34.77;17.77;32.03;28.12;30.47;24.02;21.68;9.77;19.53;0.4613;0.004099266970157623;45.7;24.0;9.38;31.25;25.39;41.41;47.27;31.05;49.22;31.25;48.83;38.28;37.89;17.38;28.12;0.5024;0.0035578324818611143
10;23.83;22.0;7.81;26.56;14.06;29.3;35.55;18.16;32.42;29.69;31.84;24.41;21.88;9.38;20.31;0.4667;0.004019491219520568;44.53;25.0;9.38;30.47;25.39;40.62;47.66;31.05;49.22;31.25;49.61;37.5;36.52;16.21;28.91;0.52626;0.003328278343677521
11;24.61;22.0;7.81;25.78;14.45;29.3;35.55;18.36;33.2;29.69;33.01;24.8;21.88;9.18;21.09;0.4702;0.004017844259738922;43.75;25.0;9.38;30.47;25.78;39.45;48.05;31.25;49.41;32.81;50.39;37.11;35.35;15.43;29.69;0.5513;0.0031345627903938294
12;25.39;23.0;7.81;25.78;14.45;29.3;36.33;18.55;33.59;31.25;33.98;25.39;22.07;9.18;21.09;0.4916;0.0038144320011138915;42.97;25.0;10.94;29.69;26.17;38.67;48.05;31.25;49.61;32.81;51.17;36.72;34.38;14.65;29.69;0.5712;0.0029699790740013122
13;25.78;23.0;7.81;25.78;14.84;28.91;36.72;18.75;34.38;31.25;35.35;25.98;22.46;9.18;21.88;0.5297;0.003481585991382599;42.19;26.0;10.94;29.69;26.17;37.89;48.44;31.45;49.61;32.81;51.95;36.52;33.59;14.26;30.47;0.5894;0.002823352162837982
14;26.56;23.0;7.81;25.78;14.84;28.91;37.11;18.95;34.77;31.25;36.33;26.56;22.46;9.18;21.88;0.5257;0.003534642815589905;41.8;26.0;10.94;29.69;26.56;37.5;48.44;31.64;49.8;32.81;52.73;36.52;32.81;13.87;30.47;0.6106;0.0026543566083908083
15;26.95;24.0;9.38;25.78;15.23;28.52;37.5;19.34;35.35;31.25;37.5;27.15;22.46;9.18;22.66;0.5303;0.0035108521461486818;41.02;26.0;10.94;29.69;26.56;37.11;48.44;31.84;49.8;32.81;53.52;36.72;32.42;13.48;30.47;0.6267;0.0025599473643302915
16;27.34;24.0;9.38;25.78;15.62;28.52;37.89;19.53;35.94;31.25;38.67;27.54;22.66;9.18;22.66;0.541;0.003478345763683319;40.62;27.0;10.94;28.91;26.95;36.33;48.44;32.03;50.0;32.81;54.1;36.72;32.03;13.28;30.47;0.6431;0.0024175099611282347
