;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;29.69;0.0;6.25;10.94;6.25;15.62;17.97;11.33;30.08;9.38;33.59;49.61;52.73;47.27;4.69;0.6245;0.08003493891656399;75.0;50.0;18.75;32.81;25.0;37.5;36.72;25.39;45.7;31.25;47.66;63.67;69.53;69.53;21.88;0.5704;0.08536718050837516
1;33.59;0.0;9.38;17.19;10.16;21.88;24.22;14.45;34.77;15.62;37.5;53.91;55.86;49.61;7.81;0.6585;0.07798242580890656;73.44;50.0;21.88;35.94;27.34;40.62;38.28;26.56;46.88;37.5;48.44;63.67;68.36;67.19;23.44;0.5986;0.0833630770266056
2;31.25;0.0;12.5;21.88;11.72;25.78;27.34;15.62;36.72;21.88;39.06;54.69;56.25;49.22;12.5;0.701;0.07169461549073458;69.53;50.0;28.12;37.5;28.12;42.19;39.06;26.95;47.27;40.62;48.44;62.89;66.8;64.45;25.0;0.6456;0.07900162067711353
3;28.12;0.0;12.5;23.44;13.28;28.12;28.91;16.02;37.11;25.0;39.06;53.91;55.08;47.66;14.06;0.723;0.07109946103394031;65.62;0.0;31.25;37.5;28.12;42.97;39.06;26.56;46.88;43.75;48.05;62.11;65.23;62.11;25.0;0.6767;0.07539072172045708
4;25.78;0.0;15.62;25.0;14.06;30.47;30.47;16.02;37.89;31.25;39.06;53.91;54.69;46.48;15.62;0.747;0.06538927434384822;62.5;0.0;37.5;37.5;28.12;42.97;39.06;26.17;46.48;46.88;47.66;61.33;64.06;59.77;25.0;0.7021;0.07198613069653512
5;22.66;0.0;18.75;26.56;15.62;32.03;31.25;16.41;38.28;34.38;39.45;53.91;53.91;45.7;17.19;0.7745;0.062434124037623405;59.38;0.0;40.62;37.5;28.12;43.75;39.84;25.78;46.48;50.0;47.27;60.55;62.89;58.2;25.0;0.7212;0.06946662272363902
6;21.88;0.0;21.88;28.12;15.62;33.59;32.03;16.8;38.67;37.5;39.45;53.91;53.52;44.92;18.75;0.7675;0.06191393080353737;57.81;0.0;46.88;37.5;27.34;43.75;39.84;25.78;46.09;50.0;46.88;60.16;62.11;56.64;26.56;0.7312;0.06734442458301783
7;21.09;0.0;25.0;29.69;16.41;34.38;32.81;16.8;38.67;40.62;39.45;53.52;53.12;44.14;20.31;0.783;0.06162368106842041;55.47;0.0;50.0;37.5;27.34;44.53;39.84;25.39;46.09;53.12;46.48;59.77;61.33;55.47;26.56;0.7461;0.06484557823538781
8;20.31;0.0;28.12;31.25;17.19;35.16;33.59;17.19;39.06;40.62;39.45;53.52;52.73;43.36;21.88;0.7805;0.0575999369956553;54.69;0.0;53.12;37.5;27.34;44.53;39.84;25.39;46.09;53.12;46.09;59.38;60.55;53.91;28.12;0.7575;0.0630017022266984
9;19.53;0.0;31.25;31.25;17.97;36.72;34.38;17.58;39.45;40.62;39.45;53.52;52.73;42.58;23.44;0.7985;0.05496549371257425;53.12;0.0;56.25;37.5;27.34;44.53;39.84;25.39;45.7;53.12;45.7;59.38;59.77;52.73;28.12;0.7632;0.061280903726816174
