;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_features-4;eval-saturation_features-8;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_features-4;train-saturation_features-8;training_accuracy;training_loss
0;7.81;30.0;12.5;18.75;13.28;26.56;38.28;25.78;12.5;10.94;0.4404;0.011782030379772187;54.69;30.0;18.75;42.19;34.38;53.12;64.06;66.41;18.75;23.44;0.32034;0.014852044787406921
1;12.5;40.0;18.75;26.56;17.19;29.69;38.28;21.09;15.62;15.62;0.5282;0.009929013395309449;46.88;40.0;18.75;46.88;39.84;56.25;61.72;57.81;25.0;29.69;0.4989;0.010692106428146362
2;17.19;50.0;18.75;31.25;20.31;32.81;37.5;16.41;21.88;17.19;0.6034;0.008596316999197006;42.19;50.0;25.0;50.0;43.75;59.38;59.38;49.22;28.12;32.81;0.58982;0.008977622584104538
3;18.75;50.0;18.75;34.38;22.66;35.94;34.38;14.84;21.88;18.75;0.6371;0.008055716788768768;39.06;60.0;25.0;51.56;46.88;61.72;55.47;41.41;31.25;34.38;0.64248;0.007941348166465759
4;20.31;60.0;25.0;35.94;25.0;38.28;32.03;14.06;25.0;20.31;0.6957;0.006885699045658111;35.94;60.0;31.25;51.56;49.22;63.28;52.34;35.16;31.25;35.94;0.67298;0.007292434794902801
5;23.44;60.0;25.0;37.5;27.34;41.41;31.25;14.06;25.0;21.88;0.7212;0.006374319022893905;35.94;60.0;31.25;51.56;50.78;64.84;50.0;31.25;31.25;37.5;0.7024;0.006669749621152877
6;25.0;60.0;31.25;37.5;28.91;43.75;31.25;14.06;25.0;23.44;0.727;0.006175547230243683;35.94;70.0;37.5;50.0;52.34;66.41;47.66;28.12;34.38;37.5;0.72342;0.0062521884059906
7;25.0;70.0;31.25;37.5;30.47;46.09;29.69;14.06;28.12;25.0;0.7304;0.006199381887912751;34.38;70.0;37.5;50.0;53.91;67.19;46.09;25.78;34.38;37.5;0.74052;0.00588363405585289
8;25.0;70.0;31.25;37.5;32.03;48.44;28.91;14.06;28.12;25.0;0.762;0.005395248985290527;34.38;70.0;37.5;48.44;55.47;67.97;43.75;24.22;34.38;37.5;0.7528;0.005613510233163833
9;26.56;70.0;31.25;37.5;33.59;50.0;28.12;14.06;28.12;26.56;0.7541;0.00576008728146553;34.38;70.0;37.5;48.44;56.25;68.75;42.19;22.66;34.38;37.5;0.76424;0.005327813882827759
10;26.56;70.0;31.25;39.06;35.16;51.56;27.34;14.06;28.12;26.56;0.7723;0.005118733525276184;32.81;70.0;37.5;48.44;57.03;69.53;40.62;21.09;34.38;37.5;0.77422;0.005152268871068955
11;26.56;70.0;31.25;39.06;35.94;53.12;27.34;14.06;28.12;26.56;0.7824;0.004956186300516129;32.81;70.0;37.5;46.88;57.81;70.31;39.06;20.31;34.38;39.06;0.78198;0.004974517894387245
12;26.56;70.0;31.25;39.06;37.5;53.91;26.56;14.06;31.25;28.12;0.7926;0.0047706908494234085;31.25;70.0;37.5;46.88;58.59;71.09;37.5;18.75;37.5;39.06;0.79156;0.00474220183134079
13;26.56;70.0;31.25;39.06;38.28;55.47;26.56;14.06;31.25;28.12;0.7677;0.005216768383979798;31.25;70.0;43.75;46.88;59.38;71.09;36.72;17.97;37.5;39.06;0.79622;0.00464515405356884
14;26.56;70.0;31.25;39.06;39.84;56.25;26.56;13.28;31.25;28.12;0.7923;0.004801422426104545;31.25;70.0;43.75;46.88;60.16;71.88;35.94;17.19;37.5;39.06;0.80274;0.004487114296555519
15;26.56;70.0;37.5;39.06;40.62;57.81;26.56;13.28;31.25;29.69;0.794;0.0047192891061306;31.25;70.0;43.75;46.88;60.94;71.88;35.16;16.41;37.5;39.06;0.80756;0.00433480023264885
16;26.56;70.0;37.5;40.62;41.41;58.59;26.56;13.28;31.25;29.69;0.7996;0.004441084003448486;31.25;70.0;43.75;46.88;60.94;72.66;34.38;16.41;37.5;39.06;0.81604;0.004240718755125999
17;26.56;70.0;37.5;40.62;42.19;59.38;26.56;13.28;31.25;29.69;0.8039;0.004525745460391045;31.25;70.0;43.75;45.31;61.72;72.66;33.59;15.62;37.5;39.06;0.81628;0.0041865111130475995
18;26.56;70.0;37.5;40.62;42.97;60.16;26.56;13.28;34.38;31.25;0.8012;0.0046444202184677125;29.69;70.0;43.75;45.31;62.5;73.44;33.59;15.62;37.5;39.06;0.8202;0.0040868933898210525
19;25.0;70.0;37.5;40.62;43.75;60.94;25.78;13.28;34.38;31.25;0.8153;0.00428815661072731;29.69;70.0;43.75;45.31;62.5;73.44;32.81;15.62;37.5;39.06;0.82726;0.003978369219303131
