;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_features-4;eval-saturation_features-8;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_features-4;train-saturation_features-8;training_accuracy;training_loss
0;46.88;10.0;12.5;25.0;21.88;41.41;65.62;71.09;12.5;10.94;0.299;0.01450208773612976;75.0;20.0;18.75;32.81;26.56;46.88;68.75;75.78;12.5;17.19;0.2345;0.016152808828353883
1;45.31;20.0;12.5;28.12;22.66;42.19;65.62;70.31;15.62;14.06;0.4041;0.012883841335773468;70.31;20.0;18.75;34.38;28.12;46.88;68.75;74.22;18.75;20.31;0.3368;0.013901934983730315
2;46.88;30.0;12.5;29.69;24.22;42.19;64.84;70.31;18.75;17.19;0.4636;0.011593705415725708;68.75;30.0;18.75;35.94;28.91;47.66;67.97;74.22;18.75;21.88;0.40056;0.012688141841888427
3;45.31;30.0;18.75;31.25;24.22;42.97;64.84;69.53;18.75;20.31;0.5163;0.010613905012607575;68.75;30.0;25.0;37.5;29.69;47.66;67.97;73.44;21.88;23.44;0.45578;0.011639086623191833
4;45.31;40.0;18.75;31.25;25.0;42.97;64.06;69.53;21.88;20.31;0.5388;0.01014078106880188;67.19;40.0;25.0;37.5;29.69;47.66;67.19;72.66;21.88;25.0;0.49194;0.010944631433486939
5;45.31;40.0;18.75;32.81;25.78;42.97;63.28;68.75;21.88;21.88;0.5631;0.00956304498910904;65.62;40.0;25.0;37.5;30.47;47.66;67.19;72.66;25.0;25.0;0.52052;0.010410810906887055
6;43.75;40.0;18.75;32.81;25.78;42.97;63.28;68.75;21.88;21.88;0.5941;0.009013775467872619;65.62;40.0;25.0;37.5;30.47;47.66;66.41;71.88;25.0;26.56;0.54418;0.010007835414409638
7;43.75;40.0;18.75;32.81;26.56;42.97;63.28;67.97;21.88;23.44;0.607;0.008670866644382477;64.06;40.0;31.25;37.5;30.47;47.66;66.41;71.88;25.0;26.56;0.5642;0.009580616409778595
8;43.75;40.0;18.75;34.38;26.56;42.97;62.5;67.97;21.88;23.44;0.6145;0.00846076187491417;64.06;50.0;31.25;39.06;30.47;47.66;66.41;71.09;25.0;26.56;0.58236;0.009201890090703964
9;42.19;40.0;18.75;34.38;26.56;42.97;62.5;67.97;21.88;23.44;0.625;0.008225876247882843;62.5;50.0;31.25;39.06;30.47;47.66;66.41;71.09;25.0;26.56;0.59348;0.008946092282533645
10;42.19;50.0;18.75;34.38;27.34;43.75;62.5;67.19;21.88;23.44;0.636;0.008088485240936279;62.5;50.0;31.25;39.06;30.47;48.44;65.62;70.31;25.0;28.12;0.6084;0.008670179264545441
11;42.19;50.0;25.0;34.38;27.34;43.75;61.72;67.19;25.0;23.44;0.6454;0.00783551613688469;60.94;50.0;31.25;39.06;30.47;48.44;65.62;70.31;25.0;28.12;0.61734;0.008472722245454789
12;42.19;50.0;25.0;34.38;27.34;43.75;61.72;67.19;25.0;25.0;0.6609;0.007509522449970245;60.94;50.0;31.25;39.06;31.25;48.44;65.62;70.31;25.0;28.12;0.62888;0.008230859661102295
13;40.62;50.0;25.0;34.38;27.34;44.53;61.72;67.19;25.0;25.0;0.6628;0.007489372634887696;59.38;50.0;31.25;39.06;31.25;48.44;65.62;70.31;25.0;28.12;0.63838;0.0080311079454422
14;40.62;50.0;25.0;34.38;28.12;44.53;61.72;67.19;25.0;25.0;0.6746;0.0071928376972675324;59.38;50.0;31.25;39.06;31.25;48.44;65.62;70.31;25.0;28.12;0.64568;0.00786593344092369
15;40.62;50.0;25.0;34.38;28.12;44.53;61.72;67.19;25.0;25.0;0.6741;0.007214728796482086;59.38;50.0;31.25;39.06;31.25;49.22;64.84;69.53;25.0;28.12;0.65604;0.007699597855806351
16;40.62;50.0;25.0;34.38;28.12;45.31;61.72;67.19;25.0;25.0;0.6903;0.0068800273001194;59.38;50.0;31.25;39.06;31.25;49.22;64.84;69.53;25.0;28.12;0.66216;0.00755245796084404
17;40.62;50.0;25.0;34.38;28.12;45.31;61.72;67.19;25.0;25.0;0.6961;0.0067762265980243685;59.38;60.0;31.25;37.5;32.03;49.22;64.84;69.53;25.0;28.12;0.6705;0.00738767471075058
18;40.62;50.0;25.0;34.38;28.91;45.31;61.72;67.19;25.0;25.0;0.698;0.00668621729016304;57.81;60.0;37.5;37.5;32.03;49.22;64.84;69.53;25.0;28.12;0.67434;0.00728207332611084
19;40.62;50.0;25.0;34.38;28.91;45.31;61.72;66.41;25.0;25.0;0.7102;0.006537257552146912;57.81;60.0;37.5;37.5;32.03;49.22;64.84;69.53;25.0;28.12;0.68274;0.007084277806282044
