;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;50.0;50.0;12.5;12.5;7.81;14.06;18.75;21.88;18.75;12.5;32.81;36.72;35.94;57.81;60.94;57.03;58.59;9.38;0.5915;0.08352554908394813;79.69;50.0;25.0;28.12;23.44;34.38;35.94;35.94;34.38;25.0;46.88;50.0;49.22;69.53;73.44;71.88;75.78;21.88;0.5415;0.08604815193116665
1;43.75;50.0;18.75;15.62;10.94;18.75;23.44;26.56;21.09;18.75;36.72;39.84;39.06;60.94;63.28;57.81;59.38;12.5;0.6295;0.08094772885739804;75.0;50.0;25.0;31.25;26.56;37.5;40.62;40.62;36.72;31.25;49.22;50.78;49.22;68.75;72.66;69.53;72.66;28.12;0.5747;0.08482572064697742
2;37.5;0.0;18.75;21.88;14.06;23.44;28.12;31.25;22.66;18.75;39.06;41.41;40.62;61.72;62.5;57.03;58.59;15.62;0.6385;0.07976155054569245;70.31;50.0;31.25;34.38;28.12;39.06;42.19;42.19;36.72;31.25;50.0;51.56;49.22;68.75;71.09;67.97;71.09;31.25;0.6199;0.08166660011410713
3;34.38;0.0;25.0;25.0;17.19;26.56;31.25;32.81;23.44;25.0;40.62;42.97;41.41;61.72;61.72;56.25;57.81;18.75;0.704;0.07574113009870052;65.62;0.0;31.25;34.38;29.69;40.62;43.75;43.75;37.5;31.25;50.0;51.56;49.22;67.97;70.31;66.41;68.75;31.25;0.6416;0.07985445949733257
4;31.25;0.0;25.0;28.12;18.75;28.12;32.81;35.94;24.22;25.0;41.41;42.97;41.41;60.94;60.94;54.69;55.47;25.0;0.7095;0.06973221319913864;62.5;0.0;37.5;34.38;31.25;40.62;45.31;43.75;37.5;37.5;50.0;51.56;48.44;67.19;68.75;64.84;67.19;34.38;0.6598;0.07751778219640255
5;29.69;0.0;31.25;28.12;20.31;31.25;34.38;35.94;25.0;31.25;41.41;42.97;41.41;60.94;60.16;53.91;54.69;25.0;0.706;0.07086009654402733;59.38;0.0;43.75;37.5;31.25;42.19;45.31;43.75;36.72;37.5;50.0;50.78;48.44;66.41;67.97;63.28;64.84;34.38;0.6831;0.07448984533250332
6;29.69;0.0;31.25;31.25;21.88;32.81;35.94;37.5;25.78;31.25;42.19;42.97;41.41;60.16;60.16;53.91;53.91;28.12;0.7565;0.06413207912445068;57.81;0.0;50.0;37.5;32.81;42.19;45.31;43.75;36.72;37.5;49.22;50.0;48.44;65.62;67.19;62.5;64.06;37.5;0.711;0.07092066662013531
7;28.12;0.0;37.5;31.25;23.44;34.38;37.5;39.06;25.78;31.25;42.19;42.97;40.62;59.38;59.38;53.12;52.34;31.25;0.7275;0.06411672710627317;56.25;0.0;50.0;37.5;32.81;42.19;45.31;43.75;36.72;37.5;49.22;50.0;47.66;65.62;66.41;61.72;62.5;37.5;0.7201;0.06889486206322909
8;28.12;0.0;37.5;34.38;25.0;34.38;37.5;39.06;25.78;37.5;42.19;42.97;40.62;59.38;59.38;53.12;51.56;31.25;0.7665;0.06260566335171461;54.69;0.0;56.25;37.5;34.38;43.75;46.88;43.75;35.94;43.75;49.22;49.22;46.88;64.84;65.62;60.94;60.94;40.62;0.7296;0.0677612332880497
9;28.12;0.0;43.75;34.38;25.0;35.94;39.06;39.06;26.56;37.5;42.19;42.97;40.62;59.38;58.59;52.34;50.78;34.38;0.772;0.062003127209842204;54.69;0.0;56.25;40.62;34.38;43.75;46.88;43.75;35.94;43.75;49.22;49.22;46.88;64.84;64.84;60.16;60.16;40.62;0.7366;0.06658579911589622
10;28.12;0.0;43.75;34.38;26.56;37.5;39.06;39.06;26.56;43.75;42.19;42.19;39.84;58.59;57.81;51.56;49.22;34.38;0.775;0.05819790866971016;53.12;0.0;56.25;40.62;35.94;43.75;46.88;43.75;35.94;43.75;48.44;48.44;46.09;64.06;64.06;59.38;59.38;40.62;0.7372;0.06529141184836626
11;28.12;0.0;43.75;37.5;26.56;37.5;39.06;39.06;26.56;43.75;42.19;42.19;39.06;57.81;57.03;50.78;48.44;37.5;0.7845;0.06001028097420931;53.12;0.0;62.5;40.62;35.94;43.75;46.88;43.75;35.16;50.0;48.44;48.44;45.31;63.28;64.06;58.59;57.81;43.75;0.7482;0.0635814646422863
12;28.12;0.0;50.0;37.5;28.12;37.5;40.62;40.62;26.56;43.75;42.19;42.19;39.06;57.81;57.03;50.0;47.66;37.5;0.7995;0.05548880937322974;51.56;0.0;62.5;40.62;35.94;45.31;46.88;43.75;35.16;50.0;48.44;48.44;45.31;63.28;63.28;57.81;57.03;43.75;0.7616;0.06241730423867702
