;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;73.44;40.0;6.25;21.88;12.5;29.69;25.78;46.88;64.06;18.75;76.56;12.5;0.2118;0.004436357879638672;82.81;80.0;6.25;25.0;15.62;35.94;28.12;48.44;64.84;18.75;77.34;12.5;0.15974;0.004450914225578308
1;68.75;20.0;6.25;21.88;14.06;31.25;26.56;46.09;64.06;18.75;76.56;12.5;0.2578;0.004063931632041931;79.69;50.0;6.25;25.0;15.62;35.94;28.91;48.44;64.84;18.75;77.34;12.5;0.22424;0.0042027549505233765
2;65.62;20.0;6.25;21.88;14.06;31.25;26.56;46.09;64.06;18.75;75.78;12.5;0.3056;0.003813344514369965;76.56;30.0;12.5;28.12;15.62;35.94;28.91;48.44;64.84;18.75;77.34;12.5;0.26278;0.0039173516988754275
3;62.5;20.0;12.5;25.0;14.06;32.81;27.34;46.09;64.06;18.75;75.0;12.5;0.3417;0.0036075049877166746;75.0;20.0;12.5;28.12;17.19;35.94;29.69;48.44;64.84;18.75;76.56;12.5;0.29994;0.003705076951980591
4;59.38;20.0;12.5;25.0;14.06;32.81;27.34;45.31;64.06;18.75;75.0;15.62;0.3692;0.003451773464679718;73.44;20.0;12.5;28.12;17.19;37.5;29.69;48.44;64.84;18.75;76.56;15.62;0.33128;0.0035429839062690737
5;57.81;20.0;12.5;25.0;15.62;32.81;27.34;45.31;64.06;18.75;74.22;15.62;0.3789;0.0033433103799819946;71.88;20.0;12.5;28.12;17.19;37.5;29.69;48.44;64.84;18.75;76.56;15.62;0.35256;0.0034215683174133303
6;57.81;20.0;12.5;28.12;15.62;32.81;27.34;45.31;63.28;18.75;74.22;15.62;0.392;0.003218833553791046;71.88;20.0;12.5;28.12;17.19;37.5;30.47;48.44;64.84;18.75;75.78;15.62;0.37082;0.0033213128924369814
7;56.25;20.0;12.5;28.12;15.62;34.38;28.12;45.31;63.28;18.75;73.44;15.62;0.4079;0.0031461164116859436;70.31;20.0;12.5;31.25;17.19;37.5;30.47;48.44;64.84;18.75;75.78;15.62;0.38244;0.0032314233803749084
8;56.25;20.0;12.5;28.12;15.62;34.38;28.12;45.31;63.28;18.75;73.44;15.62;0.4234;0.003066254234313965;70.31;20.0;12.5;31.25;18.75;37.5;30.47;48.44;64.84;18.75;75.0;15.62;0.4032;0.003153712878227234
9;54.69;20.0;12.5;28.12;17.19;34.38;28.12;45.31;63.28;18.75;72.66;18.75;0.4472;0.0029848889350891114;68.75;20.0;12.5;31.25;18.75;37.5;30.47;48.44;64.84;25.0;75.0;15.62;0.41528;0.0030939756989479066
10;54.69;30.0;12.5;28.12;17.19;34.38;28.12;45.31;63.28;18.75;72.66;18.75;0.4597;0.0029248375177383422;68.75;30.0;12.5;31.25;18.75;37.5;30.47;48.44;64.84;25.0;74.22;18.75;0.42836;0.0030370276451110838
11;53.12;30.0;12.5;31.25;17.19;34.38;28.12;45.31;62.5;18.75;72.66;18.75;0.4705;0.002870141553878784;68.75;30.0;12.5;31.25;18.75;37.5;30.47;47.66;64.84;25.0;74.22;18.75;0.43938;0.002976688208580017
12;53.12;30.0;12.5;31.25;17.19;34.38;28.12;44.53;62.5;25.0;71.88;18.75;0.481;0.002830917537212372;68.75;30.0;18.75;31.25;18.75;37.5;30.47;47.66;64.06;25.0;74.22;18.75;0.4499;0.0029280305910110473
13;53.12;30.0;12.5;31.25;17.19;34.38;28.12;44.53;62.5;25.0;71.88;18.75;0.4889;0.00276548490524292;67.19;30.0;18.75;31.25;20.31;37.5;30.47;47.66;64.06;25.0;74.22;18.75;0.4614;0.002874743559360504
14;51.56;30.0;12.5;31.25;17.19;34.38;28.12;44.53;62.5;25.0;71.88;18.75;0.501;0.0027161611795425413;67.19;30.0;18.75;31.25;20.31;37.5;30.47;47.66;64.06;25.0;73.44;18.75;0.46976;0.002832360529899597
15;51.56;30.0;18.75;31.25;17.19;34.38;28.12;44.53;62.5;25.0;71.88;21.88;0.5074;0.0026638256669044495;67.19;40.0;18.75;31.25;20.31;39.06;30.47;47.66;64.06;25.0;73.44;18.75;0.47978;0.0027817206645011903
16;51.56;30.0;18.75;31.25;18.75;34.38;27.34;44.53;61.72;25.0;71.09;21.88;0.5169;0.002621230983734131;67.19;40.0;18.75;34.38;20.31;39.06;30.47;47.66;64.06;25.0;73.44;18.75;0.4883;0.0027386892342567445
