;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;3.91;8.0;3.12;11.72;4.69;11.33;4.1;6.05;8.59;9.38;2.54;6.25;0.1446;0.02806029908657074;59.77;27.0;4.69;36.72;21.88;41.02;25.2;38.48;50.2;25.0;45.12;20.31;0.09822;0.03165507411003113
1;7.03;14.0;4.69;14.06;6.64;12.89;5.47;7.81;6.64;15.62;3.71;9.38;0.2582;0.023066944670677186;50.39;23.0;10.94;38.28;25.78;43.75;26.37;36.72;36.33;40.62;24.61;28.12;0.21058;0.02498154716014862
2;10.16;18.0;7.81;15.62;7.42;13.28;6.84;9.57;7.23;20.31;4.3;11.72;0.3376;0.019918646717071532;44.14;25.0;18.75;33.59;25.39;40.23;25.59;36.72;25.0;45.31;15.82;31.25;0.30788;0.020784850511550903
3;12.89;20.0;10.94;15.62;7.81;14.06;7.81;11.33;7.42;21.88;4.69;13.28;0.3606;0.019218019104003906;41.41;28.0;28.12;30.47;24.22;36.33;25.2;37.3;20.12;46.88;12.89;32.81;0.37206;0.01829423455953598
4;14.84;22.0;12.5;15.62;8.2;14.84;8.79;13.09;7.81;23.44;4.88;14.06;0.4164;0.017319735538959505;40.23;30.0;34.38;28.91;23.83;33.2;25.0;37.89;17.58;45.31;11.72;34.38;0.42324;0.016577428154945374
5;17.19;24.0;14.06;15.62;8.59;15.23;9.57;14.84;8.01;25.0;4.88;14.84;0.4491;0.01611528000831604;39.45;32.0;39.06;28.12;23.83;31.25;25.59;38.48;16.41;42.19;10.94;35.16;0.46476;0.01520345323562622
6;18.75;25.0;15.62;16.41;9.38;15.62;10.35;16.8;8.2;25.0;5.08;15.62;0.4962;0.014355080616474152;39.06;34.0;42.19;27.34;24.22;29.69;26.17;39.26;15.82;40.62;10.74;35.94;0.49586;0.014169726724624633
7;20.7;26.0;17.19;16.41;9.77;16.02;11.13;18.55;8.59;25.0;5.27;15.62;0.5081;0.014116285073757171;39.06;35.0;43.75;26.56;24.61;28.91;27.15;40.23;15.43;37.5;10.35;36.72;0.5292;0.01317502580165863
8;22.27;27.0;20.31;17.19;10.16;16.41;11.91;20.12;8.98;25.0;5.47;16.41;0.5118;0.013947107231616974;39.06;37.0;46.88;26.56;25.0;28.12;27.93;41.41;15.43;35.94;10.35;37.5;0.55264;0.012396774430274963
9;23.44;28.0;20.31;17.19;10.55;16.8;12.89;21.88;9.18;25.0;5.66;17.19;0.5282;0.01364779201745987;39.06;38.0;46.88;26.56;25.78;27.73;28.91;42.38;15.23;32.81;10.55;37.5;0.5744;0.011660708012580871
