;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;4.3;9.0;3.12;9.38;5.08;13.67;7.23;19.34;37.11;7.81;31.84;5.47;0.1848;0.42626036689281466;62.89;41.0;37.5;39.06;30.47;44.53;30.47;46.88;60.74;42.19;61.72;29.69;0.08646;0.49716231781959536
1;8.2;16.0;6.25;13.28;7.81;19.14;9.18;23.44;40.82;12.5;34.18;8.59;0.2514;0.37031359593868257;58.59;43.0;56.25;38.28;32.81;47.66;32.42;47.85;59.96;48.44;59.57;30.47;0.16608;0.43325795178174975
2;12.11;22.0;7.81;15.62;9.77;22.27;10.94;26.56;42.19;17.19;35.94;10.94;0.3213;0.3259089799642563;55.86;44.0;65.62;35.16;33.59;49.22;34.18;49.41;59.38;50.0;58.2;31.25;0.22548;0.38824296304941175
3;16.02;25.0;9.38;16.41;11.33;25.0;12.7;29.3;42.97;20.31;37.11;11.72;0.3872;0.2913836408138275;54.3;44.0;70.31;32.03;33.59;49.61;35.74;51.17;58.79;50.0;57.62;31.25;0.27532;0.358015206656456
4;19.53;27.0;12.5;17.19;12.5;26.56;13.87;31.45;43.36;21.88;38.09;13.28;0.4118;0.2766828051328659;53.52;44.0;71.88;30.47;33.2;50.0;37.11;52.93;58.2;48.44;57.23;32.03;0.31658;0.3335483918595314
5;23.05;29.0;14.06;17.19;12.89;27.73;15.04;33.01;43.55;23.44;38.87;14.06;0.4473;0.25779414185881616;53.52;45.0;73.44;28.91;33.2;49.61;37.89;54.1;57.42;48.44;56.84;32.81;0.34534;0.3142655536735058
6;25.78;31.0;15.62;17.97;13.67;28.52;15.82;34.77;43.36;23.44;39.45;14.84;0.473;0.24059656712412833;53.52;45.0;73.44;27.34;32.81;48.44;38.67;55.27;56.64;45.31;56.45;33.59;0.375;0.2982331913459301
7;28.12;32.0;17.19;18.75;14.06;28.91;16.8;35.94;42.97;25.0;39.84;15.62;0.4889;0.23343178616166116;53.91;45.0;73.44;26.56;32.42;48.05;39.26;56.05;55.86;43.75;55.86;33.59;0.40036;0.28340748789072034
8;30.47;32.0;18.75;18.75;14.45;29.3;17.58;37.11;42.58;25.0;40.43;16.41;0.5134;0.22257979078888893;54.3;46.0;73.44;25.78;32.03;46.88;39.84;56.84;54.69;42.19;55.47;34.38;0.42666;0.2706509986245632
9;32.03;33.0;20.31;18.75;14.45;29.69;18.16;38.28;41.99;25.0;41.02;17.19;0.5134;0.22018035220503807;54.69;46.0;73.44;25.0;31.64;46.09;40.43;57.62;53.52;40.62;55.27;34.38;0.44136;0.25985650552392003
