;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;24.61;8.0;3.12;12.5;7.03;17.58;13.09;29.88;48.83;6.25;42.77;7.03;0.1213;0.008189231777191162;73.05;67.0;3.12;19.53;12.89;28.52;21.88;45.12;64.26;7.81;66.6;10.16;0.06698;0.008671582708358765
1;16.8;10.0;3.12;17.19;8.98;21.48;12.3;25.2;39.06;10.94;35.35;9.38;0.152;0.007294697022438049;64.06;35.0;3.12;26.56;16.41;33.59;23.05;44.14;59.57;12.5;60.74;14.06;0.1343;0.007622948274612427
2;16.41;12.0;4.69;21.09;10.94;25.0;13.09;25.2;34.57;14.06;28.71;12.5;0.2113;0.006535537481307983;60.55;22.0;4.69;31.25;19.92;38.67;25.2;44.34;55.27;17.19;55.27;17.97;0.19444;0.0067107806777954105
3;17.19;15.0;4.69;23.44;12.11;26.56;14.06;24.22;28.52;17.19;23.83;14.06;0.2503;0.006027854871749878;58.2;20.0;4.69;32.81;22.27;41.8;27.34;45.12;51.37;20.31;50.0;20.31;0.26254;0.005869538135528565
4;18.75;17.0;4.69;23.44;12.89;28.12;15.04;25.98;27.73;18.75;21.68;15.62;0.3428;0.005041478538513184;55.86;20.0;4.69;32.81;23.44;43.75;28.91;46.09;48.24;23.44;45.9;21.88;0.3225;0.0052023405551910405
5;19.92;19.0;4.69;24.22;13.67;29.3;15.62;27.15;26.17;20.31;19.14;16.41;0.3365;0.005156373405456543;53.52;21.0;6.25;32.03;24.22;44.14;30.08;47.07;45.9;25.0;42.19;22.66;0.3731;0.004690440759658814
6;21.48;20.0;4.69;24.22;14.06;30.08;16.02;28.32;24.8;21.88;17.97;17.19;0.3607;0.005017047095298767;51.56;22.0;7.81;31.25;24.61;43.75;30.66;48.24;43.95;26.56;39.06;23.44;0.41454;0.004279901061058044
7;22.66;21.0;6.25;24.22;14.06;30.47;16.6;30.08;25.2;23.44;17.77;17.97;0.4243;0.004263956665992737;50.39;23.0;7.81;31.25;25.0;43.75;31.25;49.22;42.58;28.12;36.52;24.22;0.44984;0.003966573243141174
8;24.22;22.0;6.25;24.22;14.45;30.47;17.19;31.45;25.0;25.0;17.38;17.97;0.4304;0.004386063671112061;49.22;24.0;9.38;30.47;25.39;42.97;31.84;50.0;41.21;28.12;33.98;25.0;0.48234;0.0036982842373847963
9;25.39;22.0;7.81;24.22;14.84;30.47;17.77;32.62;25.2;26.56;17.19;18.75;0.4629;0.004003483140468597;48.05;25.0;9.38;29.69;25.39;42.58;32.23;50.98;40.23;28.12;31.84;25.78;0.51104;0.0034650135779380796
10;26.56;23.0;7.81;24.22;14.84;30.08;18.36;33.79;25.39;26.56;16.99;18.75;0.4839;0.003858056950569153;47.27;26.0;9.38;28.91;25.78;41.8;32.62;51.56;39.45;29.69;30.08;25.78;0.53706;0.003247708978652954
11;27.34;24.0;7.81;24.22;14.84;29.69;18.95;34.77;25.39;26.56;16.8;19.53;0.4882;0.0038275695323944092;46.88;26.0;10.94;28.91;25.78;41.02;33.01;52.34;38.67;29.69;28.71;26.56;0.5545;0.003086402847766876
12;28.12;24.0;9.38;24.22;15.23;29.3;19.34;35.74;25.59;28.12;16.8;19.53;0.4844;0.0038899886965751648;46.48;27.0;10.94;28.12;26.17;40.23;33.4;52.93;38.28;29.69;27.73;26.56;0.5768;0.0029215884613990784
13;29.3;25.0;9.38;24.22;15.23;29.3;19.92;36.91;25.98;28.12;16.99;20.31;0.5255;0.0034583128333091737;46.09;28.0;10.94;28.12;26.17;39.84;33.98;53.52;38.09;29.69;26.95;27.34;0.59742;0.002765305440425873
14;30.47;25.0;9.38;24.22;15.62;28.91;20.51;38.09;26.37;28.12;16.99;21.09;0.5425;0.003331496715545654;45.7;28.0;12.5;28.12;26.56;39.45;34.18;54.1;37.89;29.69;26.37;27.34;0.61718;0.0026075132369995117
15;30.86;25.0;9.38;24.22;15.62;28.91;20.9;39.06;26.76;28.12;16.99;21.09;0.5216;0.003695943570137024;45.7;29.0;12.5;27.34;26.56;39.06;34.77;54.88;37.7;29.69;25.98;28.12;0.62956;0.0025014813733100893
16;31.64;26.0;10.94;24.22;15.62;28.91;21.29;40.04;27.15;28.12;17.38;21.88;0.5651;0.003174529731273651;45.7;29.0;12.5;27.34;26.95;38.67;35.16;55.47;37.7;29.69;25.78;28.12;0.64724;0.0023748231601715087
17;32.42;26.0;10.94;24.22;16.02;28.52;21.68;41.21;27.54;28.12;17.77;21.88;0.5717;0.003145095121860504;45.7;30.0;12.5;27.34;26.95;38.67;35.55;56.05;37.7;28.12;25.78;28.91;0.6659;0.0022368292379379272
18;33.2;27.0;12.5;24.22;16.02;28.91;22.07;42.19;27.73;28.12;17.97;22.66;0.54;0.0035904270052909853;46.09;30.0;14.06;27.34;27.34;38.28;35.94;56.64;37.7;28.12;25.78;28.91;0.6802;0.002118796843290329
19;33.98;27.0;12.5;24.22;16.41;28.91;22.46;43.36;28.12;28.12;18.16;22.66;0.5551;0.0034368043661117554;46.09;31.0;14.06;27.34;27.34;38.28;36.33;57.23;37.89;28.12;25.98;29.69;0.68886;0.0020441953206062316
20;34.77;28.0;12.5;24.22;16.8;28.91;22.66;44.14;28.52;28.12;18.36;23.44;0.5819;0.003158730483055115;46.48;31.0;14.06;26.56;27.73;37.89;36.91;57.81;38.09;28.12;25.98;29.69;0.70386;0.0019284365630149842
