;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;31.25;10.0;12.5;25.0;14.06;26.56;29.69;29.69;23.44;18.75;42.97;47.66;45.31;68.75;71.88;66.41;65.62;18.75;0.2413;0.015118022394180298;68.75;20.0;25.0;31.25;21.88;35.94;37.5;34.38;28.12;25.0;49.22;53.91;52.34;73.44;77.34;74.22;75.0;21.88;0.18952;0.016507198269367217
1;31.25;20.0;12.5;31.25;17.19;29.69;32.81;31.25;23.44;25.0;42.19;46.88;43.75;66.41;70.31;64.84;64.06;21.88;0.325;0.013928777658939361;64.06;20.0;31.25;34.38;25.0;37.5;39.06;35.94;28.91;25.0;48.44;53.12;51.56;71.88;76.56;72.66;72.66;28.12;0.2741;0.014564965131282807
2;32.81;20.0;18.75;34.38;18.75;32.81;34.38;32.81;23.44;25.0;41.41;46.88;42.97;65.62;68.75;63.28;63.28;25.0;0.3723;0.01310747617483139;62.5;20.0;31.25;37.5;26.56;39.06;40.62;37.5;28.91;31.25;48.44;52.34;50.0;71.09;75.0;71.09;71.09;31.25;0.32558;0.013657963588237763
3;35.94;30.0;18.75;37.5;20.31;34.38;35.94;34.38;24.22;31.25;41.41;46.88;42.97;64.84;68.75;63.28;63.28;28.12;0.4376;0.012072293043136596;62.5;30.0;37.5;40.62;28.12;39.06;42.19;37.5;29.69;31.25;47.66;52.34;49.22;70.31;74.22;69.53;69.53;34.38;0.38276;0.012825436959266663
4;35.94;30.0;25.0;40.62;21.88;34.38;37.5;34.38;24.22;31.25;42.19;46.09;42.97;64.06;67.97;62.5;62.5;31.25;0.4848;0.011154074800014496;62.5;30.0;37.5;40.62;28.12;40.62;42.19;39.06;29.69;31.25;47.66;51.56;49.22;69.53;72.66;68.75;68.75;34.38;0.44034;0.011933002367019654
5;37.5;40.0;25.0;40.62;23.44;35.94;37.5;35.94;25.0;31.25;42.19;46.09;42.97;64.06;67.97;62.5;61.72;34.38;0.5076;0.010730839443206788;62.5;40.0;43.75;43.75;28.12;40.62;42.19;39.06;29.69;31.25;46.88;50.78;48.44;67.97;71.88;67.97;67.19;37.5;0.47868;0.011252162065505982
6;35.94;40.0;25.0;40.62;23.44;37.5;39.06;35.94;25.0;31.25;41.41;45.31;42.97;63.28;67.19;61.72;60.94;34.38;0.5417;0.009937443387508392;60.94;40.0;43.75;43.75;28.12;42.19;43.75;39.06;29.69;37.5;46.88;50.78;47.66;67.19;71.88;67.19;66.41;37.5;0.50808;0.01068905027627945
7;35.94;50.0;31.25;40.62;23.44;37.5;39.06;35.94;25.0;37.5;41.41;45.31;42.19;62.5;66.41;60.94;60.94;34.38;0.5702;0.009423220193386077;60.94;50.0;43.75;43.75;29.69;42.19;43.75;39.06;28.91;37.5;46.09;50.0;47.66;67.19;71.09;66.41;65.62;37.5;0.53736;0.010140890603065491
8;35.94;50.0;31.25;40.62;25.0;37.5;39.06;35.94;25.0;37.5;41.41;45.31;42.19;61.72;66.41;60.16;60.16;34.38;0.5863;0.008993394762277604;60.94;50.0;43.75;43.75;29.69;42.19;43.75;39.06;28.91;37.5;46.09;50.0;46.88;66.41;70.31;65.62;64.84;37.5;0.55752;0.009675189809799194
9;37.5;50.0;31.25;40.62;25.0;39.06;40.62;35.94;25.0;37.5;41.41;44.53;42.19;61.72;65.62;60.16;59.38;34.38;0.6043;0.008681843227148055;60.94;50.0;50.0;43.75;29.69;43.75;43.75;39.06;28.91;37.5;46.09;49.22;46.88;65.62;69.53;64.84;64.06;37.5;0.58156;0.009269937709569931
