;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;1.56;30.0;18.75;12.5;4.69;7.81;7.81;6.25;2.34;25.0;2.34;2.34;1.56;1.56;0.78;0.78;1.56;12.5;0.4186;0.19437876015901565;26.56;40.0;56.25;46.88;28.12;45.31;45.31;42.19;24.22;62.5;29.69;28.91;21.09;19.53;10.16;9.38;15.62;46.88;0.27168;0.23712729318380354
1;3.12;30.0;25.0;18.75;9.38;12.5;12.5;10.94;5.47;31.25;4.69;3.91;3.12;2.34;2.34;1.56;2.34;18.75;0.4544;0.1812216139256954;18.75;40.0;68.75;40.62;26.56;35.94;35.94;32.81;22.66;56.25;24.22;18.75;14.06;7.03;3.91;3.91;11.72;53.12;0.36892;0.20987105824947358
2;3.12;40.0;31.25;25.0;10.94;17.19;17.19;15.62;7.81;37.5;7.03;4.69;3.12;2.34;2.34;2.34;2.34;25.0;0.476;0.1748639712691307;12.5;40.0;75.0;40.62;25.0;32.81;29.69;29.69;22.66;62.5;23.44;15.62;9.38;3.91;2.34;3.12;7.81;56.25;0.42192;0.1958998870062828
3;4.69;40.0;43.75;28.12;14.06;20.31;18.75;17.19;9.38;43.75;8.59;6.25;3.91;2.34;2.34;2.34;2.34;31.25;0.5492;0.155470280200243;9.38;40.0;75.0;37.5;26.56;32.81;26.56;28.12;24.22;62.5;24.22;14.06;7.03;3.12;2.34;2.34;5.47;59.38;0.45896;0.18656840316534043
4;6.25;50.0;43.75;28.12;15.62;23.44;20.31;20.31;11.72;43.75;10.94;7.81;4.69;3.12;3.12;2.34;2.34;34.38;0.6197;0.14109682894945144;10.94;50.0;75.0;37.5;28.12;32.81;26.56;28.12;25.78;56.25;25.0;14.06;7.03;3.91;3.12;3.12;4.69;59.38;0.5308;0.17129601674079895
5;7.81;50.0;50.0;31.25;17.19;26.56;23.44;21.88;13.28;43.75;13.28;8.59;5.47;3.12;3.12;2.34;2.34;34.38;0.6137;0.14361181583106516;10.94;50.0;75.0;37.5;28.12;34.38;26.56;28.12;26.56;56.25;25.78;14.06;7.03;3.91;3.91;3.12;3.12;62.5;0.58956;0.15289399853885174
6;9.38;50.0;50.0;31.25;18.75;28.12;23.44;23.44;14.84;43.75;14.06;10.16;5.47;3.91;3.12;2.34;1.56;37.5;0.6276;0.1382276563167572;14.06;50.0;75.0;37.5;29.69;34.38;26.56;28.12;26.56;56.25;25.78;14.06;7.03;3.91;3.91;3.12;2.34;59.38;0.61778;0.14231494276821613
7;9.38;50.0;50.0;34.38;20.31;29.69;25.0;25.0;16.41;43.75;15.62;10.16;6.25;3.91;3.91;2.34;1.56;37.5;0.638;0.13336439275741577;14.06;60.0;75.0;37.5;29.69;35.94;26.56;28.12;27.34;56.25;26.56;14.84;7.03;3.91;3.91;3.12;2.34;59.38;0.64284;0.134394573559165
8;10.94;50.0;56.25;34.38;21.88;31.25;25.0;26.56;17.19;50.0;16.41;10.94;6.25;3.91;3.12;2.34;1.56;37.5;0.6596;0.13142508255839347;15.62;60.0;68.75;40.62;31.25;35.94;26.56;28.12;28.12;56.25;26.56;14.84;7.03;3.91;3.91;3.12;1.56;59.38;0.66258;0.12912323314785956
9;10.94;60.0;56.25;34.38;23.44;32.81;26.56;26.56;17.97;50.0;17.97;10.94;6.25;3.91;3.12;2.34;1.56;40.62;0.6832;0.1177614822089672;15.62;60.0;68.75;40.62;31.25;37.5;26.56;28.12;28.91;56.25;26.56;14.84;7.03;3.91;3.12;2.34;1.56;59.38;0.67744;0.12357400917768478
10;10.94;60.0;56.25;34.38;23.44;32.81;26.56;28.12;18.75;50.0;18.75;11.72;7.03;3.91;3.12;2.34;1.56;40.62;0.7056;0.11504416911602021;17.19;60.0;68.75;40.62;32.81;37.5;26.56;28.12;28.91;56.25;26.56;14.84;7.03;3.91;3.12;2.34;1.56;56.25;0.6942;0.11885891256093979
11;12.5;60.0;56.25;37.5;25.0;34.38;28.12;28.12;19.53;50.0;19.53;11.72;7.03;3.91;3.91;3.12;1.56;40.62;0.6763;0.11798042577803135;17.19;60.0;68.75;40.62;32.81;39.06;26.56;28.12;29.69;56.25;26.56;14.84;7.03;3.91;3.91;3.12;1.56;59.38;0.70728;0.11419539341151715
12;14.06;60.0;56.25;37.5;25.0;34.38;28.12;28.12;20.31;50.0;20.31;12.5;7.03;4.69;3.91;3.12;1.56;40.62;0.6876;0.12306030004322528;18.75;60.0;68.75;40.62;32.81;39.06;26.56;28.12;29.69;56.25;26.56;14.84;7.03;3.91;3.91;3.12;1.56;59.38;0.72206;0.10950630400419235
13;14.06;60.0;56.25;37.5;26.56;35.94;29.69;29.69;21.09;50.0;21.09;12.5;7.03;4.69;3.91;3.12;1.56;40.62;0.7244;0.10581238467991352;18.75;60.0;68.75;40.62;34.38;39.06;28.12;28.12;30.47;56.25;26.56;14.84;7.03;3.91;3.91;3.12;1.56;59.38;0.73368;0.10524392293214797
14;14.06;60.0;56.25;37.5;26.56;35.94;29.69;29.69;21.88;50.0;21.88;13.28;7.03;4.69;3.91;3.12;1.56;43.75;0.7248;0.11577909786999226;20.31;60.0;68.75;40.62;34.38;39.06;28.12;28.12;30.47;56.25;26.56;14.84;7.81;3.91;3.91;3.12;1.56;56.25;0.7428;0.10215700086832047
15;15.62;60.0;56.25;37.5;28.12;35.94;29.69;29.69;22.66;50.0;21.88;13.28;7.81;4.69;3.91;3.12;1.56;43.75;0.7205;0.10934210996031761;20.31;70.0;68.75;40.62;35.94;40.62;28.12;28.12;31.25;56.25;26.56;14.84;7.81;4.69;3.91;3.12;1.56;56.25;0.7497;0.09934892678856849
16;15.62;60.0;56.25;37.5;28.12;37.5;31.25;29.69;23.44;50.0;22.66;13.28;7.81;4.69;3.91;3.12;1.56;43.75;0.5453;0.16273756147921084;21.88;70.0;62.5;40.62;35.94;40.62;28.12;28.12;31.25;56.25;26.56;14.84;7.81;4.69;3.91;3.12;1.56;56.25;0.75706;0.09630528000026942
17;17.19;60.0;56.25;37.5;29.69;37.5;31.25;31.25;24.22;50.0;22.66;13.28;7.81;4.69;3.91;3.12;1.56;43.75;0.5985;0.15625046222805977;21.88;70.0;62.5;40.62;35.94;40.62;29.69;28.12;32.03;56.25;26.56;14.84;7.81;4.69;3.91;3.12;1.56;56.25;0.76634;0.09248247107177973
18;17.19;60.0;56.25;37.5;29.69;37.5;31.25;31.25;25.0;50.0;23.44;13.28;7.81;4.69;3.91;3.12;1.56;43.75;0.7353;0.09869043851643801;23.44;70.0;62.5;40.62;35.94;40.62;29.69;28.12;32.03;56.25;26.56;14.84;7.81;4.69;3.91;3.12;1.56;56.25;0.772;0.0907997279509902
19;18.75;60.0;56.25;37.5;31.25;37.5;32.81;31.25;25.78;50.0;23.44;13.28;7.81;5.47;3.91;3.12;0.78;43.75;0.5016;0.18185589359998702;23.44;70.0;62.5;40.62;37.5;40.62;29.69;28.12;32.81;56.25;26.56;14.06;7.81;4.69;3.91;3.12;0.78;56.25;0.77804;0.08895485819756985
