;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;4.69;30.0;12.5;18.75;7.81;17.19;20.31;17.19;5.47;25.0;7.03;4.69;3.91;3.91;2.34;2.34;2.34;12.5;0.4021;0.0484488287448883;34.38;30.0;37.5;50.0;37.5;56.25;56.25;56.25;35.16;50.0;47.66;45.31;42.19;47.66;48.44;38.28;28.12;37.5;0.3106;0.05610783696174622
1;7.81;40.0;25.0;28.12;14.06;23.44;26.56;25.0;8.59;37.5;10.94;8.59;7.03;4.69;3.12;3.12;3.12;18.75;0.6011;0.03489534811973572;29.69;40.0;56.25;50.0;42.19;57.81;59.38;60.94;37.5;56.25;47.66;43.75;39.06;32.03;25.78;20.31;16.41;43.75;0.49698;0.04346839576840401
2;10.94;50.0;37.5;31.25;15.62;29.69;31.25;29.69;11.72;37.5;14.84;11.72;8.59;5.47;4.69;3.91;3.91;25.0;0.5837;0.03828652475476265;28.12;50.0;62.5;50.0;43.75;54.69;59.38;59.38;39.06;62.5;46.09;41.41;35.16;21.88;14.06;12.5;11.72;46.88;0.60218;0.0357752607691288
3;12.5;50.0;43.75;34.38;17.19;32.81;34.38;32.81;14.06;43.75;17.19;14.84;10.16;5.47;4.69;3.91;4.69;28.12;0.6899;0.02771996524631977;26.56;60.0;68.75;50.0;43.75;53.12;57.81;57.81;39.84;56.25;44.53;39.84;32.81;17.19;9.38;9.38;10.16;46.88;0.65842;0.03135744207501411
4;14.06;60.0;50.0;34.38;17.19;34.38;35.94;35.94;15.62;43.75;19.53;17.19;11.72;6.25;3.91;3.91;4.69;31.25;0.7014;0.02773859009742737;26.56;60.0;68.75;46.88;42.19;51.56;56.25;54.69;39.84;56.25;43.75;38.28;31.25;14.06;6.25;7.03;9.38;50.0;0.69902;0.028057494192123413
5;15.62;60.0;56.25;34.38;18.75;34.38;37.5;37.5;17.97;43.75;21.88;18.75;13.28;7.03;3.91;3.91;4.69;31.25;0.7106;0.026716302195191385;26.56;60.0;75.0;46.88;42.19;50.0;54.69;53.12;40.62;56.25;42.19;37.5;29.69;11.72;4.69;5.47;8.59;50.0;0.71996;0.02634031481564045
6;15.62;60.0;56.25;37.5;20.31;35.94;39.06;39.06;18.75;43.75;23.44;20.31;14.06;7.03;3.91;3.91;5.47;34.38;0.7524;0.02334953256845474;25.0;60.0;75.0;43.75;42.19;50.0;54.69;51.56;41.41;56.25;41.41;36.72;29.69;10.94;3.91;4.69;8.59;50.0;0.7406;0.02459894512832165
7;15.62;60.0;56.25;37.5;21.88;37.5;40.62;40.62;20.31;50.0;25.0;21.09;14.84;7.03;3.91;3.91;5.47;34.38;0.7747;0.021165093579888345;25.0;60.0;75.0;43.75;42.19;48.44;54.69;51.56;42.19;56.25;41.41;35.94;28.91;9.38;3.91;3.91;8.59;50.0;0.75432;0.023223882571458816
8;15.62;60.0;56.25;37.5;23.44;37.5;40.62;40.62;21.09;43.75;26.56;21.88;15.62;6.25;3.91;3.12;6.25;37.5;0.7957;0.019158697159588338;25.0;60.0;75.0;43.75;42.19;48.44;53.12;50.0;42.19;56.25;40.62;35.94;28.91;8.59;3.91;3.91;8.59;50.0;0.76892;0.022306881835460663
9;15.62;60.0;56.25;37.5;25.0;39.06;42.19;42.19;21.88;50.0;27.34;21.88;17.19;6.25;3.91;3.12;6.25;37.5;0.8045;0.018323453602194787;23.44;60.0;75.0;43.75;42.19;48.44;53.12;50.0;42.19;56.25;39.84;35.16;28.91;7.81;3.91;3.91;8.59;53.12;0.7826;0.02082523665547371
10;15.62;60.0;56.25;37.5;25.0;39.06;43.75;42.19;23.44;43.75;27.34;23.44;17.19;6.25;3.91;3.12;7.03;40.62;0.7788;0.021116712075471878;23.44;60.0;75.0;40.62;42.19;48.44;53.12;50.0;42.97;56.25;39.84;35.16;28.91;7.81;3.91;3.12;9.38;53.12;0.78846;0.020404814333617686
11;17.19;60.0;62.5;37.5;26.56;39.06;43.75;42.19;24.22;50.0;28.12;23.44;17.97;6.25;3.91;3.12;7.03;40.62;0.7867;0.020074847677350044;23.44;60.0;75.0;40.62;42.19;46.88;51.56;48.44;42.97;56.25;39.84;34.38;28.91;7.03;3.91;3.12;9.38;53.12;0.80036;0.019217337533831598
12;17.19;60.0;62.5;37.5;28.12;39.06;45.31;43.75;25.0;50.0;28.91;24.22;18.75;6.25;3.91;3.12;7.03;40.62;0.8077;0.0178748380407691;23.44;60.0;75.0;40.62;42.19;46.88;51.56;48.44;42.97;50.0;39.06;34.38;28.91;7.03;3.91;3.12;8.59;53.12;0.80758;0.01876726582378149
13;17.19;60.0;62.5;40.62;28.12;40.62;45.31;43.75;25.78;43.75;29.69;25.0;19.53;6.25;3.12;3.12;7.03;40.62;0.8129;0.018073113931715488;23.44;60.0;75.0;40.62;42.19;46.88;51.56;48.44;42.97;50.0;39.06;34.38;28.91;7.03;3.91;3.12;8.59;53.12;0.81344;0.018042682415246963
14;17.19;60.0;62.5;37.5;29.69;40.62;45.31;43.75;26.56;43.75;29.69;25.0;19.53;5.47;3.12;3.12;7.03;40.62;0.8262;0.016605233386158942;23.44;60.0;75.0;40.62;42.19;46.88;51.56;46.88;43.75;50.0;39.06;33.59;28.91;6.25;3.12;3.12;8.59;53.12;0.82;0.017596136674880983
15;17.19;60.0;62.5;37.5;29.69;40.62;45.31;43.75;27.34;43.75;30.47;25.78;20.31;5.47;3.12;3.12;7.03;40.62;0.8257;0.01659775277376175;23.44;60.0;75.0;40.62;42.19;46.88;51.56;46.88;43.75;50.0;38.28;33.59;28.12;6.25;3.12;3.12;8.59;53.12;0.82458;0.016961147930026056
16;17.19;60.0;62.5;40.62;31.25;40.62;45.31;43.75;28.91;43.75;31.25;25.78;20.31;5.47;3.12;3.12;7.03;40.62;0.8288;0.01667479420006275;23.44;60.0;75.0;40.62;42.19;46.88;51.56;46.88;43.75;50.0;38.28;33.59;28.12;5.47;3.12;3.12;8.59;53.12;0.82974;0.016508775206208227
