;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;6.25;30.0;12.5;15.62;7.81;20.31;18.75;23.44;16.41;18.75;28.91;27.34;25.0;36.72;34.38;21.09;14.84;12.5;0.4765;0.18215634540319442;50.0;40.0;62.5;43.75;32.81;51.56;43.75;48.44;39.84;62.5;52.34;50.78;49.22;60.16;63.28;59.38;57.81;37.5;0.30356;0.23187861778259278
1;12.5;40.0;18.75;21.88;12.5;28.12;25.0;29.69;19.53;31.25;32.03;29.69;27.34;37.5;32.81;21.09;15.62;18.75;0.5829;0.14892022437751293;45.31;50.0;75.0;40.62;34.38;53.12;45.31;50.0;42.19;62.5;53.12;51.56;47.66;57.03;57.81;52.34;50.78;40.62;0.45638;0.19050136667847634
2;15.62;40.0;31.25;25.0;15.62;32.81;29.69;34.38;22.66;37.5;35.16;32.81;28.91;39.06;32.03;21.09;16.41;25.0;0.6188;0.13551775964796542;46.88;50.0;75.0;37.5;35.94;53.12;46.88;53.12;44.53;62.5;54.69;51.56;48.44;56.25;54.69;47.66;46.88;43.75;0.53422;0.16749099490344524
3;20.31;50.0;37.5;25.0;18.75;35.94;34.38;37.5;25.0;37.5;38.28;35.16;31.25;39.84;31.25;21.09;17.19;28.12;0.6728;0.11991628914475441;46.88;50.0;75.0;37.5;35.94;54.69;48.44;54.69;46.09;56.25;56.25;53.12;48.44;55.47;51.56;44.53;43.75;46.88;0.58376;0.1520093847757578
4;25.0;50.0;37.5;28.12;20.31;39.06;35.94;39.06;26.56;37.5;40.62;36.72;33.59;40.62;30.47;21.09;17.97;31.25;0.7109;0.10949070985913277;48.44;50.0;75.0;37.5;37.5;54.69;48.44;54.69;47.66;56.25;57.81;53.91;49.22;55.47;49.22;42.19;41.41;46.88;0.62762;0.13790985935091973
5;28.12;50.0;43.75;28.12;21.88;40.62;37.5;42.19;28.12;37.5;42.19;38.28;35.16;40.62;29.69;21.09;18.75;34.38;0.7341;0.10109994786977768;50.0;50.0;75.0;37.5;37.5;53.12;48.44;56.25;48.44;56.25;58.59;54.69;50.0;54.69;46.88;39.84;39.84;50.0;0.64968;0.12996811453819274
6;31.25;50.0;43.75;28.12;21.88;40.62;40.62;43.75;29.69;37.5;43.75;39.84;35.94;40.62;28.91;21.88;19.53;34.38;0.7294;0.10241694211959838;51.56;60.0;81.25;37.5;39.06;53.12;48.44;56.25;50.0;56.25;59.38;54.69;50.78;54.69;44.53;38.28;39.06;50.0;0.67526;0.12127022674977779
7;32.81;60.0;50.0;31.25;23.44;40.62;40.62;43.75;30.47;37.5;45.31;40.62;37.5;40.62;28.91;21.88;20.31;37.5;0.7424;0.0970010097026825;51.56;60.0;81.25;37.5;39.06;53.12;48.44;56.25;50.78;56.25;60.16;55.47;50.78;53.91;42.97;37.5;38.28;53.12;0.69478;0.1140986860704422
8;35.94;60.0;50.0;31.25;25.0;40.62;42.19;45.31;32.03;37.5;46.88;41.41;38.28;39.84;28.12;21.88;21.09;37.5;0.7533;0.08964753074347973;53.12;60.0;75.0;37.5;39.06;51.56;48.44;56.25;51.56;50.0;60.16;55.47;51.56;53.12;41.41;35.94;37.5;53.12;0.71332;0.10858732606589794
9;37.5;60.0;56.25;31.25;25.0;42.19;43.75;46.88;33.59;37.5;47.66;42.97;39.06;39.84;27.34;21.88;21.09;37.5;0.7801;0.08403549099713564;54.69;60.0;75.0;37.5;39.06;50.0;48.44;56.25;52.34;50.0;60.94;56.25;52.34;51.56;39.84;35.16;35.94;50.0;0.72696;0.10336475927829743
10;39.06;60.0;56.25;31.25;26.56;40.62;43.75;48.44;34.38;37.5;48.44;42.97;39.84;39.84;26.56;21.88;21.88;40.62;0.783;0.08393118970394134;54.69;60.0;75.0;37.5;39.06;50.0;48.44;56.25;53.12;50.0;60.94;56.25;52.34;51.56;38.28;34.38;35.16;53.12;0.73824;0.09953969672709703
11;40.62;60.0;56.25;31.25;26.56;40.62;45.31;48.44;35.16;43.75;49.22;43.75;40.62;39.06;25.78;21.88;21.88;40.62;0.7781;0.0840405704960227;56.25;60.0;75.0;34.38;39.06;48.44;48.44;54.69;53.91;50.0;60.94;56.25;52.34;50.78;37.5;33.59;34.38;53.12;0.74784;0.09612402126520872
12;40.62;60.0;56.25;31.25;28.12;42.19;45.31;48.44;35.94;37.5;50.0;44.53;40.62;39.06;25.78;22.66;21.88;40.62;0.7668;0.08802580325603485;56.25;60.0;75.0;34.38;39.06;48.44;48.44;54.69;53.91;50.0;60.94;56.25;53.12;50.0;35.94;32.81;33.59;50.0;0.75744;0.09266495749473572
