;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;37.5;11.0;6.25;18.75;10.16;24.22;19.14;34.77;54.3;15.62;55.08;10.94;0.0904;0.008752230405807495;76.56;60.0;6.25;25.0;15.62;34.38;26.95;46.09;64.84;15.62;71.09;14.06;0.04222;0.00889296504020691
1;25.0;7.0;6.25;25.0;13.28;28.12;18.75;33.59;49.61;18.75;48.83;15.62;0.1218;0.007867391395568848;66.41;33.0;6.25;29.69;18.75;38.28;28.52;45.7;62.11;21.88;66.41;17.19;0.09854;0.008222108874320984
2;21.88;8.0;6.25;29.69;16.41;32.81;19.53;33.2;45.31;25.0;43.75;18.75;0.1515;0.007192434000968933;60.94;16.0;6.25;34.38;22.66;42.97;30.47;46.48;58.98;25.0;62.11;21.88;0.1329;0.00743513044834137
3;22.66;9.0;9.38;32.81;18.75;35.94;21.88;33.98;43.75;28.12;40.23;21.88;0.2133;0.006585387229919434;57.81;12.0;9.38;37.5;25.78;46.88;33.2;48.44;57.42;28.12;58.59;25.0;0.17372;0.006815103492736816
4;23.44;11.0;9.38;34.38;20.31;39.06;23.44;35.94;43.36;28.12;37.11;23.44;0.2441;0.006117264699935913;54.69;13.0;9.38;39.06;28.12;50.0;35.94;50.78;56.64;31.25;55.86;28.12;0.22488;0.006231302833557129
5;24.22;12.0;9.38;35.94;21.09;40.62;25.0;37.5;42.19;31.25;34.38;25.0;0.2806;0.005750447201728821;51.56;14.0;9.38;40.62;29.69;51.56;38.28;52.73;55.86;34.38;53.12;28.12;0.2716;0.005700247631072998
6;25.78;13.0;9.38;35.94;21.88;42.19;26.17;39.45;41.41;34.38;32.81;26.56;0.312;0.005343584942817688;49.22;15.0;9.38;40.62;31.25;52.34;40.23;55.08;55.47;34.38;50.39;29.69;0.31134;0.0052721833848953245
7;26.56;14.0;9.38;35.94;22.66;42.19;27.73;41.02;41.02;34.38;31.64;28.12;0.3458;0.005056387233734131;46.88;16.0;12.5;40.62;32.03;53.12;41.41;56.64;54.69;37.5;47.66;31.25;0.34548;0.0049254376029968265
8;28.12;15.0;9.38;37.5;23.44;42.97;28.52;42.97;41.02;34.38;30.47;28.12;0.3801;0.004703457331657409;45.31;17.0;12.5;40.62;32.81;53.12;42.97;57.81;54.3;37.5;45.7;32.81;0.37738;0.004627321429252624
9;28.91;16.0;9.38;37.5;24.22;43.75;29.3;44.53;41.02;37.5;30.08;29.69;0.3903;0.004699069762229919;44.53;18.0;12.5;39.06;32.81;52.34;43.75;59.38;53.91;37.5;43.75;32.81;0.40514;0.004385538034439087
10;29.69;17.0;12.5;35.94;24.22;42.97;30.08;46.09;41.41;37.5;29.3;29.69;0.4233;0.004297181344032288;43.75;19.0;12.5;39.06;33.59;52.34;44.92;60.55;53.52;40.62;42.58;32.81;0.42878;0.004187525560855865
11;30.47;17.0;12.5;35.94;25.0;42.97;30.86;47.66;41.8;37.5;29.3;29.69;0.4365;0.004235796475410461;43.75;20.0;15.62;39.06;33.59;51.56;45.31;61.33;53.52;40.62;41.41;32.81;0.45034;0.003997729134559631
12;31.25;18.0;12.5;35.94;25.0;42.97;31.25;48.83;42.19;37.5;29.3;31.25;0.4698;0.003952484512329102;42.97;20.0;15.62;37.5;34.38;51.56;46.09;62.5;53.52;40.62;40.62;34.38;0.4685;0.003826394364833832
13;32.03;19.0;12.5;35.94;25.0;42.97;32.03;50.39;42.58;40.62;28.91;31.25;0.4655;0.004049099373817444;42.97;21.0;15.62;37.5;34.38;50.78;46.88;63.28;53.52;40.62;39.84;34.38;0.48768;0.0036718915224075318
14;32.81;19.0;15.62;35.94;25.78;42.19;32.42;51.56;42.97;40.62;28.91;31.25;0.4775;0.0038682280778884887;42.97;21.0;18.75;37.5;34.38;50.0;47.27;64.06;53.91;40.62;39.06;34.38;0.50242;0.003544450821876526
15;32.81;20.0;15.62;35.94;25.78;42.19;33.2;52.34;43.36;40.62;28.52;31.25;0.498;0.0037486150979995727;42.97;22.0;18.75;35.94;34.38;49.22;47.66;64.84;53.52;40.62;38.28;34.38;0.5185;0.0034118312072753906
16;33.59;20.0;15.62;34.38;26.56;42.19;33.59;53.52;43.75;40.62;28.52;31.25;0.4959;0.0037458587765693665;42.97;22.0;18.75;35.94;34.38;49.22;48.44;65.23;53.91;43.75;37.89;34.38;0.53002;0.003306341826915741
17;34.38;20.0;15.62;34.38;26.56;42.19;33.98;54.3;44.14;40.62;28.52;32.81;0.512;0.003597714400291443;43.75;23.0;18.75;35.94;34.38;48.44;48.83;65.62;53.91;43.75;37.11;34.38;0.54426;0.0031968713188171385
18;34.38;20.0;15.62;34.38;26.56;42.19;34.38;55.47;44.53;40.62;28.52;32.81;0.4967;0.0037258793592453003;43.75;23.0;18.75;35.94;34.38;48.44;49.22;66.41;53.91;43.75;36.72;34.38;0.55828;0.003091528151035309
19;35.16;21.0;15.62;34.38;27.34;42.19;34.77;56.25;44.92;43.75;28.91;32.81;0.5012;0.0038246456265449524;43.75;23.0;18.75;34.38;34.38;47.66;50.0;66.8;54.3;43.75;36.72;34.38;0.57084;0.0029880889201164247
