;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;56.25;5.0;6.25;17.19;10.94;23.44;20.7;41.8;62.5;12.5;71.88;10.94;0.0497;0.03474096779823303;76.56;54.0;6.25;23.44;15.62;29.69;25.0;47.66;66.8;15.62;76.17;14.06;0.03304;0.03532915565490723
1;53.91;5.0;6.25;20.31;12.5;25.78;21.48;42.19;62.89;15.62;71.88;14.06;0.0721;0.03310712914466858;72.66;35.0;9.38;25.0;16.41;30.47;25.39;47.27;66.41;18.75;75.39;17.19;0.05636;0.0337299649143219
2;51.56;6.0;6.25;21.88;14.06;27.34;22.27;42.58;62.5;18.75;71.48;15.62;0.0896;0.031657464838027956;70.31;23.0;9.38;26.56;17.19;31.25;25.78;46.88;66.02;18.75;74.61;18.75;0.07688;0.032332148308753965
3;50.0;6.0;6.25;25.0;14.84;28.12;22.66;42.58;62.5;18.75;71.09;17.19;0.1151;0.030508388161659242;67.97;15.0;12.5;28.12;17.97;32.03;26.17;46.88;65.62;21.88;74.22;20.31;0.09616;0.031129201769828797
4;47.66;6.0;9.38;25.0;16.41;29.69;22.66;42.97;62.5;21.88;70.7;18.75;0.1269;0.02962093210220337;66.41;12.0;12.5;28.12;18.75;32.81;26.17;46.88;65.23;21.88;73.44;21.88;0.11098;0.030162898354530336
5;46.88;7.0;9.38;26.56;17.19;30.47;23.05;42.97;62.11;21.88;70.7;20.31;0.1417;0.028852144384384156;64.84;10.0;15.62;29.69;19.53;33.59;26.56;46.88;65.23;25.0;73.05;21.88;0.1261;0.029350184998512267
6;46.88;7.0;9.38;28.12;17.97;31.25;23.44;42.97;62.11;25.0;70.31;21.88;0.1456;0.028084906435012817;64.84;10.0;15.62;31.25;20.31;34.38;26.56;46.88;64.84;25.0;72.66;23.44;0.13854;0.028681501965522768
7;46.88;8.0;12.5;29.69;17.97;31.25;23.44;42.97;61.72;25.0;69.92;21.88;0.1697;0.02739138798713684;64.06;10.0;15.62;31.25;21.09;34.38;26.95;46.88;64.45;28.12;72.27;23.44;0.15094;0.028020051035881042
8;46.09;9.0;12.5;29.69;18.75;32.03;23.44;42.97;61.72;28.12;69.92;21.88;0.1864;0.0266883581161499;64.06;11.0;18.75;31.25;21.09;35.16;26.95;46.88;64.45;28.12;72.27;25.0;0.16666;0.02738468240737915
9;46.88;9.0;12.5;31.25;19.53;32.81;23.83;43.36;61.33;28.12;69.53;23.44;0.2104;0.026035218954086305;64.06;11.0;18.75;32.81;21.88;35.94;27.34;46.88;64.06;28.12;71.88;25.0;0.17892;0.02675906505584717
10;46.88;10.0;12.5;31.25;19.53;32.81;23.83;43.36;61.33;28.12;69.53;23.44;0.2208;0.025493491983413698;64.06;12.0;18.75;32.81;21.88;35.94;27.34;46.88;64.06;28.12;71.88;25.0;0.19612;0.02615387237071991
11;46.88;10.0;12.5;31.25;19.53;33.59;24.22;43.36;60.94;28.12;69.53;23.44;0.2392;0.02477707839012146;64.06;12.0;18.75;32.81;22.66;36.72;27.73;46.88;63.67;28.12;71.88;25.0;0.2083;0.02555067603111267
12;47.66;11.0;12.5;31.25;20.31;34.38;24.22;43.75;60.94;28.12;69.53;23.44;0.2537;0.02405076220035553;64.06;13.0;18.75;34.38;22.66;36.72;27.73;47.27;63.67;31.25;71.48;25.0;0.2209;0.024937702140808104
13;48.44;11.0;15.62;32.81;20.31;34.38;24.61;43.75;60.94;28.12;69.53;23.44;0.2671;0.023517400336265565;64.06;13.0;21.88;34.38;23.44;37.5;28.12;47.27;63.28;31.25;71.48;25.0;0.2329;0.024384376096725464
14;48.44;12.0;15.62;32.81;21.09;35.16;25.0;44.14;60.55;31.25;69.53;25.0;0.2763;0.02289512324333191;64.84;14.0;21.88;34.38;23.44;37.5;28.52;47.66;63.28;31.25;71.48;25.0;0.24736;0.023873222742080688
15;48.44;12.0;15.62;32.81;21.09;35.16;25.0;44.14;60.55;31.25;69.53;25.0;0.2944;0.02235287802219391;64.84;14.0;21.88;34.38;23.44;38.28;28.52;47.66;63.28;31.25;71.48;25.0;0.2593;0.023329809641838072
16;49.22;13.0;15.62;34.38;21.09;35.94;25.0;44.14;60.55;31.25;69.53;25.0;0.2995;0.021894326877593993;64.84;15.0;21.88;34.38;24.22;38.28;28.52;47.66;62.89;31.25;71.48;26.56;0.27006;0.022852096605300902
17;49.22;13.0;18.75;34.38;21.88;35.94;25.39;44.53;60.55;31.25;69.53;25.0;0.3105;0.021505873608589174;64.84;15.0;21.88;34.38;24.22;38.28;28.91;48.05;62.89;31.25;71.48;26.56;0.27874;0.022377241373062132
18;50.0;13.0;18.75;34.38;21.88;36.72;25.39;44.53;60.16;31.25;69.53;25.0;0.3272;0.020730726242065428;64.84;16.0;21.88;34.38;24.22;39.06;28.91;48.05;62.89;31.25;71.48;26.56;0.29092;0.02190746322631836
19;50.0;14.0;18.75;34.38;21.88;36.72;25.78;44.92;60.16;31.25;69.53;25.0;0.3332;0.02062203984260559;64.84;16.0;25.0;35.94;24.22;39.06;29.3;48.05;62.89;31.25;71.48;26.56;0.30032;0.021500947198867797
20;50.0;14.0;18.75;34.38;21.88;36.72;25.78;44.92;60.16;31.25;69.53;25.0;0.3406;0.02004786024093628;64.84;17.0;25.0;35.94;24.22;39.84;29.3;48.44;62.5;31.25;71.48;26.56;0.31458;0.021017380867004394
21;50.78;15.0;18.75;34.38;21.88;37.5;26.17;45.31;59.77;34.38;69.53;25.0;0.3421;0.020109669995307923;64.84;17.0;25.0;35.94;25.0;39.84;29.69;48.44;62.5;31.25;71.48;26.56;0.32136;0.020647896032333374
22;50.78;15.0;18.75;34.38;22.66;37.5;26.56;45.31;59.77;34.38;69.53;25.0;0.3585;0.01939511909484863;64.84;17.0;25.0;35.94;25.0;39.84;30.08;48.83;62.5;31.25;71.48;26.56;0.33136;0.020267424669265746
23;50.78;15.0;18.75;34.38;22.66;38.28;26.56;45.7;59.77;34.38;69.53;26.56;0.3643;0.01908082218170166;64.84;18.0;25.0;35.94;25.0;40.62;30.08;49.22;62.5;34.38;71.48;26.56;0.34034;0.01991813172340393
24;51.56;16.0;18.75;34.38;22.66;38.28;26.95;46.09;59.77;34.38;69.92;26.56;0.3751;0.018860458898544312;64.84;18.0;25.0;35.94;25.0;40.62;30.47;49.22;62.11;34.38;71.48;26.56;0.35136;0.01955899857521057
25;51.56;16.0;18.75;34.38;22.66;38.28;26.95;46.09;59.77;34.38;69.92;26.56;0.3824;0.018674718928337098;65.62;18.0;25.0;35.94;25.0;40.62;30.47;49.61;62.11;34.38;71.48;26.56;0.36018;0.019211265931129456
26;51.56;16.0;18.75;34.38;22.66;38.28;27.34;46.48;59.77;34.38;69.92;26.56;0.3929;0.01828757791519165;65.62;19.0;25.0;35.94;25.0;40.62;30.86;49.61;62.11;34.38;71.48;26.56;0.3677;0.0189078498840332
27;52.34;17.0;18.75;34.38;22.66;39.06;27.34;46.48;59.77;34.38;69.92;26.56;0.4033;0.017834242105484007;65.62;19.0;25.0;35.94;25.0;41.41;30.86;50.0;62.11;34.38;71.88;26.56;0.3769;0.01860704492330551
28;52.34;17.0;21.88;34.38;22.66;39.06;27.73;46.88;59.77;34.38;69.92;26.56;0.4048;0.017627731823921203;65.62;19.0;25.0;35.94;25.0;41.41;31.25;50.0;62.11;34.38;71.88;26.56;0.38432;0.018304855551719665
29;52.34;17.0;21.88;34.38;22.66;39.06;28.12;47.27;59.77;34.38;70.31;26.56;0.4134;0.017272938776016235;65.62;20.0;25.0;35.94;25.0;41.41;31.25;50.39;62.11;34.38;71.88;26.56;0.392;0.01805875470638275
30;52.34;18.0;21.88;34.38;22.66;39.84;28.12;47.27;59.77;34.38;70.31;26.56;0.4223;0.01708335690498352;65.62;20.0;25.0;35.94;25.0;41.41;31.64;50.78;62.11;34.38;71.88;26.56;0.3975;0.017779349207878114
31;53.12;18.0;21.88;34.38;22.66;39.84;28.52;47.66;59.77;34.38;70.31;26.56;0.4261;0.017029034459590912;65.62;20.0;25.0;35.94;25.0;42.19;32.03;50.78;62.11;34.38;71.88;26.56;0.40404;0.01755838427066803
32;53.12;18.0;21.88;34.38;22.66;39.84;28.91;48.05;59.77;34.38;70.31;26.56;0.4312;0.016769841861724852;65.62;20.0;28.12;35.94;25.0;42.19;32.03;51.17;62.11;34.38;71.88;26.56;0.41006;0.01727845062017441
33;53.12;18.0;21.88;34.38;22.66;40.62;28.91;48.05;59.77;34.38;70.31;26.56;0.4401;0.016417983841896057;65.62;21.0;28.12;34.38;25.0;42.19;32.42;51.17;62.11;34.38;71.88;26.56;0.42046;0.01700987740278244
34;53.12;18.0;21.88;34.38;22.66;40.62;29.3;48.44;59.77;34.38;70.7;26.56;0.4459;0.016295087254047394;65.62;21.0;28.12;34.38;25.0;42.19;32.42;51.56;62.11;34.38;72.27;26.56;0.42818;0.0167522651219368
35;53.12;19.0;21.88;34.38;22.66;40.62;29.69;48.44;59.77;34.38;70.7;26.56;0.4487;0.016233937776088714;65.62;21.0;28.12;34.38;25.0;42.97;32.81;51.56;62.11;34.38;72.27;26.56;0.43256;0.01658920966863632
36;53.91;19.0;21.88;34.38;22.66;41.41;29.69;48.83;59.77;34.38;70.7;26.56;0.4603;0.015858494746685027;65.62;21.0;28.12;34.38;25.0;42.97;33.2;51.95;62.11;34.38;72.27;26.56;0.44028;0.016333440365791322
37;53.91;19.0;21.88;34.38;23.44;41.41;30.08;48.83;59.77;34.38;70.7;26.56;0.4658;0.01565273975133896;65.62;21.0;28.12;34.38;25.0;42.97;33.2;51.95;62.11;34.38;72.27;26.56;0.44568;0.016133147315979004
38;53.91;19.0;21.88;34.38;22.66;41.41;30.08;49.22;59.77;34.38;71.09;26.56;0.466;0.015608241283893586;65.62;22.0;28.12;34.38;25.0;42.97;33.59;52.34;62.11;34.38;72.27;26.56;0.45184;0.015895097532272338
39;53.91;19.0;21.88;34.38;22.66;41.41;30.47;49.22;59.77;34.38;71.09;26.56;0.4717;0.015326424050331116;65.62;22.0;28.12;34.38;25.0;42.97;33.98;52.34;62.11;34.38;72.66;26.56;0.45872;0.01572566002368927
