;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;33.59;5.0;6.25;18.75;10.16;23.44;16.02;34.38;58.98;15.62;63.67;10.94;0.1057;0.1239154753446579;70.31;20.0;25.0;32.81;23.44;38.28;26.17;46.48;67.58;31.25;73.05;20.31;0.05866;0.13375652376651764
1;32.03;8.0;9.38;25.0;13.28;28.12;17.97;36.33;58.98;21.88;63.28;15.62;0.15;0.11294752490520478;65.62;12.0;37.5;39.06;27.34;42.97;28.52;47.27;66.8;34.38;71.48;25.0;0.11102;0.12037200760364533
2;32.03;10.0;12.5;29.69;15.62;31.25;19.14;37.5;58.98;28.12;63.28;18.75;0.1878;0.1063326003074646;64.06;13.0;46.88;42.19;28.91;45.31;30.08;48.05;66.02;40.62;70.7;29.69;0.14284;0.11319235757350922
3;32.81;11.0;15.62;32.81;17.97;34.38;19.92;38.67;58.59;28.12;63.28;21.88;0.2351;0.09811465017795563;63.28;14.0;50.0;43.75;30.47;46.88;31.25;48.83;65.23;43.75;70.31;31.25;0.17652;0.10681783401012421
4;33.59;13.0;18.75;34.38;19.53;35.94;20.7;39.84;58.2;31.25;63.67;25.0;0.2615;0.0930298419713974;62.5;15.0;53.12;43.75;31.25;48.44;32.03;50.0;64.84;43.75;69.92;32.81;0.21028;0.10097909216403961
5;35.16;14.0;21.88;35.94;20.31;37.5;21.48;40.62;57.81;31.25;63.67;26.56;0.2858;0.08920028336048126;61.72;17.0;56.25;43.75;32.03;49.22;32.81;50.78;64.45;43.75;69.53;34.38;0.23644;0.09603027423381806
6;36.72;15.0;25.0;35.94;21.88;39.06;21.88;41.41;57.42;34.38;63.67;28.12;0.3165;0.08326873049736024;61.72;18.0;59.38;42.19;32.81;50.0;33.59;51.56;64.06;43.75;69.53;35.94;0.26344;0.09136847536087037
7;38.28;16.0;28.12;35.94;22.66;40.62;22.66;42.58;57.42;34.38;64.06;28.12;0.3369;0.07989151133298873;60.94;19.0;59.38;42.19;33.59;50.78;34.38;52.73;63.67;43.75;69.53;35.94;0.29016;0.08727807957172394
8;39.06;17.0;31.25;35.94;23.44;42.19;23.44;43.75;57.42;37.5;64.45;29.69;0.369;0.07498316842317582;60.16;20.0;62.5;40.62;34.38;51.56;35.55;53.91;63.28;43.75;69.92;35.94;0.30896;0.08397025161743164
9;40.62;18.0;31.25;35.94;24.22;42.97;23.83;44.53;57.42;37.5;64.84;29.69;0.3886;0.07254632725715637;60.16;21.0;62.5;40.62;34.38;52.34;35.94;54.69;63.28;46.88;69.92;35.94;0.33142;0.08107837574481964
10;41.41;18.0;34.38;35.94;24.22;43.75;24.61;45.31;57.42;37.5;65.23;31.25;0.4055;0.06935242636203766;59.38;22.0;65.62;39.06;34.38;52.34;36.72;55.47;63.28;46.88;69.92;37.5;0.35082;0.07801382012844085
11;42.19;19.0;34.38;35.94;25.0;44.53;25.0;46.09;57.42;40.62;65.62;31.25;0.4159;0.06849216240644455;59.38;22.0;65.62;39.06;35.16;53.12;37.11;56.25;62.89;46.88;70.31;37.5;0.36742;0.07558683244943619
12;42.97;19.0;37.5;35.94;25.78;45.31;25.78;46.88;57.42;40.62;66.02;32.81;0.4323;0.06614355866909027;58.59;23.0;65.62;37.5;35.16;53.12;37.89;56.64;62.89;46.88;70.31;37.5;0.38426;0.07321836417675018
13;43.75;20.0;37.5;35.94;25.78;46.09;26.17;47.66;57.81;40.62;66.41;32.81;0.4427;0.0651054577946663;58.59;24.0;65.62;37.5;35.16;53.12;38.67;57.42;62.89;46.88;70.31;39.06;0.39736;0.07103564815282822
14;43.75;20.0;37.5;35.94;26.56;46.09;26.95;48.44;57.81;40.62;66.8;34.38;0.4553;0.06332573637962341;57.81;24.0;65.62;37.5;35.16;53.12;39.06;57.81;63.28;46.88;70.7;39.06;0.40766;0.0692304940199852
