;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;5.47;5.0;6.25;18.75;8.59;17.97;8.59;14.84;18.75;15.62;8.2;10.94;0.1201;0.02973343825340271;61.72;19.0;12.5;37.5;25.0;42.19;28.52;46.48;58.59;31.25;59.38;23.44;0.07048;0.033195615396499636
1;10.16;9.0;9.38;25.0;11.72;21.88;10.94;15.23;14.84;25.0;6.64;15.62;0.1961;0.025414081382751464;52.34;13.0;21.88;45.31;32.03;50.0;34.38;47.66;48.83;40.62;41.41;32.81;0.15316;0.0275102064704895
2;14.06;12.0;15.62;26.56;14.06;24.22;12.89;17.58;15.23;31.25;7.03;18.75;0.2534;0.0225948007106781;45.31;16.0;28.12;45.31;34.38;49.22;37.5;50.39;43.36;46.88;28.52;37.5;0.2305;0.023747833309173585
3;17.19;14.0;18.75;28.12;14.84;25.78;14.84;21.09;16.41;34.38;7.42;21.88;0.3321;0.019943048167228698;41.41;17.0;37.5;42.19;34.38;46.88;39.06;51.95;38.67;46.88;21.09;40.62;0.29644;0.02120246639728546
4;19.53;15.0;21.88;28.12;15.62;26.56;16.8;24.22;16.8;37.5;7.42;23.44;0.3691;0.018780905055999757;40.62;19.0;40.62;40.62;34.38;44.53;40.23;53.52;35.94;50.0;17.58;42.19;0.34472;0.01934590769290924
5;21.88;16.0;28.12;28.12;15.62;26.56;17.97;26.95;17.97;37.5;7.81;25.0;0.4041;0.017520483887195588;39.84;20.0;46.88;39.06;34.38;42.97;41.02;54.69;33.59;50.0;16.02;42.19;0.38398;0.017916805713176727
6;24.22;17.0;31.25;29.69;16.41;27.34;19.14;30.08;18.36;37.5;7.81;26.56;0.4317;0.01654417381286621;39.84;22.0;50.0;39.06;35.16;41.41;41.8;55.86;32.42;50.0;14.84;43.75;0.4159;0.016871795163154603
7;25.78;18.0;31.25;29.69;17.19;27.34;20.31;32.42;19.14;40.62;7.81;26.56;0.4482;0.01626554570198059;39.84;23.0;50.0;37.5;35.16;39.84;42.58;57.03;31.64;46.88;14.06;43.75;0.44452;0.015947504754066467
8;27.34;19.0;34.38;29.69;17.97;28.12;21.48;34.77;19.53;40.62;8.2;28.12;0.4657;0.015497077131271362;40.62;24.0;53.12;35.94;35.94;39.84;42.97;58.2;31.25;46.88;13.67;45.31;0.46938;0.01515405340909958
9;28.91;19.0;34.38;29.69;18.75;28.12;22.66;37.5;20.31;40.62;8.59;29.69;0.4692;0.015427273559570312;40.62;25.0;53.12;35.94;35.94;39.06;44.14;58.98;30.86;46.88;14.06;45.31;0.49034;0.014503136389255523
10;29.69;20.0;37.5;29.69;18.75;28.91;23.44;39.06;20.7;37.5;8.98;29.69;0.4947;0.014762065947055817;40.62;26.0;53.12;35.94;35.94;39.06;44.53;59.77;30.86;43.75;14.06;45.31;0.50838;0.01389446647644043
11;31.25;20.0;37.5;29.69;19.53;28.91;24.61;41.02;21.48;37.5;9.38;31.25;0.5171;0.013849349188804627;41.41;26.0;56.25;35.94;35.94;38.28;45.31;60.55;30.86;43.75;14.06;46.88;0.52706;0.01324962682723999
12;32.03;21.0;40.62;31.25;20.31;29.69;25.39;42.97;21.88;37.5;9.77;31.25;0.5383;0.013198412919044495;41.41;27.0;56.25;35.94;35.94;38.28;46.09;61.33;30.86;43.75;14.45;46.88;0.54316;0.012778536891937255
13;32.81;21.0;40.62;31.25;20.31;29.69;26.56;44.53;22.66;37.5;10.16;32.81;0.5224;0.013933100032806397;42.19;28.0;56.25;35.94;35.94;38.28;46.48;62.11;30.86;43.75;14.84;46.88;0.55406;0.012336973917484284
14;33.59;22.0;40.62;31.25;21.09;30.47;27.34;45.7;23.05;37.5;10.55;34.38;0.5421;0.013240116918087005;42.19;28.0;56.25;35.94;35.94;37.5;47.27;62.5;30.86;43.75;14.84;46.88;0.5738;0.011793407330513001
