;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-3;eval-saturation_features-31;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-3;train-saturation_features-31;train-saturation_features-7;training_accuracy;training_loss
0;78.12;59.0;6.25;20.31;11.72;26.56;22.27;46.09;64.06;15.62;74.61;10.94;0.0276;0.009158502864837647;83.59;69.0;6.25;25.0;14.84;28.91;24.61;48.83;65.62;15.62;76.17;12.5;0.01482;0.009007935495376587
1;75.78;50.0;6.25;21.88;12.5;26.56;22.27;45.7;63.67;15.62;74.22;10.94;0.0425;0.009062762308120727;82.81;66.0;6.25;25.0;14.84;29.69;24.61;48.83;65.62;15.62;76.17;12.5;0.03088;0.008936360054016114
2;72.66;38.0;6.25;21.88;12.5;26.56;22.27;44.92;63.28;15.62;73.44;12.5;0.0479;0.008932874965667725;81.25;60.0;6.25;25.0;15.62;29.69;24.61;48.05;65.23;15.62;75.78;12.5;0.0407;0.008832360315322876
3;69.53;28.0;6.25;23.44;13.28;26.56;22.27;44.14;62.89;15.62;72.66;12.5;0.0482;0.008796438694000245;78.91;54.0;6.25;25.0;15.62;29.69;24.61;47.66;65.23;15.62;75.0;12.5;0.04584;0.008711741638183593
4;67.19;20.0;6.25;23.44;13.28;26.56;22.27;43.75;62.5;15.62;72.27;12.5;0.0507;0.008679604291915893;77.34;47.0;6.25;26.56;15.62;29.69;24.61;47.27;64.84;15.62;74.61;14.06;0.04752;0.008589969959259033
5;65.62;13.0;6.25;23.44;14.06;26.56;22.27;43.75;62.11;15.62;71.88;12.5;0.0532;0.008558939743041992;76.56;41.0;6.25;26.56;16.41;29.69;24.61;46.88;64.45;18.75;74.22;14.06;0.05064;0.008478871269226074
6;64.06;9.0;6.25;25.0;14.06;26.56;22.27;43.36;62.11;15.62;71.48;14.06;0.0613;0.008460357475280761;75.0;36.0;6.25;26.56;16.41;29.69;24.61;46.88;64.45;18.75;73.83;14.06;0.05662;0.008380541114807129
7;62.5;7.0;6.25;25.0;14.06;27.34;22.27;43.36;61.72;15.62;71.48;14.06;0.067;0.008361563158035278;74.22;31.0;6.25;26.56;16.41;29.69;24.61;46.48;64.45;18.75;73.83;15.62;0.06286;0.00828906813621521
8;61.72;6.0;6.25;25.0;14.84;27.34;22.27;42.97;61.72;18.75;71.09;15.62;0.073;0.00827472186088562;73.44;27.0;6.25;28.12;17.19;30.47;24.61;46.48;64.06;18.75;73.44;15.62;0.06828;0.008205201654434204
9;60.94;6.0;6.25;25.0;14.84;27.34;22.66;42.97;61.72;18.75;70.7;15.62;0.0793;0.008198974418640136;72.66;23.0;6.25;28.12;17.19;30.47;25.0;46.48;64.06;18.75;73.05;15.62;0.07398;0.008130087165832519
10;60.16;6.0;6.25;25.0;14.84;27.34;22.66;42.97;61.33;18.75;70.7;15.62;0.0843;0.008114703798294067;71.88;20.0;6.25;28.12;17.19;30.47;25.0;46.09;64.06;18.75;73.05;15.62;0.07926;0.00805502592086792
11;59.38;6.0;6.25;25.0;14.84;28.12;22.66;42.97;61.33;18.75;70.7;15.62;0.0932;0.008040327405929566;71.88;18.0;6.25;28.12;17.19;30.47;25.0;46.09;63.67;21.88;72.66;17.19;0.08454;0.007984840459823608
12;58.59;6.0;6.25;26.56;15.62;28.12;22.66;42.97;61.33;18.75;70.31;17.19;0.1001;0.007967303061485291;71.09;16.0;6.25;28.12;17.19;30.47;25.0;46.09;63.67;21.88;72.66;17.19;0.0912;0.007916002917289734
13;57.81;6.0;6.25;26.56;15.62;28.12;22.66;42.58;61.33;18.75;70.31;17.19;0.1049;0.007898803305625916;71.09;14.0;6.25;28.12;17.19;31.25;25.0;46.09;63.67;21.88;72.66;17.19;0.09618;0.007844872183799744
14;57.81;6.0;6.25;26.56;15.62;28.12;22.66;42.58;60.94;18.75;70.31;17.19;0.1094;0.007824264979362488;70.31;13.0;6.25;28.12;17.97;31.25;25.0;45.7;63.67;21.88;72.27;17.19;0.10204;0.0077776797151565555
15;57.03;6.0;6.25;26.56;15.62;28.91;22.66;42.58;60.94;18.75;69.92;17.19;0.1156;0.007753919887542725;70.31;12.0;9.38;29.69;17.97;31.25;25.0;45.7;63.28;21.88;72.27;17.19;0.10468;0.0077103082323074345
16;57.03;6.0;6.25;26.56;16.41;28.91;23.05;42.58;60.94;21.88;69.92;17.19;0.1217;0.007681659817695617;69.53;11.0;9.38;29.69;17.97;31.25;25.0;45.7;63.28;21.88;72.27;17.19;0.10954;0.00764665337562561
17;56.25;6.0;6.25;26.56;16.41;28.91;23.05;42.58;60.94;21.88;69.92;17.19;0.1261;0.0076177466154098514;69.53;10.0;9.38;29.69;17.97;31.25;25.0;45.7;63.28;21.88;71.88;17.19;0.11242;0.007582955040931701
18;56.25;6.0;6.25;28.12;16.41;28.91;23.05;42.58;60.94;21.88;69.92;17.19;0.1293;0.007553828287124633;69.53;10.0;9.38;29.69;17.97;31.25;25.0;45.7;63.28;21.88;71.88;17.19;0.11598;0.007518789610862732
19;55.47;6.0;6.25;28.12;16.41;28.91;23.05;42.58;60.55;21.88;69.53;17.19;0.1348;0.007480236983299256;68.75;10.0;9.38;29.69;17.97;32.03;25.0;45.7;63.28;25.0;71.88;17.19;0.12056;0.007458250489234925
20;55.47;7.0;6.25;28.12;16.41;28.91;23.05;42.58;60.55;21.88;69.53;17.19;0.1375;0.007417602753639221;68.75;10.0;9.38;29.69;18.75;32.03;25.0;45.7;62.89;25.0;71.48;17.19;0.12564;0.007405837287902832
21;55.47;7.0;6.25;28.12;16.41;28.91;23.05;42.58;60.55;21.88;69.53;17.19;0.1415;0.00734906325340271;68.75;9.0;9.38;29.69;18.75;32.03;25.0;45.31;62.89;25.0;71.48;17.19;0.1292;0.00734521158695221
22;54.69;7.0;9.38;28.12;17.19;29.69;23.05;42.19;60.55;21.88;69.53;17.19;0.1441;0.007292422676086425;67.97;9.0;9.38;29.69;18.75;32.03;25.0;45.31;62.89;25.0;71.48;17.19;0.13256;0.007292278318405151
23;54.69;7.0;9.38;28.12;17.19;29.69;23.05;42.19;60.16;21.88;69.14;17.19;0.1507;0.007241761112213135;67.97;9.0;9.38;29.69;18.75;32.03;25.0;45.31;62.89;25.0;71.48;18.75;0.1357;0.007238803734779358
