;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_features-4;eval-saturation_features-8;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_features-4;train-saturation_features-8;training_accuracy;training_loss
0;76.56;50.0;3.12;16.8;13.87;35.35;52.93;61.33;3.91;4.3;0.596;0.0052605409324169156;83.2;50.0;3.12;22.66;17.97;44.14;66.02;73.44;5.47;7.03;0.5575;0.005392173683643341
1;78.91;50.0;4.69;19.14;16.02;40.43;60.94;68.95;4.69;5.47;0.639;0.005022945314645767;83.59;50.0;4.69;25.0;19.14;45.7;67.77;75.0;6.25;8.2;0.6132;0.00515986755490303
2;79.69;50.0;4.69;20.31;16.8;41.6;63.09;71.09;5.47;6.25;0.6475;0.004905216708779335;83.98;50.0;4.69;26.17;20.12;46.68;68.36;75.39;7.03;9.38;0.6481;0.004979701972007752
3;79.69;50.0;6.25;21.48;17.38;42.38;64.06;71.88;7.03;7.03;0.6835;0.0046790757924318315;83.98;50.0;6.25;27.34;20.9;47.07;68.75;75.59;8.59;10.16;0.6718;0.004738075968623161
4;79.69;50.0;6.25;22.27;17.58;42.77;64.84;72.27;7.81;7.81;0.713;0.004496529579162598;83.98;50.0;7.81;28.12;21.29;47.27;68.75;75.78;8.59;10.94;0.6832;0.004636474853754044
5;79.69;50.0;6.25;23.05;17.97;43.36;65.23;72.66;8.59;8.2;0.704;0.00460521775484085;83.98;50.0;7.81;28.91;21.68;47.66;68.95;75.78;9.38;11.33;0.7002;0.0045027624249458316
6;79.69;50.0;6.25;23.83;18.16;43.55;65.43;72.85;8.59;8.59;0.73;0.004269561618566513;83.59;50.0;9.38;29.3;21.88;47.66;68.95;75.78;10.16;12.11;0.7104;0.0043892989188432695
7;79.3;50.0;6.25;24.22;18.36;43.75;65.62;73.05;9.38;8.98;0.7295;0.004283874690532684;83.59;50.0;9.38;29.3;22.07;47.85;68.95;75.78;10.16;12.11;0.7269;0.004234411284327507
8;79.3;50.0;7.81;25.0;18.55;43.95;65.82;73.24;10.16;9.77;0.7235;0.004331464037299156;83.59;50.0;9.38;29.69;22.27;48.05;69.14;75.59;10.94;12.5;0.7239;0.00422940676510334
9;79.3;50.0;7.81;25.39;18.75;44.14;66.02;73.24;10.16;10.16;0.749;0.004082600340247154;83.2;50.0;10.94;30.08;22.46;48.05;69.14;75.78;10.94;12.89;0.7346;0.004144167229533195
10;78.91;0.0;7.81;25.78;18.95;44.34;66.02;73.24;10.94;10.55;0.744;0.004044185608625412;83.2;50.0;10.94;30.47;22.46;48.24;69.14;75.59;11.72;13.28;0.7445;0.004049948388338089
11;78.52;0.0;9.38;26.17;19.14;44.34;66.02;73.24;10.94;10.55;0.76;0.004027765244245529;83.2;50.0;10.94;30.47;22.66;48.24;69.14;75.59;11.72;13.28;0.7551;0.00394428306221962
12;78.52;0.0;9.38;26.17;19.34;44.34;66.21;73.24;11.72;10.94;0.76;0.00393069626390934;82.81;50.0;12.5;30.47;22.66;48.24;69.14;75.59;11.72;13.67;0.7566;0.0038903107434511185
13;78.12;0.0;9.38;26.56;19.34;44.53;66.02;73.24;11.72;11.33;0.755;0.0039703408926725385;82.81;50.0;12.5;30.86;22.66;48.24;69.14;75.59;12.5;13.67;0.7668;0.0037971477538347245
14;77.73;0.0;9.38;26.95;19.53;44.53;66.21;73.24;12.5;11.33;0.748;0.0043151527419686316;82.81;50.0;12.5;30.86;22.85;48.24;68.95;75.39;12.5;14.06;0.7662;0.003752763330936432
15;77.73;0.0;10.94;26.95;19.53;44.53;66.21;73.24;12.5;11.72;0.764;0.0038848000019788744;82.42;50.0;14.06;31.25;22.85;48.24;68.95;75.39;12.5;14.06;0.7757;0.0036421472907066346
16;77.34;0.0;10.94;27.34;19.73;44.53;66.21;73.24;12.5;11.72;0.776;0.00375426310300827;82.42;50.0;14.06;31.25;23.05;48.24;68.95;75.39;13.28;14.45;0.7787;0.003593730679154396
17;76.95;0.0;10.94;27.34;19.73;44.53;66.21;73.24;13.28;11.72;0.746;0.004102981120347977;82.42;50.0;14.06;31.25;23.05;48.24;68.95;75.39;13.28;14.45;0.7799;0.0035649674475193025
18;76.95;0.0;10.94;27.73;19.92;44.53;66.21;73.24;13.28;12.11;0.7685;0.004059378117322922;82.03;50.0;14.06;31.64;23.05;48.24;68.95;75.39;13.28;14.84;0.7798;0.0035365373194217683
19;76.56;0.0;12.5;27.73;19.92;44.73;66.21;73.24;13.28;12.11;0.7505;0.004117353186011315;82.03;0.0;15.62;31.64;23.24;48.24;68.95;75.39;13.28;14.84;0.7941;0.0034424302697181703
