;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_features-4;eval-saturation_features-8;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_features-4;train-saturation_features-8;training_accuracy;training_loss
0;43.75;6.0;25.0;34.38;21.88;37.5;62.5;64.06;25.0;15.62;0.0371;0.009102213287353516;78.12;24.0;25.0;43.75;28.12;46.88;68.75;73.44;25.0;18.75;0.02028;0.008995712013244629
1;34.38;3.0;25.0;37.5;25.0;39.06;59.38;60.94;25.0;18.75;0.0396;0.008815193414688111;68.75;16.0;25.0;43.75;29.69;46.88;67.19;70.31;25.0;21.88;0.03592;0.008816861143112182
2;31.25;2.0;25.0;43.75;26.56;39.06;56.25;57.81;31.25;21.88;0.051;0.008492180252075196;62.5;6.0;25.0;46.88;32.81;48.44;65.62;68.75;31.25;25.0;0.04186;0.00851044485092163
3;31.25;3.0;25.0;46.88;28.12;40.62;54.69;57.81;37.5;25.0;0.0721;0.008141131782531738;59.38;4.0;37.5;50.0;34.38;48.44;62.5;67.19;37.5;28.12;0.05696;0.008210515203475953
4;31.25;4.0;37.5;46.88;29.69;42.19;53.12;56.25;37.5;25.0;0.1011;0.007789894223213196;56.25;4.0;37.5;53.12;37.5;50.0;60.94;65.62;37.5;31.25;0.07968;0.007910119462013244
5;31.25;4.0;37.5;53.12;31.25;43.75;53.12;56.25;37.5;28.12;0.1252;0.007508885526657104;53.12;5.0;37.5;56.25;39.06;51.56;60.94;64.06;43.75;31.25;0.10098;0.007593608655929566
6;31.25;5.0;37.5;53.12;34.38;45.31;53.12;56.25;37.5;28.12;0.1406;0.007218440246582031;50.0;5.0;50.0;56.25;40.62;51.56;59.38;64.06;43.75;31.25;0.11636;0.007340525870323181
7;31.25;5.0;37.5;53.12;34.38;46.88;53.12;56.25;37.5;31.25;0.1552;0.00700201575756073;46.88;6.0;50.0;59.38;40.62;53.12;59.38;62.5;43.75;34.38;0.13272;0.007120307574272156
8;31.25;6.0;37.5;56.25;35.94;48.44;53.12;54.69;37.5;31.25;0.1666;0.006886099863052368;46.88;7.0;50.0;59.38;42.19;54.69;59.38;62.5;43.75;34.38;0.14606;0.006948963446617127
9;31.25;7.0;37.5;56.25;37.5;50.0;53.12;54.69;43.75;31.25;0.1794;0.00668196907043457;43.75;7.0;50.0;59.38;42.19;56.25;59.38;60.94;43.75;34.38;0.15972;0.006810151014328003
10;34.38;7.0;37.5;56.25;39.06;51.56;54.69;53.12;43.75;34.38;0.1982;0.00653953001499176;43.75;8.0;50.0;62.5;43.75;57.81;59.38;60.94;43.75;34.38;0.17226;0.006665244483947754
11;34.38;8.0;50.0;56.25;39.06;53.12;54.69;53.12;43.75;34.38;0.2112;0.0063766796588897705;43.75;9.0;50.0;62.5;45.31;57.81;59.38;59.38;43.75;37.5;0.18384;0.006533825144767761
12;34.38;8.0;50.0;59.38;40.62;54.69;54.69;53.12;43.75;34.38;0.2338;0.006215843176841736;40.62;9.0;50.0;62.5;45.31;59.38;59.38;59.38;43.75;37.5;0.19882;0.006409471182823181
13;34.38;9.0;50.0;59.38;42.19;56.25;54.69;51.56;43.75;34.38;0.2387;0.006130884051322937;40.62;10.0;50.0;62.5;46.88;60.94;59.38;57.81;43.75;37.5;0.20594;0.006305063047409057
14;34.38;9.0;50.0;59.38;42.19;57.81;56.25;51.56;43.75;37.5;0.2511;0.006019609332084655;40.62;10.0;50.0;62.5;46.88;60.94;59.38;57.81;43.75;37.5;0.21694;0.006202234530448914
15;34.38;9.0;50.0;59.38;43.75;57.81;56.25;51.56;43.75;37.5;0.2541;0.005982663249969483;40.62;10.0;50.0;62.5;48.44;62.5;59.38;56.25;43.75;40.62;0.22224;0.006121018800735473
16;37.5;10.0;50.0;59.38;43.75;59.38;56.25;50.0;43.75;37.5;0.2669;0.005801541805267334;40.62;10.0;50.0;62.5;48.44;62.5;59.38;56.25;43.75;40.62;0.23234;0.006037096877098084
17;37.5;10.0;50.0;59.38;43.75;59.38;56.25;50.0;43.75;37.5;0.2769;0.0057181931257247924;40.62;11.0;50.0;62.5;48.44;64.06;60.94;54.69;43.75;40.62;0.2383;0.005951006164550781
18;37.5;10.0;50.0;59.38;45.31;60.94;56.25;50.0;43.75;37.5;0.2813;0.005674084877967834;40.62;11.0;50.0;62.5;50.0;64.06;60.94;53.12;43.75;40.62;0.24764;0.005883964719772339
19;37.5;10.0;50.0;59.38;45.31;62.5;56.25;48.44;43.75;37.5;0.2871;0.005620900321006775;40.62;11.0;50.0;62.5;50.0;65.62;60.94;53.12;43.75;40.62;0.25246;0.005826216206550598
20;37.5;10.0;50.0;59.38;45.31;62.5;57.81;48.44;43.75;37.5;0.2888;0.005576962518692017;40.62;12.0;50.0;59.38;50.0;65.62;60.94;53.12;43.75;40.62;0.25892;0.005771362285614014
21;37.5;11.0;50.0;59.38;45.31;62.5;57.81;48.44;43.75;37.5;0.2997;0.005456977391242981;40.62;12.0;50.0;59.38;50.0;67.19;60.94;51.56;43.75;40.62;0.26406;0.005693278789520264
22;37.5;11.0;50.0;56.25;45.31;64.06;57.81;48.44;43.75;37.5;0.3116;0.0053977298259735105;40.62;12.0;50.0;59.38;50.0;67.19;60.94;51.56;43.75;40.62;0.27278;0.005641725778579712
23;37.5;11.0;50.0;59.38;45.31;64.06;57.81;46.88;43.75;37.5;0.3088;0.005426195549964905;40.62;12.0;50.0;59.38;50.0;67.19;60.94;51.56;43.75;40.62;0.27442;0.005595015020370483
24;37.5;11.0;50.0;59.38;46.88;64.06;57.81;46.88;43.75;37.5;0.3109;0.005371521735191345;40.62;12.0;50.0;59.38;50.0;67.19;60.94;50.0;43.75;40.62;0.28294;0.005547674341201782
25;37.5;11.0;50.0;59.38;46.88;65.62;57.81;46.88;43.75;37.5;0.3224;0.005267407584190369;40.62;13.0;50.0;59.38;50.0;68.75;60.94;50.0;43.75;40.62;0.28802;0.00550656391620636
26;37.5;11.0;50.0;59.38;46.88;65.62;57.81;46.88;43.75;37.5;0.3258;0.005277315950393676;40.62;13.0;50.0;59.38;50.0;68.75;60.94;50.0;43.75;40.62;0.29262;0.005463892436027527
27;37.5;12.0;50.0;59.38;46.88;65.62;57.81;46.88;43.75;37.5;0.3273;0.0051908358335495;40.62;13.0;50.0;59.38;50.0;68.75;60.94;48.44;43.75;40.62;0.29616;0.005419397859573364
28;37.5;12.0;50.0;59.38;46.88;65.62;59.38;45.31;43.75;37.5;0.3286;0.005195462608337403;40.62;13.0;50.0;59.38;51.56;68.75;60.94;48.44;43.75;40.62;0.29978;0.0053765067863464355
29;37.5;12.0;50.0;59.38;46.88;65.62;59.38;45.31;43.75;37.5;0.3367;0.005141703486442566;40.62;13.0;50.0;59.38;51.56;68.75;60.94;48.44;43.75;40.62;0.30168;0.00534754424571991
30;37.5;12.0;50.0;59.38;46.88;67.19;59.38;45.31;43.75;37.5;0.3399;0.005121584606170655;40.62;14.0;50.0;59.38;51.56;68.75;60.94;48.44;43.75;40.62;0.30766;0.005319335713386535
31;40.62;12.0;50.0;59.38;46.88;67.19;59.38;45.31;43.75;37.5;0.3383;0.005129259920120239;40.62;14.0;50.0;59.38;51.56;68.75;62.5;46.88;43.75;40.62;0.31034;0.005269285788536072
32;40.62;12.0;50.0;59.38;46.88;67.19;59.38;45.31;37.5;37.5;0.3471;0.00507470703125;40.62;14.0;50.0;59.38;51.56;68.75;62.5;46.88;43.75;40.62;0.31434;0.005244552555084228
33;40.62;12.0;50.0;56.25;46.88;67.19;59.38;45.31;37.5;37.5;0.3524;0.005017602849006653;40.62;14.0;50.0;59.38;51.56;70.31;62.5;46.88;43.75;40.62;0.31998;0.0052027329874038694
34;40.62;12.0;50.0;59.38;46.88;67.19;59.38;45.31;37.5;37.5;0.3556;0.004999566006660462;40.62;14.0;50.0;59.38;51.56;70.31;62.5;46.88;43.75;40.62;0.32172;0.005168249459266663
35;40.62;12.0;50.0;59.38;46.88;68.75;60.94;45.31;37.5;37.5;0.3412;0.005105764961242675;40.62;14.0;50.0;59.38;51.56;70.31;62.5;46.88;43.75;40.62;0.32692;0.005146145749092102
36;40.62;13.0;50.0;59.38;46.88;68.75;60.94;45.31;37.5;37.5;0.3524;0.0049910415172576906;40.62;14.0;50.0;56.25;51.56;70.31;62.5;46.88;43.75;40.62;0.32986;0.005120853099822998
37;40.62;13.0;50.0;56.25;46.88;68.75;60.94;45.31;37.5;37.5;0.3649;0.004892057180404663;40.62;14.0;50.0;56.25;51.56;70.31;62.5;46.88;43.75;40.62;0.33408;0.005082574286460876
38;40.62;13.0;50.0;56.25;46.88;68.75;60.94;45.31;37.5;37.5;0.3655;0.0049202649116516116;40.62;14.0;50.0;56.25;51.56;70.31;62.5;45.31;43.75;40.62;0.33324;0.005065232791900635
39;40.62;13.0;50.0;56.25;46.88;68.75;60.94;43.75;37.5;37.5;0.367;0.0048784629106521605;40.62;14.0;50.0;56.25;51.56;70.31;62.5;45.31;43.75;40.62;0.34004;0.0050285955286026
