;training_loss;training_accuracy;test_loss;test_accuracy;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_classifier-2;eval-saturation_classifier-6;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_classifier-2;train-saturation_classifier-6
0;0.03432657741546631;0.0347;0.0328260778427124;0.0589;25.0;25.0;18.75;28.12;18.75;29.69;50.0;54.69;15.62;3.0;50.0;37.5;31.25;46.88;32.81;43.75;60.94;67.19;62.5;4.0
1;0.031642032289505004;0.06884;0.030172029042243958;0.0988;37.5;31.25;25.0;34.38;25.0;34.38;51.56;54.69;21.88;5.0;50.0;43.75;40.62;53.12;39.06;48.44;60.94;67.19;53.12;6.0
2;0.029784976935386658;0.0976;0.02860957157611847;0.1308;50.0;37.5;31.25;43.75;28.12;39.06;53.12;56.25;28.12;6.0;62.5;56.25;46.88;53.12;43.75;50.0;60.94;65.62;50.0;8.0
3;0.028717683877944947;0.11938;0.02767546248435974;0.1545;50.0;43.75;34.38;46.88;31.25;42.19;53.12;57.81;31.25;7.0;62.5;62.5;46.88;56.25;45.31;53.12;60.94;65.62;46.88;9.0
4;0.027875266528129578;0.13966;0.026771243238449097;0.1786;50.0;50.0;37.5;46.88;32.81;45.31;53.12;57.81;34.38;9.0;62.5;56.25;50.0;56.25;46.88;56.25;60.94;65.62;46.88;10.0
5;0.0267830126953125;0.16614;0.02561385660171509;0.2037;50.0;50.0;37.5;46.88;32.81;45.31;53.12;56.25;34.38;9.0;62.5;56.25;46.88;56.25;45.31;54.69;59.38;64.06;43.75;10.0
6;0.026559859218597413;0.17126;0.025388829159736632;0.2068;50.0;43.75;37.5;46.88;31.25;45.31;53.12;56.25;31.25;9.0;62.5;56.25;46.88;53.12;42.19;54.69;59.38;62.5;43.75;10.0
7;0.02640886785030365;0.17542;0.025246385741233824;0.2114;50.0;43.75;37.5;46.88;31.25;45.31;51.56;56.25;31.25;9.0;62.5;56.25;43.75;53.12;40.62;53.12;57.81;60.94;40.62;10.0
8;0.02622816677570343;0.18042;0.025092733573913575;0.2159;50.0;43.75;37.5;46.88;31.25;45.31;51.56;56.25;31.25;9.0;62.5;50.0;43.75;53.12;39.06;53.12;56.25;60.94;40.62;10.0
9;0.026115928373336792;0.18408;0.024962010645866395;0.2168;50.0;43.75;34.38;46.88;29.69;45.31;51.56;54.69;31.25;9.0;62.5;50.0;40.62;50.0;39.06;51.56;56.25;59.38;37.5;10.0
10;0.025995021781921385;0.18398;0.024815323495864867;0.222;50.0;43.75;34.38;46.88;29.69;45.31;51.56;54.69;31.25;8.0;50.0;50.0;40.62;50.0;37.5;51.56;56.25;59.38;37.5;9.0
11;0.02596315162181854;0.18536;0.02482090973854065;0.2225;50.0;43.75;34.38;43.75;29.69;45.31;50.0;54.69;31.25;8.0;50.0;50.0;40.62;50.0;35.94;51.56;54.69;59.38;37.5;9.0
12;0.02590846568584442;0.18736;0.024808901882171632;0.2227;37.5;43.75;34.38;43.75;29.69;45.31;50.0;54.69;31.25;8.0;50.0;50.0;37.5;50.0;35.94;50.0;54.69;57.81;37.5;9.0
13;0.02595609417915344;0.18674;0.024776260542869567;0.2224;37.5;37.5;34.38;43.75;28.12;43.75;50.0;53.12;28.12;8.0;50.0;43.75;37.5;46.88;34.38;50.0;54.69;57.81;34.38;9.0
14;0.025905342164039613;0.18776;0.02478290092945099;0.2226;37.5;37.5;34.38;43.75;28.12;43.75;50.0;53.12;28.12;8.0;50.0;43.75;37.5;46.88;34.38;50.0;53.12;57.81;34.38;9.0
15;0.025913695907592772;0.18938;0.02479860360622406;0.2224;37.5;37.5;31.25;43.75;28.12;43.75;50.0;53.12;28.12;8.0;50.0;43.75;37.5;46.88;32.81;48.44;53.12;56.25;34.38;9.0
16;0.025888912596702576;0.18758;0.024801525259017944;0.2239;37.5;37.5;31.25;43.75;28.12;43.75;48.44;53.12;28.12;8.0;50.0;43.75;34.38;46.88;32.81;48.44;53.12;56.25;34.38;9.0
17;0.025900742406845093;0.18902;0.024773246622085573;0.2236;37.5;37.5;31.25;43.75;26.56;43.75;48.44;53.12;28.12;8.0;50.0;43.75;34.38;46.88;31.25;48.44;53.12;56.25;34.38;9.0
18;0.025864782309532167;0.18912;0.024787423539161683;0.2222;37.5;37.5;31.25;43.75;26.56;43.75;48.44;53.12;28.12;8.0;50.0;43.75;34.38;46.88;31.25;48.44;53.12;56.25;34.38;9.0
19;0.025904055771827698;0.18628;0.024777664303779603;0.2236;37.5;37.5;31.25;43.75;26.56;43.75;48.44;53.12;28.12;8.0;50.0;43.75;34.38;46.88;31.25;46.88;51.56;54.69;34.38;9.0
