;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_features-4;eval-saturation_features-8;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_features-4;train-saturation_features-8;training_accuracy;training_loss
0;15.62;4.0;25.0;28.12;15.62;37.5;57.81;48.44;25.0;15.62;0.0808;0.49745174853801727;59.38;14.0;62.5;50.0;37.5;59.38;71.88;70.31;56.25;34.38;0.0434;0.5393073996400833
1;25.0;7.0;25.0;34.38;21.88;42.19;57.81;48.44;31.25;25.0;0.1246;0.4689590224266052;53.12;16.0;62.5;56.25;42.19;60.94;70.31;67.19;68.75;40.62;0.07682;0.5032866304349899
2;34.38;9.0;25.0;40.62;25.0;45.31;56.25;46.88;37.5;31.25;0.133;0.4504062541484833;56.25;18.0;62.5;56.25;43.75;62.5;68.75;64.06;68.75;46.88;0.08902;0.48740518628597257
3;40.62;10.0;37.5;43.75;28.12;48.44;56.25;48.44;43.75;34.38;0.1686;0.43421967158317565;56.25;20.0;62.5;56.25;45.31;62.5;67.19;62.5;68.75;50.0;0.10508;0.474395108962059
4;43.75;11.0;37.5;43.75;31.25;51.56;56.25;48.44;50.0;37.5;0.1896;0.4131597570896149;59.38;21.0;62.5;56.25;46.88;64.06;65.62;62.5;68.75;53.12;0.12534;0.46131621067523954
5;46.88;12.0;37.5;43.75;31.25;53.12;56.25;50.0;56.25;40.62;0.2113;0.4010831692099571;59.38;22.0;62.5;56.25;46.88;64.06;65.62;60.94;68.75;53.12;0.14196;0.4501065698289871
6;46.88;12.0;50.0;43.75;32.81;53.12;56.25;50.0;56.25;40.62;0.2316;0.3878729485988617;59.38;22.0;62.5;53.12;46.88;65.62;64.06;60.94;75.0;53.12;0.1519;0.43964937021255496
7;50.0;13.0;50.0;46.88;34.38;54.69;56.25;50.0;62.5;40.62;0.2279;0.3858067520260811;59.38;22.0;62.5;53.12;46.88;65.62;62.5;59.38;68.75;53.12;0.1616;0.4344101910686493
8;50.0;14.0;50.0;46.88;35.94;56.25;56.25;51.56;62.5;43.75;0.2533;0.3722527073144913;59.38;23.0;62.5;53.12;46.88;65.62;62.5;59.38;68.75;53.12;0.17136;0.42624760978221893
9;50.0;14.0;50.0;46.88;35.94;57.81;56.25;51.56;62.5;43.75;0.2623;0.3651175179839134;59.38;23.0;75.0;53.12;46.88;67.19;62.5;59.38;68.75;53.12;0.18368;0.4199239563012123
10;50.0;14.0;50.0;46.88;35.94;59.38;56.25;51.56;62.5;43.75;0.269;0.3604670468330383;59.38;23.0;75.0;53.12;46.88;67.19;62.5;59.38;68.75;53.12;0.19068;0.41342664935112
11;50.0;15.0;62.5;46.88;37.5;59.38;56.25;53.12;62.5;43.75;0.2763;0.36033317312002183;59.38;23.0;75.0;50.0;46.88;68.75;62.5;59.38;68.75;53.12;0.20108;0.4081993933773041
