;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;28.12;7.0;6.25;21.88;10.16;25.78;25.0;17.19;37.89;15.62;34.77;55.86;55.08;49.61;9.38;0.0606;0.008749398565292358;75.0;60.0;6.25;28.12;16.41;34.38;33.59;23.83;48.44;15.62;46.88;67.19;71.88;73.44;12.5;0.03486;0.008904151582717896
1;17.19;6.0;6.25;28.12;13.28;28.91;28.91;17.19;34.77;18.75;32.03;51.17;51.17;42.19;14.06;0.0834;0.007957791686058044;64.84;30.0;6.25;32.81;18.75;37.5;36.72;25.0;47.27;18.75;44.53;63.67;66.8;66.8;14.06;0.0767;0.008251427097320557
2;17.19;8.0;6.25;31.25;15.62;32.03;32.81;17.97;34.77;21.88;31.25;47.27;46.09;35.55;17.19;0.1382;0.007288532781600952;59.38;15.0;6.25;35.94;21.88;41.41;41.41;26.95;47.66;21.88;44.53;60.55;63.67;61.33;17.19;0.11266;0.007554843549728393
3;17.97;9.0;6.25;34.38;17.19;35.16;35.94;19.14;35.55;25.0;32.03;45.31;41.8;30.08;18.75;0.1774;0.0067756519556045535;55.47;12.0;6.25;40.62;25.0;45.31;44.53;29.3;49.61;25.0;45.7;58.59;60.94;56.25;20.31;0.15504;0.006943474054336548
4;19.53;11.0;9.38;37.5;18.75;37.5;38.28;20.7;36.72;25.0;33.2;42.97;39.84;25.78;21.88;0.2278;0.0062306263923645015;53.12;12.0;9.38;42.19;26.56;47.66;47.66;32.03;51.56;28.12;48.05;57.42;58.59;51.17;23.44;0.20416;0.006376256551742554
5;20.31;12.0;9.38;37.5;19.53;37.5;40.62;21.88;38.28;28.12;35.16;41.8;37.89;22.66;23.44;0.2458;0.0059918356895446775;50.0;13.0;9.38;42.19;28.12;48.44;50.78;34.38;53.91;31.25;50.39;56.64;56.64;46.09;25.0;0.25038;0.00585400779247284
6;21.88;13.0;9.38;39.06;20.31;39.06;42.97;23.44;40.23;31.25;37.5;41.8;37.11;20.7;25.0;0.3133;0.005270655727386475;46.88;14.0;9.38;42.19;28.91;49.22;52.34;36.33;55.47;31.25;52.34;55.86;54.69;41.02;26.56;0.29196;0.005421056861877441
7;22.66;14.0;9.38;39.06;21.09;39.84;44.53;25.39;41.8;31.25;39.84;41.41;36.72;19.14;25.0;0.329;0.005129598832130432;44.53;15.0;9.38;42.19;28.91;49.22;53.91;38.28;57.03;34.38;54.3;55.08;53.52;36.33;28.12;0.3287;0.005080814499855041
8;23.44;14.0;9.38;39.06;21.09;39.84;46.09;26.56;43.36;34.38;42.19;41.8;36.72;17.97;26.56;0.3572;0.0048150009870529175;42.19;16.0;9.38;42.19;29.69;49.22;55.47;39.84;58.2;34.38;56.25;54.3;52.34;32.81;29.69;0.3588;0.004768503532409668
9;23.44;15.0;9.38;39.06;21.09;39.84;47.66;27.73;44.92;34.38;44.14;41.8;36.72;17.19;28.12;0.3873;0.004599158787727356;39.84;16.0;9.38;42.19;30.47;48.44;57.03;41.02;59.38;37.5;57.81;53.91;51.17;29.69;29.69;0.38532;0.004521130075454712
