;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;75.78;59.0;6.25;15.62;10.16;23.44;25.78;21.09;45.31;12.5;47.27;65.23;73.83;73.44;10.94;0.0202;0.00916241750717163;83.59;72.0;6.25;21.88;14.06;28.91;29.69;23.83;49.22;12.5;51.17;68.36;76.95;76.95;12.5;0.0146;0.009011728572845459
1;71.88;49.0;6.25;17.19;10.94;24.22;25.78;21.48;44.92;12.5;46.88;65.23;73.83;73.44;10.94;0.0296;0.009085911083221435;82.03;70.0;6.25;21.88;14.06;28.91;29.69;23.83;48.83;12.5;50.78;67.97;76.56;76.56;12.5;0.0222;0.008953711862564087
2;69.53;38.0;6.25;18.75;11.72;25.0;26.56;21.88;44.92;12.5;46.88;65.23;73.83;73.05;10.94;0.0334;0.008978411769866943;80.47;64.0;6.25;21.88;14.84;28.91;30.47;24.22;48.83;12.5;50.78;67.97;76.17;76.17;12.5;0.0298;0.008861332731246948
3;67.19;28.0;6.25;18.75;12.5;25.0;27.34;21.88;44.92;12.5;46.88;65.23;73.44;73.05;10.94;0.0406;0.008870345878601074;78.12;56.0;6.25;21.88;14.84;29.69;30.47;24.22;48.44;12.5;50.39;67.58;75.78;75.78;12.5;0.0371;0.008755561351776122
4;64.84;20.0;6.25;20.31;12.5;25.78;27.34;21.88;44.53;12.5;46.48;64.84;73.44;72.66;12.5;0.0463;0.008762160682678223;76.56;49.0;6.25;21.88;14.84;29.69;30.47;24.22;48.44;12.5;50.0;67.58;75.78;75.39;12.5;0.04178;0.008652321500778198
5;62.5;14.0;6.25;20.31;12.5;25.78;27.34;22.27;44.53;12.5;46.48;64.84;73.05;72.27;12.5;0.05;0.008663214206695557;75.0;43.0;6.25;23.44;14.84;29.69;30.47;24.22;48.05;12.5;50.0;67.19;75.39;75.0;14.06;0.04642;0.00855684790611267
6;60.94;9.0;6.25;20.31;12.5;25.78;27.34;22.27;44.14;12.5;46.09;64.84;73.05;71.88;12.5;0.0513;0.008566455030441284;74.22;38.0;6.25;23.44;14.84;29.69;31.25;24.22;48.05;12.5;49.61;67.19;75.0;74.61;14.06;0.05098;0.008463792867660523
7;59.38;8.0;6.25;20.31;13.28;26.56;28.12;22.27;44.14;12.5;46.09;64.45;72.66;71.48;12.5;0.0575;0.008480643129348755;72.66;33.0;6.25;23.44;15.62;29.69;31.25;24.22;47.66;12.5;49.22;66.8;74.61;74.22;14.06;0.05406;0.008378372945785523
8;57.81;7.0;6.25;21.88;13.28;26.56;28.12;22.27;43.75;15.62;45.7;64.45;72.66;71.09;12.5;0.063;0.008389186000823974;71.88;29.0;6.25;23.44;15.62;30.47;31.25;24.22;47.66;15.62;49.22;66.8;74.61;73.83;14.06;0.06086;0.008296238250732422
9;57.03;6.0;6.25;21.88;13.28;26.56;28.12;22.27;43.75;15.62;45.7;64.06;72.27;71.09;14.06;0.0657;0.008316017341613769;71.09;25.0;6.25;23.44;15.62;30.47;31.25;24.22;47.27;15.62;48.83;66.41;74.22;73.44;14.06;0.06544;0.008218409833908081
10;56.25;6.0;6.25;21.88;13.28;26.56;28.12;22.27;43.75;15.62;45.31;64.06;72.27;70.7;14.06;0.0691;0.008236113023757935;70.31;22.0;6.25;25.0;15.62;30.47;31.25;24.22;47.27;15.62;48.83;66.41;74.22;73.05;14.06;0.06942;0.008147954225540162
11;55.47;6.0;6.25;21.88;13.28;27.34;28.91;22.27;43.36;15.62;45.31;64.06;71.88;70.31;14.06;0.0761;0.008160619878768921;69.53;20.0;9.38;25.0;15.62;30.47;31.25;24.22;47.27;15.62;48.83;66.41;73.83;72.66;15.62;0.07456;0.00807914885520935
12;53.91;6.0;6.25;21.88;14.06;27.34;28.91;22.27;43.36;15.62;45.31;63.67;71.88;69.92;14.06;0.0791;0.008084888172149658;68.75;17.0;9.38;25.0;15.62;30.47;31.25;24.22;46.88;15.62;48.44;66.02;73.83;72.66;15.62;0.0778;0.008010908288955688
13;53.12;6.0;6.25;21.88;14.06;27.34;28.91;22.27;43.36;15.62;44.92;63.67;71.48;69.92;14.06;0.0854;0.008022880029678344;68.75;15.0;9.38;25.0;15.62;30.47;32.03;24.61;46.88;15.62;48.44;66.02;73.44;72.27;15.62;0.082;0.007948010993003846
14;52.34;6.0;6.25;23.44;14.06;27.34;28.91;22.27;42.97;15.62;44.92;63.67;71.48;69.53;14.06;0.0905;0.007946187829971314;67.97;14.0;9.38;25.0;16.41;31.25;32.03;24.61;46.48;15.62;48.05;66.02;73.44;71.88;15.62;0.08766;0.007880282020568848
15;51.56;6.0;6.25;23.44;14.06;27.34;28.91;22.27;42.97;15.62;44.92;63.28;71.09;69.14;15.62;0.0937;0.007877233004570007;67.19;12.0;9.38;25.0;16.41;31.25;32.03;24.61;46.48;15.62;48.05;65.62;73.05;71.88;15.62;0.09084;0.007817745246887208
16;51.56;6.0;6.25;23.44;14.06;28.12;29.69;22.27;42.97;15.62;44.53;63.28;71.09;69.14;15.62;0.0987;0.007811102509498596;67.19;11.0;9.38;25.0;16.41;31.25;32.03;24.61;46.48;15.62;48.05;65.62;73.05;71.48;15.62;0.09688;0.007756612696647644
17;50.78;6.0;6.25;23.44;14.84;28.12;29.69;22.66;42.97;15.62;44.53;63.28;70.7;68.75;15.62;0.1039;0.007752501559257508;66.41;10.0;9.38;25.0;16.41;31.25;32.03;24.61;46.48;15.62;47.66;65.62;72.66;71.09;17.19;0.09912;0.0076956142854690554
18;50.0;6.0;6.25;23.44;14.84;28.12;29.69;22.27;42.97;15.62;44.53;62.89;70.7;68.75;15.62;0.1086;0.007692955660820008;66.41;10.0;9.38;25.0;16.41;31.25;32.03;24.61;46.09;15.62;47.66;65.23;72.66;71.09;17.19;0.10412;0.007636007027626038
19;49.22;6.0;6.25;23.44;14.84;28.12;29.69;22.27;42.58;15.62;44.53;62.89;70.31;68.36;15.62;0.113;0.007628795957565307;65.62;9.0;9.38;25.0;16.41;31.25;32.03;24.61;46.09;15.62;47.66;65.23;72.66;70.7;17.19;0.10854;0.007579298410415649
20;49.22;6.0;6.25;23.44;14.84;28.12;29.69;22.66;42.58;15.62;44.53;62.89;70.31;68.36;15.62;0.1197;0.007568521380424499;65.62;9.0;9.38;25.0;17.19;31.25;32.03;24.61;46.09;15.62;47.66;65.23;72.27;70.7;17.19;0.11176;0.007523756852149964
21;48.44;6.0;6.25;23.44;14.84;28.12;29.69;22.66;42.58;18.75;44.14;62.89;70.31;67.97;15.62;0.1241;0.0075066473245620725;64.84;9.0;9.38;25.0;17.19;31.25;32.81;24.61;46.09;15.62;47.27;64.84;72.27;70.31;17.19;0.1156;0.007474323759078979
