;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;62.5;50.0;12.5;25.0;12.5;25.0;25.0;31.25;21.88;12.5;40.62;37.5;40.62;65.62;67.19;65.62;67.19;12.5;0.5655;0.0855118087530136;84.38;50.0;50.0;56.25;34.38;46.88;40.62;46.88;37.5;50.0;56.25;48.44;51.56;73.44;76.56;76.56;78.12;37.5;0.5086;0.08675263226628303
1;62.5;50.0;12.5;31.25;18.75;28.12;31.25;34.38;25.0;25.0;45.31;40.62;43.75;67.19;68.75;65.62;67.19;18.75;0.6075;0.08394616770744323;81.25;50.0;37.5;56.25;37.5;50.0;43.75;50.0;39.06;50.0;57.81;50.0;51.56;73.44;75.0;75.0;76.56;37.5;0.5485;0.0860158072143793
2;53.12;0.0;25.0;37.5;21.88;34.38;34.38;37.5;26.56;37.5;46.88;42.19;45.31;67.19;68.75;65.62;67.19;25.0;0.578;0.0841595592647791;75.0;50.0;37.5;56.25;37.5;50.0;43.75;50.0;39.06;50.0;57.81;48.44;51.56;71.88;73.44;73.44;75.0;37.5;0.5816;0.08453711328208446
3;53.12;0.0;25.0;43.75;21.88;37.5;37.5;40.62;28.12;37.5;48.44;42.19;45.31;67.19;68.75;65.62;67.19;25.0;0.6265;0.08123778153955936;71.88;50.0;37.5;56.25;37.5;50.0;43.75;50.0;40.62;50.0;57.81;48.44;51.56;70.31;71.88;71.88;73.44;37.5;0.5914;0.0837813302487135
4;50.0;0.0;37.5;43.75;25.0;40.62;40.62;40.62;29.69;37.5;50.0;43.75;45.31;67.19;67.19;65.62;67.19;25.0;0.6325;0.07958858478069306;68.75;0.0;37.5;56.25;37.5;50.0;46.88;50.0;40.62;50.0;57.81;48.44;51.56;70.31;71.88;71.88;71.88;37.5;0.6066;0.08258521471619606
5;46.88;0.0;37.5;50.0;28.12;40.62;43.75;43.75;31.25;37.5;50.0;43.75;46.88;65.62;67.19;65.62;65.62;31.25;0.624;0.08108499528467655;65.62;0.0;37.5;62.5;37.5;50.0;46.88;50.0;40.62;50.0;57.81;48.44;51.56;70.31;71.88;70.31;71.88;37.5;0.6161;0.08170819196105003
6;43.75;0.0;37.5;50.0;28.12;43.75;43.75;46.88;31.25;50.0;51.56;43.75;46.88;65.62;67.19;64.06;64.06;31.25;0.6445;0.07724083033204078;62.5;0.0;37.5;62.5;37.5;50.0;46.88;53.12;40.62;50.0;57.81;48.44;50.0;68.75;70.31;68.75;70.31;37.5;0.6274;0.08087666738927364
7;43.75;0.0;37.5;50.0;31.25;43.75;43.75;46.88;32.81;50.0;51.56;43.75;46.88;65.62;65.62;64.06;64.06;37.5;0.642;0.0774987346380949;62.5;0.0;37.5;62.5;40.62;50.0;50.0;53.12;40.62;50.0;57.81;48.44;50.0;68.75;70.31;68.75;68.75;43.75;0.6443;0.07948314743638038
8;40.62;0.0;50.0;56.25;31.25;43.75;43.75;46.88;34.38;50.0;53.12;43.75;46.88;65.62;65.62;62.5;62.5;37.5;0.6655;0.07511521239578724;59.38;0.0;50.0;62.5;40.62;50.0;46.88;53.12;40.62;62.5;57.81;46.88;50.0;68.75;68.75;67.19;67.19;43.75;0.6588;0.07816238371431827
9;37.5;0.0;50.0;56.25;31.25;46.88;46.88;50.0;34.38;50.0;53.12;45.31;46.88;65.62;65.62;62.5;60.94;37.5;0.677;0.07333011701703071;56.25;0.0;50.0;62.5;40.62;53.12;50.0;53.12;40.62;62.5;57.81;46.88;50.0;67.19;68.75;67.19;67.19;43.75;0.663;0.07733573603332043
10;37.5;0.0;50.0;56.25;34.38;46.88;46.88;50.0;34.38;50.0;53.12;45.31;48.44;65.62;65.62;62.5;60.94;37.5;0.702;0.07188759888708592;56.25;0.0;50.0;62.5;40.62;53.12;50.0;53.12;40.62;62.5;57.81;46.88;50.0;67.19;67.19;67.19;65.62;43.75;0.6831;0.07508461661934852
11;34.38;0.0;50.0;56.25;34.38;46.88;46.88;50.0;35.94;62.5;53.12;45.31;48.44;65.62;65.62;62.5;59.38;43.75;0.7035;0.07123703611642122;53.12;0.0;50.0;62.5;43.75;53.12;50.0;53.12;40.62;62.5;57.81;46.88;50.0;67.19;67.19;65.62;65.62;43.75;0.6834;0.07468065783381463
12;34.38;0.0;50.0;56.25;37.5;46.88;46.88;50.0;35.94;62.5;53.12;45.31;48.44;65.62;64.06;60.94;59.38;43.75;0.7255;0.0678326416835189;53.12;0.0;50.0;62.5;43.75;53.12;50.0;53.12;40.62;62.5;57.81;46.88;50.0;67.19;67.19;65.62;64.06;43.75;0.6919;0.07366822760105134
13;34.38;0.0;50.0;56.25;37.5;46.88;46.88;50.0;35.94;62.5;53.12;45.31;48.44;65.62;64.06;60.94;57.81;43.75;0.7395;0.06849358321726322;50.0;0.0;50.0;62.5;43.75;53.12;50.0;53.12;40.62;62.5;57.81;46.88;50.0;67.19;67.19;65.62;62.5;50.0;0.6997;0.07223506926894188
14;34.38;0.0;50.0;56.25;37.5;46.88;50.0;50.0;35.94;62.5;53.12;45.31;48.44;64.06;64.06;60.94;57.81;43.75;0.6885;0.0704936213567853;50.0;0.0;50.0;62.5;43.75;53.12;50.0;53.12;40.62;62.5;57.81;46.88;50.0;67.19;65.62;64.06;62.5;50.0;0.7064;0.07145989505052566
15;34.38;0.0;62.5;56.25;40.62;46.88;50.0;50.0;35.94;62.5;53.12;45.31;48.44;64.06;62.5;59.38;56.25;50.0;0.751;0.0655858644247055;50.0;0.0;62.5;62.5;46.88;53.12;50.0;53.12;40.62;62.5;56.25;46.88;50.0;65.62;65.62;64.06;60.94;50.0;0.7138;0.07088928043246269
16;31.25;0.0;62.5;62.5;40.62;50.0;50.0;50.0;35.94;62.5;53.12;45.31;48.44;64.06;62.5;59.38;56.25;50.0;0.74;0.06413185097277165;50.0;0.0;62.5;62.5;46.88;53.12;50.0;53.12;40.62;62.5;56.25;46.88;50.0;65.62;65.62;62.5;60.94;50.0;0.7217;0.06951731642186641
17;31.25;0.0;62.5;62.5;40.62;50.0;50.0;53.12;35.94;62.5;53.12;45.31;48.44;64.06;62.5;59.38;54.69;50.0;0.7525;0.06412668051943184;46.88;0.0;62.5;62.5;46.88;53.12;50.0;56.25;40.62;62.5;56.25;46.88;50.0;65.62;64.06;62.5;59.38;50.0;0.7195;0.06878579502254724
18;31.25;0.0;62.5;62.5;40.62;50.0;50.0;53.12;35.94;62.5;53.12;45.31;48.44;64.06;62.5;57.81;54.69;50.0;0.76;0.06191960067301989;46.88;0.0;62.5;62.5;46.88;53.12;50.0;56.25;40.62;62.5;56.25;46.88;50.0;65.62;64.06;62.5;59.38;50.0;0.7241;0.06810582213848829
19;31.25;0.0;62.5;62.5;43.75;50.0;50.0;53.12;37.5;62.5;53.12;45.31;48.44;64.06;60.94;57.81;53.12;50.0;0.7565;0.06362322114408016;46.88;0.0;62.5;62.5;46.88;53.12;50.0;56.25;40.62;62.5;56.25;46.88;50.0;65.62;64.06;62.5;57.81;50.0;0.7319;0.06679938657134771
