;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;2.34;40.0;6.25;9.38;4.69;7.81;7.81;7.81;3.52;15.62;2.73;1.95;1.56;1.56;1.17;1.17;1.17;7.81;0.4507;0.0449089083969593;28.12;40.0;25.0;39.06;26.56;46.09;45.31;45.31;31.25;46.88;32.81;29.3;26.95;26.95;21.88;17.58;13.28;34.38;0.37024;0.052234486659765246
1;3.91;50.0;12.5;12.5;6.25;11.72;14.06;12.5;4.69;21.88;5.08;3.91;2.73;2.34;1.56;1.56;1.56;10.94;0.6159;0.03375267957150936;22.66;50.0;46.88;34.38;28.91;41.41;46.88;46.88;28.91;53.12;29.69;24.22;19.53;15.62;7.42;6.25;7.03;40.62;0.57434;0.0374091357922554
2;5.47;50.0;18.75;14.06;7.81;14.06;17.19;15.62;6.64;25.0;6.25;5.08;3.52;2.34;1.95;1.56;1.95;14.06;0.7109;0.026054978546500206;19.53;60.0;56.25;34.38;29.69;35.16;42.19;44.53;26.56;50.0;26.17;20.7;16.02;9.77;3.91;4.3;5.47;42.19;0.6638;0.030496747623682024
3;7.03;60.0;21.88;15.62;8.59;14.84;18.75;17.97;7.81;25.0;7.81;6.25;4.3;2.73;1.56;1.56;1.95;15.62;0.7478;0.023668253698945044;19.53;60.0;62.5;35.94;29.69;32.03;38.28;42.19;26.17;46.88;24.22;19.53;14.06;7.81;2.73;3.12;5.47;43.75;0.70864;0.026873953021764756
4;7.81;60.0;25.0;17.19;10.16;16.41;20.31;19.53;8.59;25.0;9.38;7.42;4.69;2.73;1.56;1.56;2.34;17.19;0.7675;0.02195877875685692;17.97;60.0;62.5;35.94;30.47;29.69;34.38;39.84;26.17;46.88;23.44;18.75;13.28;5.86;2.34;2.73;5.08;45.31;0.74658;0.023968313292860983
5;8.59;60.0;28.12;18.75;10.94;17.19;21.09;21.09;9.77;25.0;10.16;7.81;5.08;3.12;1.56;1.56;2.73;18.75;0.7905;0.019787686491012573;17.97;60.0;65.62;35.94;31.25;28.91;32.03;38.28;25.78;43.75;22.66;17.97;12.89;5.08;1.95;2.34;5.08;46.88;0.77042;0.021778363727331163
6;9.38;60.0;31.25;20.31;11.72;17.97;22.66;21.88;10.55;25.0;10.55;8.59;5.47;3.12;1.56;1.95;2.73;20.31;0.812;0.017610982674360277;17.97;60.0;65.62;35.94;31.25;28.12;31.25;36.72;26.17;40.62;21.88;17.58;12.5;4.69;1.95;1.95;5.08;46.88;0.78914;0.020007150086164476
7;9.38;60.0;34.38;21.88;12.5;18.75;23.44;22.66;11.33;25.0;11.33;8.98;5.86;2.73;1.56;1.95;3.12;21.88;0.8135;0.018133350370824336;17.19;60.0;65.62;35.94;32.03;28.12;31.25;35.16;25.78;37.5;21.48;16.8;12.5;3.91;1.56;1.95;5.08;46.88;0.8067;0.018728375532329082
8;10.16;60.0;34.38;21.88;14.06;19.53;24.22;23.44;11.72;25.0;12.11;9.38;6.25;2.73;1.56;1.56;3.12;23.44;0.819;0.017132203487306832;16.41;70.0;65.62;35.94;32.81;28.12;30.47;33.59;25.39;34.38;20.7;16.41;12.11;3.52;1.56;1.95;5.08;48.44;0.82066;0.01727845055669546
9;10.94;60.0;37.5;23.44;14.84;20.31;25.0;23.44;12.11;25.0;12.5;9.77;6.64;2.73;1.56;1.56;3.52;25.0;0.8369;0.015477652674913406;16.41;70.0;65.62;35.94;32.81;28.12;30.47;33.59;25.0;34.38;20.31;16.02;12.11;3.12;1.56;1.56;5.08;48.44;0.8301;0.016426177663207055
10;10.94;60.0;37.5;23.44;15.62;21.09;25.0;24.22;12.5;25.0;12.5;10.16;7.03;2.34;1.56;1.56;3.52;26.56;0.825;0.016458732011914255;15.62;70.0;65.62;35.94;33.59;28.12;30.47;32.81;24.61;34.38;19.92;15.62;11.72;2.73;1.56;1.56;5.08;48.44;0.84212;0.015349889673441648
11;10.94;60.0;40.62;25.0;16.41;21.88;25.78;25.0;12.89;25.0;12.89;10.16;7.42;2.34;1.56;1.56;3.52;28.12;0.8387;0.015668984854221343;15.62;70.0;65.62;35.94;34.38;28.12;30.47;32.03;24.61;34.38;19.14;15.23;11.72;2.34;1.56;1.56;5.47;50.0;0.84956;0.014534286153167486
12;10.94;60.0;40.62;25.0;17.19;22.66;26.56;25.78;13.28;25.0;13.28;10.55;7.42;1.95;1.56;1.56;3.52;29.69;0.8494;0.01476775072067976;14.84;70.0;65.62;35.94;34.38;28.91;30.47;32.03;24.22;31.25;18.75;14.84;11.33;2.34;1.56;1.56;5.08;50.0;0.858;0.013790512190312148
13;10.94;70.0;43.75;26.56;17.97;22.66;26.56;25.78;13.67;25.0;13.28;10.55;7.81;1.95;1.56;1.56;3.91;29.69;0.857;0.014013123878091574;14.84;70.0;65.62;35.94;35.16;28.91;30.47;31.25;24.22;31.25;18.75;14.45;11.33;2.34;1.56;1.56;5.08;50.0;0.86626;0.013083573512285947
14;10.94;70.0;43.75;26.56;18.75;23.44;27.34;25.78;14.06;25.0;13.28;10.55;7.81;1.95;1.56;1.56;3.91;31.25;0.861;0.013588306409865619;14.84;70.0;62.5;35.94;35.16;28.91;30.47;30.47;24.22;31.25;18.36;14.06;10.94;1.95;1.56;1.56;5.08;50.0;0.8713;0.0124589873470366
15;10.94;70.0;43.75;26.56;19.53;24.22;27.34;26.56;14.45;25.0;13.67;10.55;7.81;1.95;1.56;1.56;3.91;31.25;0.8555;0.013912342169880867;14.84;70.0;62.5;35.94;35.94;28.91;30.47;30.47;23.83;31.25;17.97;13.67;10.94;1.95;1.56;1.56;5.08;51.56;0.8778;0.011862626030743123
16;10.94;70.0;43.75;28.12;20.31;24.22;28.12;26.56;14.84;25.0;13.67;10.55;8.2;1.95;1.56;1.56;3.91;32.81;0.8672;0.012711589429527522;14.06;70.0;62.5;35.94;35.94;29.69;30.47;29.69;23.83;31.25;17.58;13.28;10.55;1.95;1.56;1.56;5.08;51.56;0.88434;0.011249758885502815
17;10.94;70.0;43.75;28.12;21.09;25.0;28.12;26.56;15.23;25.0;13.67;10.55;8.2;1.95;1.56;1.56;3.91;32.81;0.8659;0.01313467753380537;14.06;70.0;62.5;35.94;36.72;29.69;30.47;29.69;23.83;31.25;17.58;12.89;10.55;1.95;1.56;1.56;5.08;51.56;0.88936;0.010823167159110308
18;10.16;70.0;43.75;28.12;21.88;25.0;28.91;26.56;15.62;25.0;13.67;10.16;8.2;1.95;1.56;1.56;4.3;34.38;0.868;0.013409711200743914;14.06;70.0;62.5;35.94;36.72;29.69;30.47;28.91;23.83;31.25;17.19;12.5;10.16;1.95;1.56;1.56;5.08;51.56;0.89324;0.01034528747215867
19;10.16;70.0;46.88;29.69;22.66;25.78;28.91;27.34;16.02;28.12;14.06;10.16;8.2;1.95;1.56;1.56;4.3;34.38;0.8684;0.01298986277282238;14.06;70.0;62.5;35.94;37.5;29.69;31.25;28.91;23.83;31.25;17.19;12.11;10.16;1.95;1.56;1.56;5.08;51.56;0.89544;0.010065977145433426
