;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;3.91;40.0;6.25;18.75;6.25;17.19;21.88;20.31;12.89;12.5;16.8;11.33;7.42;7.42;4.3;2.34;1.95;9.38;0.4685;0.011463668048381805;50.0;50.0;9.38;34.38;19.53;40.62;43.75;39.84;29.3;21.88;44.92;44.92;42.58;52.73;58.59;52.73;45.7;17.19;0.35592;0.013979896068572998
1;6.25;50.0;9.38;25.0;9.38;21.09;25.78;24.22;14.84;21.88;17.97;11.72;7.42;7.42;4.69;3.91;3.12;12.5;0.626;0.008361920922994613;39.84;50.0;15.62;40.62;25.0;45.31;49.22;46.09;34.77;31.25;45.31;41.8;36.72;39.84;42.19;34.38;21.48;25.0;0.56808;0.009574038743972777
2;8.59;60.0;12.5;26.56;10.94;23.44;27.34;27.34;15.62;25.0;17.97;12.11;8.2;7.81;5.47;4.3;3.52;15.62;0.6826;0.007290598410367966;34.38;60.0;21.88;42.19;28.91;46.88;50.78;50.0;37.5;37.5;45.31;40.62;33.98;32.03;29.69;22.27;12.5;28.12;0.66068;0.007692489511966705
3;10.94;60.0;15.62;28.12;12.5;24.22;28.91;30.47;16.02;31.25;17.58;13.28;9.77;8.2;5.47;4.3;3.52;17.19;0.7205;0.0064675408303737645;31.25;60.0;25.0;40.62;31.25;46.88;50.78;51.56;38.67;37.5;43.75;39.06;32.42;26.56;20.7;15.23;9.38;31.25;0.71826;0.006479482871294021
4;12.5;60.0;18.75;28.12;13.28;24.22;29.69;31.25;16.41;34.38;17.58;13.67;10.55;7.81;5.08;4.3;3.91;18.75;0.6921;0.007589777976274491;29.69;60.0;31.25;39.06;32.81;45.31;50.0;52.34;38.67;40.62;42.19;37.89;31.64;22.66;15.23;11.72;7.81;32.81;0.74944;0.005740319269895554
5;13.28;60.0;21.88;28.12;14.84;25.0;30.47;32.81;17.19;37.5;17.58;14.45;11.72;7.81;5.08;4.69;4.3;20.31;0.7919;0.004970596179366112;28.12;60.0;37.5;39.06;35.16;43.75;49.22;53.12;38.67;43.75;40.62;36.33;30.86;19.53;11.72;8.98;7.03;34.38;0.77588;0.005260630859732628
6;14.84;60.0;28.12;28.12;15.62;25.78;32.03;34.38;17.19;37.5;17.97;15.23;12.5;7.81;5.08;4.3;4.3;21.88;0.7836;0.005146902474761009;27.34;60.0;43.75;37.5;36.72;42.97;48.44;53.12;39.06;43.75;39.45;35.16;30.47;16.8;9.38;7.42;6.25;35.94;0.79414;0.004820966497659683
7;15.62;60.0;31.25;28.12;16.41;25.78;32.81;35.16;17.58;37.5;17.97;16.02;13.28;7.42;5.08;4.3;4.3;21.88;0.8122;0.004418089458346367;26.56;70.0;46.88;37.5;37.5;41.41;47.66;53.12;39.06;43.75;38.28;34.38;30.08;14.84;7.81;6.64;5.86;37.5;0.80878;0.0044865736311674115
8;17.19;60.0;31.25;28.12;17.19;25.78;33.59;36.72;17.97;37.5;18.36;16.8;14.06;7.42;4.69;3.91;4.3;23.44;0.8209;0.004193718102574348;26.56;70.0;46.88;37.5;38.28;39.84;47.66;53.12;39.45;43.75;37.11;33.59;30.08;13.28;6.64;5.86;5.47;39.06;0.82112;0.004192534844279289
9;17.19;60.0;34.38;28.12;17.97;25.78;34.38;37.5;18.36;37.5;18.75;17.19;14.84;7.42;4.3;3.91;4.3;23.44;0.8161;0.00430547915995121;25.78;70.0;50.0;35.94;39.06;39.06;46.88;53.91;39.45;43.75;35.94;33.2;30.08;12.11;5.86;5.08;5.47;40.62;0.83248;0.00393480079293251
