;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;78.12;60.0;6.25;15.62;10.16;23.44;23.44;30.47;23.83;9.38;48.83;52.34;52.34;67.58;74.61;76.56;76.56;9.38;0.1978;0.004406479501724243;84.38;90.0;6.25;20.31;13.28;29.69;26.56;34.38;25.78;12.5;51.56;55.08;54.69;69.53;76.56;78.91;78.91;12.5;0.15044;0.004448132257461548
1;71.09;20.0;6.25;18.75;11.72;25.78;24.22;31.25;23.83;12.5;48.05;51.95;51.56;67.58;74.22;75.78;75.39;10.94;0.2603;0.003883697295188904;81.25;60.0;6.25;21.88;14.84;31.25;27.34;35.16;26.17;12.5;51.56;54.69;54.3;69.53;76.17;78.12;77.73;14.06;0.22338;0.0041030209279060365
2;66.41;20.0;6.25;20.31;12.5;26.56;25.78;32.03;24.22;12.5;47.66;51.56;50.78;67.19;73.44;74.61;73.83;12.5;0.3144;0.0036175850987434388;78.12;30.0;6.25;23.44;15.62;32.03;28.91;35.16;26.17;15.62;51.17;54.3;53.52;68.75;75.39;77.34;76.56;14.06;0.27096;0.0037429575037956236
3;63.28;20.0;6.25;20.31;13.28;27.34;25.78;32.81;24.22;12.5;47.27;51.17;50.39;66.41;72.66;73.83;72.66;14.06;0.3582;0.0034402397751808166;75.78;20.0;6.25;25.0;15.62;32.81;28.91;35.94;26.56;15.62;50.78;53.91;53.12;68.36;75.0;76.56;75.78;15.62;0.3158;0.003533373939990997
4;60.94;20.0;6.25;21.88;13.28;28.12;26.56;32.81;24.22;12.5;47.27;50.78;49.61;66.02;72.27;73.05;71.88;14.06;0.3847;0.003272800540924072;74.22;20.0;6.25;25.0;16.41;32.81;29.69;35.94;26.56;15.62;50.39;53.52;52.73;67.97;74.61;75.78;74.61;17.19;0.3477;0.003383623058795929
5;59.38;20.0;6.25;23.44;14.06;28.91;27.34;33.59;24.22;15.62;46.88;50.39;49.22;65.62;71.88;72.66;71.09;15.62;0.4138;0.003160922122001648;72.66;20.0;6.25;26.56;17.19;33.59;29.69;35.94;26.56;18.75;50.0;53.12;52.34;67.58;73.83;75.0;73.83;18.75;0.37504;0.0032538431668281556
6;58.59;30.0;6.25;23.44;14.84;29.69;27.34;33.59;24.22;15.62;46.48;50.39;49.22;65.23;71.48;71.88;70.31;15.62;0.4301;0.0030369959592819215;71.88;30.0;9.38;26.56;17.19;33.59;30.47;36.72;26.56;18.75;49.61;53.12;51.95;67.19;73.44;74.22;73.05;18.75;0.4023;0.0031353506994247437
7;57.81;30.0;6.25;25.0;14.84;29.69;28.12;34.38;24.61;15.62;46.48;50.0;48.83;65.23;71.09;71.48;69.92;17.19;0.4662;0.0028890695929527283;71.09;30.0;9.38;28.12;17.19;34.38;30.47;36.72;26.56;18.75;49.61;52.73;51.56;66.8;73.05;73.83;72.66;18.75;0.4241;0.003025375728607178
8;57.03;40.0;6.25;25.0;15.62;30.47;28.12;34.38;24.61;15.62;46.48;50.0;48.44;64.84;70.7;71.09;69.53;17.19;0.4793;0.002872791814804077;70.31;40.0;9.38;28.12;17.97;34.38;30.47;36.72;26.56;18.75;49.22;52.34;51.17;66.8;72.66;73.05;71.88;20.31;0.4509;0.0029175385332107545
9;56.25;40.0;9.38;26.56;15.62;30.47;28.91;35.16;24.61;18.75;46.48;49.61;48.44;64.84;70.31;70.7;68.75;18.75;0.5029;0.0027343781113624574;70.31;40.0;9.38;28.12;17.97;34.38;31.25;36.72;26.56;21.88;48.83;51.95;50.78;66.41;72.27;72.66;71.48;20.31;0.47062;0.0028196294355392454
