;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;77.34;57.0;6.25;26.56;11.72;22.66;28.12;29.69;25.39;15.62;47.66;53.12;52.73;68.75;74.61;75.0;76.56;10.94;0.0202;0.009169257688522338;82.81;69.0;6.25;31.25;14.06;27.34;32.03;31.25;26.56;18.75;49.61;55.08;55.08;70.31;76.56;76.95;78.52;14.06;0.01292;0.009009548845291138
1;69.53;39.0;6.25;28.12;12.5;24.22;28.91;30.47;25.39;18.75;46.48;51.56;51.56;68.36;73.83;73.83;75.39;12.5;0.027;0.009052532482147217;80.47;64.0;6.25;32.81;15.62;28.12;32.81;32.03;26.95;18.75;49.61;54.69;54.69;70.31;76.17;76.56;78.12;14.06;0.02172;0.008937531480789185
2;64.84;26.0;6.25;29.69;12.5;24.22;29.69;29.69;25.0;18.75;45.7;50.78;50.39;67.97;73.05;73.44;74.61;12.5;0.0315;0.008962018251419067;78.12;55.0;6.25;32.81;15.62;28.12;32.81;32.03;26.95;21.88;48.83;53.91;53.52;69.92;75.39;75.78;77.34;14.06;0.02552;0.008839651174545288
3;61.72;17.0;6.25;29.69;13.28;24.22;29.69;29.69;25.0;18.75;44.92;50.0;50.0;67.58;72.66;73.05;73.83;14.06;0.0316;0.008884580659866333;75.78;47.0;6.25;32.81;15.62;28.12;32.81;32.03;26.95;18.75;48.44;53.52;53.12;69.53;75.0;75.39;76.56;15.62;0.02902;0.008761208562850953
4;59.38;11.0;6.25;29.69;13.28;24.22;29.69;29.69;25.0;18.75;44.92;50.0;49.61;67.19;72.27;72.66;73.44;14.06;0.0367;0.008819268369674683;74.22;40.0;6.25;32.81;15.62;28.12;32.81;32.03;26.95;18.75;48.05;52.73;52.73;69.53;74.61;75.0;75.78;15.62;0.03342;0.008694103536605834
5;57.81;6.0;6.25;29.69;13.28;24.22;29.69;29.69;25.0;18.75;44.53;49.61;49.22;67.19;71.88;72.27;73.05;14.06;0.0415;0.008748858070373535;72.66;35.0;6.25;32.81;15.62;28.91;32.81;32.03;26.56;18.75;47.66;52.73;52.34;69.14;74.22;74.61;75.39;15.62;0.03842;0.008632457332611084
6;56.25;4.0;6.25;29.69;14.06;25.0;30.47;29.69;25.0;18.75;44.53;49.22;48.83;66.8;71.48;71.88;73.05;14.06;0.0469;0.008679391193389892;71.09;30.0;6.25;32.81;15.62;28.91;32.81;32.03;26.56;21.88;47.66;52.34;51.95;68.75;73.83;74.22;75.0;15.62;0.0423;0.00857010380744934
7;54.69;4.0;6.25;31.25;14.06;25.0;30.47;30.47;25.0;18.75;44.14;49.22;48.44;66.41;71.09;71.88;72.66;15.62;0.0526;0.008606264972686767;70.31;26.0;6.25;32.81;16.41;28.91;33.59;32.03;26.56;21.88;47.27;52.34;51.56;68.75;73.44;73.83;74.61;15.62;0.04634;0.008506255254745484
8;53.91;4.0;6.25;31.25;14.06;25.0;30.47;30.47;25.0;21.88;44.14;49.22;48.44;66.41;71.09;71.48;72.27;15.62;0.0569;0.00854164366722107;69.53;23.0;6.25;32.81;16.41;28.91;33.59;32.03;26.95;21.88;47.27;51.95;51.56;68.36;73.05;73.83;74.61;17.19;0.05002;0.008439188690185546
9;53.91;4.0;6.25;31.25;14.06;25.78;31.25;30.47;25.0;21.88;44.14;48.83;48.44;66.41;70.7;71.48;71.88;15.62;0.0612;0.00847586407661438;68.75;20.0;6.25;32.81;16.41;28.91;33.59;32.03;26.95;21.88;47.27;51.95;51.17;68.36;73.05;73.44;74.22;17.19;0.0542;0.008372484312057496
10;53.12;4.0;6.25;31.25;14.84;25.78;31.25;30.47;25.0;21.88;44.14;48.83;48.05;66.02;70.31;71.09;71.48;15.62;0.0623;0.008399000358581543;68.75;18.0;6.25;34.38;16.41;29.69;33.59;32.03;26.56;21.88;46.88;51.56;50.78;67.97;72.66;73.05;73.83;17.19;0.05704;0.008308669176101685
11;52.34;4.0;6.25;31.25;14.84;25.78;31.25;30.47;25.0;21.88;43.75;48.44;47.66;65.62;70.31;70.7;71.48;15.62;0.0692;0.008343718481063843;67.97;15.0;6.25;34.38;17.19;29.69;33.59;32.81;26.56;21.88;46.88;51.56;50.78;67.97;72.27;72.66;73.44;17.19;0.0612;0.008247964248657227
12;51.56;4.0;6.25;32.81;14.84;25.78;31.25;30.47;24.61;21.88;43.75;48.44;47.66;65.62;69.92;70.31;71.09;15.62;0.0721;0.008281786346435546;67.19;14.0;9.38;34.38;17.19;29.69;33.59;32.81;26.56;21.88;46.88;51.17;50.39;67.58;72.27;72.66;73.05;17.19;0.06394;0.008187974824905396
13;51.56;5.0;6.25;32.81;14.84;26.56;31.25;31.25;24.61;21.88;43.75;48.05;47.27;65.23;69.53;69.92;70.7;15.62;0.0735;0.008223958587646484;67.19;12.0;9.38;34.38;17.19;29.69;34.38;32.81;26.56;25.0;46.48;51.17;50.0;67.58;71.88;72.27;72.66;17.19;0.06856;0.008132381143569947
14;50.78;5.0;6.25;32.81;14.84;26.56;32.03;31.25;24.61;21.88;43.36;48.05;47.27;65.23;69.53;69.92;70.31;17.19;0.0772;0.008169190454483033;66.41;11.0;9.38;34.38;17.19;29.69;34.38;32.81;26.56;25.0;46.48;50.78;50.0;67.19;71.48;71.88;72.66;17.19;0.07088;0.008078223085403442
15;50.78;5.0;6.25;32.81;15.62;26.56;32.03;31.25;24.61;21.88;43.36;47.66;46.88;64.84;69.14;69.53;69.92;17.19;0.0805;0.008109675645828247;66.41;10.0;9.38;34.38;17.19;29.69;34.38;32.81;26.56;25.0;46.09;50.78;49.61;67.19;71.48;71.48;72.27;17.19;0.07658;0.008027093057632446
16;50.0;5.0;6.25;32.81;15.62;26.56;32.03;31.25;24.61;25.0;42.97;47.66;46.88;64.84;68.75;69.14;69.92;17.19;0.091;0.0080473730802536;66.41;9.0;9.38;34.38;17.19;29.69;34.38;32.81;26.56;25.0;46.09;50.39;49.61;66.8;71.09;71.48;71.88;17.19;0.08066;0.007968512582778932
17;50.0;5.0;6.25;32.81;15.62;26.56;32.03;31.25;24.61;25.0;42.97;47.27;46.48;64.45;68.75;68.75;69.53;17.19;0.0901;0.007990978717803954;65.62;8.0;9.38;34.38;17.19;29.69;34.38;32.81;26.56;25.0;45.7;50.39;49.22;66.8;70.7;71.09;71.48;18.75;0.0859;0.007919080395698547
18;49.22;5.0;6.25;32.81;15.62;26.56;32.03;31.25;24.61;25.0;42.58;47.27;46.09;64.45;68.36;68.75;69.14;17.19;0.0941;0.007930719780921936;65.62;8.0;9.38;34.38;17.97;30.47;34.38;32.81;26.17;25.0;45.7;50.0;49.22;66.41;70.7;70.7;71.09;18.75;0.09162;0.007866049184799195
19;49.22;5.0;6.25;32.81;15.62;27.34;32.03;31.25;24.61;25.0;42.58;46.88;46.09;64.06;67.97;68.36;68.75;17.19;0.0992;0.007876319646835326;65.62;8.0;9.38;35.94;17.97;30.47;34.38;32.81;26.17;25.0;45.7;50.0;48.83;66.41;70.31;70.7;71.09;18.75;0.0951;0.007809450078010559
20;49.22;5.0;6.25;34.38;15.62;27.34;32.03;31.25;24.22;25.0;42.58;46.88;45.7;64.06;67.97;67.97;68.75;17.19;0.1044;0.0078050702333450316;64.84;8.0;9.38;35.94;17.97;30.47;34.38;32.81;26.17;25.0;45.31;49.61;48.44;66.02;69.92;70.31;70.7;18.75;0.09964;0.007750575914382935
21;48.44;6.0;6.25;34.38;15.62;27.34;32.03;31.25;24.22;25.0;42.19;46.48;45.31;63.67;67.58;67.97;68.36;18.75;0.1038;0.007754388403892517;64.84;8.0;9.38;35.94;17.97;30.47;34.38;32.81;26.17;25.0;45.31;49.61;48.44;66.02;69.92;69.92;70.7;18.75;0.10326;0.0076921497631073
22;48.44;6.0;6.25;34.38;16.41;27.34;32.03;31.25;24.22;25.0;42.19;46.48;45.31;63.28;67.19;67.58;67.97;18.75;0.1098;0.007699304246902466;64.84;8.0;9.38;35.94;17.97;30.47;34.38;32.81;26.17;25.0;45.31;49.22;48.05;65.62;69.53;69.92;70.31;18.75;0.107;0.007638073015213013
23;48.44;6.0;6.25;34.38;16.41;27.34;32.03;31.25;24.22;25.0;41.8;46.09;44.92;63.28;67.19;67.19;67.97;18.75;0.1115;0.007628439569473267;64.84;8.0;9.38;35.94;17.97;30.47;34.38;32.81;26.17;25.0;44.92;49.22;48.05;65.62;69.53;69.53;69.92;18.75;0.11004;0.007583429212570191
24;48.44;6.0;6.25;34.38;16.41;27.34;32.03;31.25;24.22;25.0;41.8;46.09;44.92;62.89;66.8;67.19;67.58;18.75;0.1165;0.007572944521903992;64.84;8.0;9.38;35.94;17.97;30.47;34.38;33.59;26.17;25.0;44.92;48.83;47.66;65.23;69.14;69.14;69.92;18.75;0.11172;0.007528005795478821
