;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;28.91;3.0;6.25;15.62;11.72;19.53;23.44;24.22;16.8;12.5;35.55;38.28;37.5;56.64;59.38;56.25;54.69;9.38;0.0578;0.1303095248937607;65.62;14.0;18.75;39.06;28.91;39.84;39.84;38.28;28.52;31.25;50.78;53.12;51.95;68.36;72.27;70.7;70.7;25.0;0.03438;0.13667038821697236
1;28.12;6.0;9.38;23.44;15.62;25.0;28.91;29.69;18.36;18.75;38.28;39.84;38.28;56.64;58.98;55.47;53.52;15.62;0.1143;0.12015498621463776;64.84;10.0;25.0;43.75;32.03;42.97;42.97;40.62;29.69;37.5;50.39;51.95;50.0;66.02;69.92;67.97;67.19;29.69;0.07282;0.12711828051567078
2;25.0;7.0;9.38;28.12;17.97;28.91;32.03;32.81;19.14;25.0;39.45;40.62;38.67;55.47;58.2;54.3;51.56;20.31;0.1481;0.1125433863401413;63.28;11.0;28.12;45.31;33.59;45.31;45.31;42.97;30.47;40.62;50.78;51.56;49.22;64.06;67.97;66.02;64.45;32.81;0.11268;0.11888515266895294
3;24.22;9.0;12.5;32.81;20.31;32.03;34.38;35.16;19.53;28.12;40.62;41.02;38.67;54.69;57.03;53.12;50.0;21.88;0.1867;0.10584986641407013;61.72;12.0;34.38;46.88;34.38;46.09;46.09;44.53;30.86;43.75;51.56;51.56;48.83;62.89;66.41;64.06;62.5;34.38;0.14176;0.11292001719951629
4;25.78;11.0;15.62;34.38;21.88;34.38;36.72;36.72;20.31;31.25;41.8;41.8;39.45;54.69;57.03;53.12;49.61;23.44;0.2134;0.10082312107086182;60.94;13.0;37.5;48.44;35.16;46.88;46.88;45.31;31.25;43.75;51.95;51.56;48.44;61.72;65.62;62.89;60.94;34.38;0.17096;0.10771894164085388
5;27.34;12.0;18.75;37.5;22.66;35.94;37.5;38.28;21.09;34.38;42.97;42.58;39.84;54.3;56.64;52.73;49.22;26.56;0.2477;0.09523941583633423;59.38;14.0;43.75;48.44;35.16;47.66;47.66;46.88;32.03;46.88;52.73;51.95;48.44;61.33;64.84;62.11;59.77;35.94;0.19732;0.10265995978355408
6;28.12;13.0;18.75;39.06;23.44;36.72;39.06;39.84;21.88;37.5;43.75;42.97;40.23;54.69;56.25;52.73;48.83;26.56;0.2772;0.08986321561336517;58.59;16.0;43.75;50.0;35.94;47.66;47.66;47.66;32.81;46.88;53.52;52.34;48.83;60.94;64.06;61.72;58.98;35.94;0.22664;0.09766642396450043
7;29.69;14.0;21.88;39.06;24.22;38.28;39.84;41.41;22.66;37.5;44.53;43.36;40.62;54.69;56.25;52.73;48.44;28.12;0.2994;0.08545758337974549;57.81;17.0;46.88;48.44;35.94;48.44;48.44;48.44;33.59;46.88;53.91;52.34;48.83;60.55;63.67;61.33;58.2;37.5;0.25428;0.0931405982542038
8;31.25;15.0;25.0;40.62;25.0;39.06;41.41;42.19;23.05;40.62;45.7;44.14;41.02;54.69;56.25;53.12;48.83;29.69;0.3258;0.08108728588819504;57.03;18.0;50.0;48.44;35.94;49.22;48.44;49.22;34.38;46.88;54.69;52.73;49.22;60.55;63.28;60.94;57.81;37.5;0.27668;0.08900588533878326
9;32.81;16.0;25.0;40.62;25.78;39.84;42.19;42.97;23.44;40.62;46.09;44.92;41.8;55.08;56.64;53.12;48.83;29.69;0.35;0.07788883159160614;56.25;19.0;50.0;46.88;36.72;49.22;49.22;49.22;34.77;46.88;55.08;53.52;49.61;60.16;63.28;60.55;57.42;37.5;0.29832;0.08572769537448884
