;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;4.69;4.0;6.25;20.31;9.38;18.75;18.75;20.31;9.77;12.5;18.75;14.45;8.98;9.38;6.64;3.91;2.73;9.38;0.0875;0.030805337572097777;59.38;19.0;6.25;35.94;24.22;39.06;38.28;39.06;26.95;21.88;45.7;45.31;42.58;54.3;59.38;57.81;53.91;18.75;0.05016;0.033645522017478946
1;6.25;7.0;9.38;28.12;11.72;24.22;22.66;23.44;10.55;18.75;18.36;12.89;8.98;7.42;5.47;4.3;3.12;15.62;0.1274;0.028327219724655153;47.66;13.0;9.38;46.88;31.25;48.44;46.88;48.44;32.03;34.38;48.05;44.53;38.28;41.8;44.14;41.02;28.91;31.25;0.11156;0.02917024708747864
2;7.81;10.0;9.38;29.69;14.06;25.78;27.34;27.34;12.11;21.88;19.14;14.06;9.77;8.2;5.47;4.69;3.52;20.31;0.1817;0.025990041732788086;38.28;15.0;15.62;50.0;33.59;51.56;52.34;52.34;34.38;37.5;49.22;43.75;35.55;32.81;30.47;25.78;15.23;39.06;0.15942;0.026469875712394713
3;9.38;12.0;15.62;31.25;15.62;28.12;31.25;30.47;13.28;28.12;19.92;14.84;10.94;8.59;5.08;4.3;3.52;25.0;0.2242;0.024002421283721924;32.03;17.0;18.75;48.44;33.59;50.78;53.91;54.69;34.77;43.75;48.83;42.97;34.38;27.34;21.09;15.62;9.77;43.75;0.20396;0.024410460271835327
4;10.94;14.0;15.62;31.25;16.41;28.12;34.38;33.59;14.06;31.25;21.09;16.8;12.5;8.98;5.08;3.91;3.52;26.56;0.2676;0.022222229123115538;28.91;19.0;25.0;46.88;34.38;49.22;54.69;54.69;34.77;43.75;48.44;42.58;33.59;23.44;15.23;10.16;7.81;45.31;0.2463;0.02275981568813324
5;11.72;15.0;18.75;32.81;17.19;28.91;37.5;35.94;15.23;31.25;22.27;19.14;14.06;8.98;4.69;3.91;3.52;28.12;0.2979;0.020898009872436524;26.56;20.0;25.0;45.31;35.16;46.88;55.47;55.47;35.55;43.75;47.66;42.58;33.2;20.7;11.72;7.42;7.03;46.88;0.2822;0.021451185483932496
6;12.5;16.0;21.88;32.81;17.97;29.69;39.06;38.28;16.8;34.38;23.83;21.09;15.23;8.98;4.69;3.91;3.91;29.69;0.321;0.020349316930770873;25.78;21.0;31.25;43.75;35.16;45.31;55.47;55.47;36.33;43.75;47.66;42.97;33.2;18.75;9.38;5.86;6.25;48.44;0.31284;0.02034098346710205
7;12.5;17.0;25.0;32.81;17.97;30.47;40.62;40.62;17.58;34.38;25.78;23.05;16.8;8.59;4.69;3.52;3.91;29.69;0.3352;0.020137841272354125;24.22;22.0;31.25;42.19;35.16;44.53;55.47;55.47;37.11;43.75;47.27;43.36;33.98;16.8;7.81;5.08;5.86;48.44;0.34172;0.01943305573940277
8;13.28;17.0;28.12;32.81;18.75;31.25;42.19;42.19;18.36;34.38;27.34;25.0;18.36;8.59;4.3;3.52;3.91;29.69;0.3803;0.01845415141582489;22.66;23.0;34.38;42.19;35.16;43.75;54.69;55.47;37.5;43.75;47.27;43.75;34.77;16.02;7.03;4.69;5.47;48.44;0.3639;0.018627281279563902
9;13.28;18.0;28.12;32.81;18.75;31.25;42.97;42.97;19.14;37.5;28.91;26.95;19.92;8.98;4.3;3.52;3.91;31.25;0.3969;0.017958693981170653;21.88;23.0;37.5;42.19;35.94;42.97;54.69;55.47;37.89;43.75;47.27;44.14;35.94;14.84;5.86;3.91;5.08;50.0;0.38436;0.01786544816017151
