;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_features-4;eval-saturation_features-8;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_features-4;train-saturation_features-8;training_accuracy;training_loss
0;56.25;5.0;50.0;37.5;21.88;50.0;68.75;71.88;37.5;25.0;0.0247;0.03617991299629211;75.0;14.0;50.0;43.75;28.12;53.12;71.88;71.88;37.5;31.25;0.01594;0.03594428762435913
1;50.0;3.0;50.0;37.5;25.0;46.88;68.75;68.75;37.5;25.0;0.028;0.03570875124931335;75.0;12.0;50.0;43.75;28.12;53.12;71.88;71.88;37.5;31.25;0.02654;0.03562037838935852
2;50.0;2.0;50.0;37.5;25.0;46.88;68.75;68.75;37.5;25.0;0.0297;0.03518654417991638;75.0;8.0;50.0;43.75;28.12;53.12;68.75;71.88;37.5;31.25;0.02918;0.035142700576782225
3;43.75;1.0;50.0;37.5;25.0;46.88;68.75;65.62;37.5;25.0;0.0315;0.034659397077560425;68.75;5.0;50.0;43.75;28.12;53.12;68.75;68.75;37.5;31.25;0.03114;0.03469173367500305
4;37.5;1.0;50.0;37.5;25.0;46.88;65.62;65.62;37.5;25.0;0.0317;0.03426962904930115;62.5;3.0;50.0;43.75;28.12;53.12;68.75;68.75;37.5;31.25;0.032;0.034290575904846195
5;37.5;1.0;50.0;37.5;25.0;46.88;65.62;65.62;37.5;31.25;0.0372;0.03394957089424133;62.5;3.0;50.0;43.75;28.12;50.0;68.75;68.75;37.5;31.25;0.03462;0.033958510093688964
6;37.5;1.0;50.0;37.5;28.12;46.88;65.62;65.62;37.5;31.25;0.0477;0.03364915432929993;56.25;2.0;50.0;43.75;31.25;50.0;68.75;68.75;50.0;31.25;0.03816;0.033665245695114136
7;37.5;2.0;50.0;37.5;28.12;46.88;65.62;65.62;50.0;31.25;0.0529;0.03332607774734497;56.25;2.0;50.0;43.75;31.25;50.0;68.75;68.75;50.0;37.5;0.04376;0.03339957063674927
8;31.25;2.0;50.0;37.5;28.12;46.88;65.62;65.62;50.0;37.5;0.0546;0.0330621054649353;50.0;2.0;50.0;43.75;31.25;50.0;68.75;65.62;50.0;37.5;0.0475;0.033131604251861575
9;31.25;2.0;50.0;37.5;28.12;46.88;65.62;62.5;50.0;37.5;0.0592;0.03280418848991394;50.0;2.0;50.0;43.75;31.25;53.12;68.75;65.62;50.0;37.5;0.0513;0.03287348210334778
10;31.25;2.0;50.0;37.5;28.12;46.88;65.62;62.5;50.0;37.5;0.0601;0.0324888240814209;50.0;2.0;50.0;43.75;31.25;53.12;68.75;65.62;50.0;37.5;0.05214;0.03261520652770996
11;31.25;2.0;50.0;43.75;31.25;46.88;65.62;62.5;50.0;37.5;0.0619;0.032224469876289366;43.75;3.0;50.0;43.75;31.25;53.12;68.75;65.62;50.0;37.5;0.0569;0.03236336273670196
12;31.25;2.0;50.0;43.75;31.25;46.88;65.62;62.5;50.0;37.5;0.0702;0.03201985130310059;43.75;3.0;50.0;43.75;34.38;53.12;68.75;65.62;50.0;37.5;0.06046;0.03218440289974213
13;31.25;2.0;50.0;43.75;31.25;46.88;65.62;62.5;50.0;37.5;0.0714;0.03177526485919952;43.75;3.0;50.0;43.75;34.38;53.12;68.75;65.62;50.0;43.75;0.0613;0.03197943849563599
14;31.25;3.0;50.0;43.75;31.25;46.88;65.62;62.5;50.0;43.75;0.0753;0.03156868677139282;43.75;3.0;50.0;43.75;34.38;53.12;68.75;65.62;50.0;43.75;0.06426;0.03179774315357208
15;31.25;3.0;50.0;43.75;31.25;50.0;65.62;62.5;50.0;43.75;0.0753;0.03141220121383667;43.75;3.0;50.0;43.75;34.38;53.12;68.75;65.62;50.0;43.75;0.06714;0.03164118978977203
16;31.25;3.0;50.0;43.75;31.25;50.0;65.62;62.5;50.0;43.75;0.0803;0.031192634105682373;43.75;3.0;50.0;50.0;34.38;53.12;68.75;65.62;50.0;43.75;0.0702;0.03148351117134094
17;31.25;3.0;50.0;43.75;31.25;50.0;65.62;62.5;50.0;43.75;0.0841;0.031011649441719056;43.75;3.0;50.0;50.0;34.38;53.12;68.75;65.62;50.0;43.75;0.07344;0.03131801988124847
18;31.25;3.0;50.0;43.75;31.25;50.0;65.62;62.5;50.0;43.75;0.088;0.03085814800262451;37.5;3.0;50.0;50.0;34.38;53.12;68.75;65.62;50.0;43.75;0.07438;0.0312211975812912
19;31.25;3.0;50.0;43.75;34.38;50.0;65.62;62.5;50.0;43.75;0.0913;0.030683714318275452;43.75;4.0;50.0;50.0;34.38;53.12;68.75;65.62;50.0;43.75;0.07654;0.03106266088485718
20;37.5;3.0;50.0;43.75;34.38;50.0;65.62;62.5;50.0;43.75;0.0976;0.030450678515434267;43.75;4.0;50.0;50.0;34.38;53.12;68.75;65.62;50.0;43.75;0.08136;0.030902523884773256
21;37.5;3.0;50.0;43.75;34.38;50.0;65.62;62.5;50.0;43.75;0.1053;0.030332255697250367;43.75;4.0;50.0;50.0;34.38;53.12;68.75;62.5;50.0;43.75;0.084;0.030802009468078612
22;37.5;4.0;50.0;43.75;34.38;50.0;65.62;62.5;50.0;43.75;0.1086;0.030066669249534606;43.75;4.0;50.0;50.0;37.5;53.12;68.75;62.5;50.0;43.75;0.08668;0.030656344356536865
23;37.5;4.0;50.0;50.0;34.38;50.0;65.62;62.5;50.0;50.0;0.1114;0.030024942278862;43.75;4.0;50.0;50.0;37.5;53.12;68.75;62.5;50.0;43.75;0.09254;0.030475890293121338
24;37.5;4.0;50.0;50.0;34.38;50.0;65.62;62.5;50.0;50.0;0.1153;0.02974709062576294;43.75;4.0;50.0;50.0;37.5;53.12;68.75;62.5;50.0;50.0;0.08962;0.030423126072883607
25;37.5;4.0;50.0;50.0;34.38;50.0;65.62;62.5;50.0;50.0;0.1163;0.0296474800825119;43.75;5.0;50.0;50.0;37.5;53.12;68.75;62.5;50.0;50.0;0.09454;0.030275111865997316
26;37.5;4.0;50.0;50.0;34.38;50.0;65.62;62.5;50.0;50.0;0.1195;0.02951738348007202;43.75;5.0;50.0;50.0;37.5;53.12;68.75;62.5;50.0;50.0;0.09842;0.030120066142082215
27;37.5;4.0;50.0;50.0;34.38;50.0;65.62;62.5;50.0;50.0;0.1229;0.029324233984947205;43.75;5.0;50.0;50.0;37.5;53.12;68.75;62.5;50.0;50.0;0.0997;0.030027404770851134
28;37.5;5.0;50.0;50.0;37.5;50.0;65.62;62.5;50.0;50.0;0.1301;0.02915570385456085;43.75;5.0;50.0;50.0;37.5;53.12;68.75;62.5;50.0;50.0;0.10152;0.029918359417915343
29;37.5;5.0;50.0;50.0;37.5;50.0;65.62;62.5;50.0;50.0;0.1313;0.029045222187042235;43.75;5.0;50.0;50.0;37.5;53.12;68.75;62.5;50.0;50.0;0.10558;0.029802537999153136
