;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;51.95;50.0;3.12;7.81;5.47;8.59;12.11;12.5;11.72;6.25;18.36;22.07;22.85;32.81;37.7;40.62;38.09;4.69;0.527;0.0013858427703380585;83.98;50.0;3.12;16.41;9.77;23.83;27.34;29.3;20.7;9.38;46.09;52.73;51.95;66.41;75.2;77.15;76.56;7.03;0.5032;0.0013884383857250215
1;76.17;50.0;3.12;12.5;8.2;18.36;22.27;23.44;18.16;9.38;37.5;42.97;42.58;55.27;63.87;66.8;65.04;7.03;0.5575;0.0013784119784832;84.38;50.0;3.12;17.19;10.55;24.61;28.12;29.69;21.48;10.94;47.27;54.1;53.32;68.36;76.56;78.52;77.93;7.81;0.519;0.0013846363306045531
2;79.69;50.0;3.12;14.06;8.98;20.31;24.61;25.78;19.14;10.94;41.02;47.07;46.48;60.35;69.53;72.46;71.09;7.81;0.5585;0.0013729557394981384;84.38;50.0;3.12;17.97;10.94;25.39;28.52;30.08;21.68;10.94;47.85;54.49;53.71;68.95;77.15;78.91;78.52;7.81;0.5334;0.0013790376007556916
3;80.86;50.0;3.12;15.62;9.38;21.48;25.39;26.56;19.73;12.5;42.77;49.02;48.44;62.7;71.88;74.61;73.44;7.81;0.565;0.0013638027310371398;84.38;50.0;4.69;18.75;11.33;25.78;28.91;30.08;21.88;12.5;48.05;54.69;53.91;69.14;77.15;79.1;78.71;8.59;0.5469;0.001372379219532013
4;81.25;50.0;3.12;16.41;10.16;22.27;26.17;26.95;20.12;12.5;43.36;49.8;49.22;63.67;72.85;75.59;74.61;8.59;0.57;0.0013572493195533753;84.38;50.0;4.69;19.53;11.72;26.17;29.3;30.47;22.07;12.5;48.24;54.88;54.1;69.34;77.34;79.3;78.71;9.38;0.562;0.0013680851936340333
5;81.64;50.0;4.69;17.19;10.16;22.66;26.56;27.34;20.31;12.5;43.95;50.39;49.8;64.45;73.63;76.17;75.2;8.59;0.5905;0.0013455154001712798;84.38;50.0;4.69;20.31;12.11;26.56;29.69;30.47;22.07;12.5;48.24;55.08;54.1;69.53;77.34;79.3;78.91;9.38;0.5809;0.0013572033166885376
6;81.64;50.0;4.69;17.97;10.55;23.05;26.95;27.73;20.51;14.06;44.53;50.98;50.39;65.23;74.02;76.56;75.78;9.38;0.57;0.0013369649946689606;84.77;50.0;4.69;20.31;12.5;26.95;29.69;30.86;22.27;14.06;48.44;55.08;54.3;69.53;77.54;79.3;78.91;10.16;0.5704;0.0013535283207893373
7;82.03;50.0;4.69;18.75;11.33;23.44;27.34;28.52;20.7;14.06;45.12;51.37;50.98;65.82;74.61;76.95;75.98;9.38;0.5755;0.0013312712609767914;84.77;50.0;4.69;21.09;12.89;27.34;30.08;30.86;22.46;14.06;48.44;55.27;54.3;69.73;77.54;79.3;78.91;10.16;0.5845;0.0013404420793056487
8;82.03;50.0;4.69;19.53;11.72;23.83;27.73;28.52;20.9;14.06;45.31;51.76;51.17;66.21;74.8;77.34;76.37;10.16;0.6;0.0013174343407154083;84.77;50.0;6.25;21.09;12.89;27.34;30.47;31.25;22.46;14.06;48.63;55.27;54.3;69.73;77.54;79.3;78.91;10.94;0.5991;0.0013298743665218352
9;82.03;50.0;4.69;20.31;12.11;24.22;28.12;28.91;21.09;15.62;45.7;52.15;51.56;66.6;75.0;77.54;76.56;10.94;0.6155;0.0013122848868370057;84.77;50.0;6.25;21.88;13.28;27.73;30.47;31.64;22.66;15.62;48.63;55.27;54.49;69.73;77.54;79.3;78.91;10.94;0.5972;0.0013290609776973725
10;82.03;50.0;4.69;21.09;12.11;24.61;28.52;29.3;21.29;15.62;45.9;52.34;51.76;66.8;75.2;77.54;76.76;10.94;0.6075;0.0013023562729358672;84.38;50.0;6.25;22.66;13.67;28.12;30.86;31.64;22.66;15.62;48.83;55.27;54.49;69.73;77.54;79.3;78.91;11.72;0.6061;0.0013161948859691619
11;82.03;50.0;4.69;21.09;12.5;25.0;28.52;29.69;21.29;15.62;46.09;52.54;51.95;66.99;75.39;77.73;76.76;11.72;0.596;0.0012975834906101228;84.38;50.0;6.25;22.66;14.06;28.52;31.25;31.64;22.85;15.62;48.83;55.47;54.49;69.73;77.54;79.3;78.91;11.72;0.6136;0.0013041563868522643
12;82.03;50.0;6.25;21.88;12.89;25.39;28.91;29.69;21.48;15.62;46.29;52.73;52.15;67.19;75.59;77.73;76.95;11.72;0.619;0.0012884312868118287;84.38;50.0;6.25;23.44;14.45;28.52;31.25;32.03;22.85;15.62;48.83;55.47;54.49;69.73;77.54;79.3;78.91;11.72;0.6154;0.0013050659477710723
13;82.03;50.0;6.25;21.88;13.28;25.39;28.91;30.08;21.48;17.19;46.48;52.73;52.15;67.19;75.59;77.93;76.95;11.72;0.63;0.0012723852097988129;84.38;50.0;6.25;23.44;14.45;28.91;31.64;32.03;23.05;15.62;48.83;55.47;54.49;69.92;77.54;79.3;78.71;12.5;0.6247;0.0012906697928905487
14;82.03;50.0;6.25;22.66;13.28;25.78;28.91;30.08;21.68;17.19;46.48;52.73;52.15;67.38;75.59;77.93;76.95;12.5;0.6565;0.0012463888823986053;84.38;50.0;6.25;24.22;14.84;28.91;31.64;32.42;23.05;17.19;48.83;55.47;54.49;69.92;77.34;79.3;78.71;12.5;0.6322;0.0012753678798675537
15;82.03;50.0;6.25;22.66;13.67;25.78;29.3;30.08;21.68;17.19;46.48;52.93;52.15;67.38;75.59;77.93;76.95;12.5;0.648;0.0012533043324947357;84.38;50.0;7.81;24.22;14.84;29.3;31.64;32.42;23.05;17.19;48.83;55.47;54.49;69.92;77.34;79.3;78.71;12.5;0.639;0.0012727819204330444
16;82.03;50.0;6.25;22.66;13.67;26.17;29.3;30.47;21.68;17.19;46.48;52.93;52.34;67.38;75.78;77.93;76.95;12.5;0.6505;0.0012489929795265198;84.38;50.0;7.81;24.22;15.23;29.3;31.64;32.42;23.05;17.19;48.83;55.47;54.49;69.92;77.34;79.3;78.71;12.5;0.6482;0.001254549288749695
17;82.03;50.0;6.25;23.44;14.06;26.17;29.3;30.47;21.88;17.19;46.68;52.93;52.34;67.58;75.78;77.93;76.95;12.5;0.6635;0.0012184871733188628;84.38;50.0;7.81;24.22;15.23;29.3;31.64;32.42;23.24;17.19;48.83;55.47;54.49;69.92;77.34;79.3;78.71;13.28;0.6475;0.001248992347717285
18;81.64;50.0;6.25;23.44;14.06;26.17;29.69;30.47;21.88;18.75;46.68;52.93;52.34;67.58;75.78;77.93;76.95;13.28;0.6785;0.0012095759510993957;84.38;50.0;7.81;24.22;15.23;29.69;32.03;32.42;23.24;17.19;48.83;55.47;54.49;69.73;77.34;79.1;78.52;13.28;0.6585;0.001239319396018982
19;81.64;50.0;6.25;23.44;14.45;26.56;29.69;30.47;21.88;18.75;46.68;52.93;52.34;67.58;75.78;77.93;76.95;13.28;0.6695;0.0012061209082603454;84.38;50.0;7.81;25.0;15.62;29.69;32.03;32.81;23.24;17.19;48.83;55.47;54.3;69.73;77.34;79.1;78.52;13.28;0.6641;0.0012273388981819153
