;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;25.0;0.0;25.0;25.0;18.75;31.25;25.0;25.0;21.88;50.0;50.0;46.88;50.0;75.0;71.88;75.0;71.88;25.0;0.1753;0.01674628336429596;75.0;10.0;50.0;25.0;25.0;37.5;25.0;31.25;25.0;25.0;53.12;46.88;50.0;75.0;75.0;75.0;75.0;25.0;0.1452;0.0175314946603775
1;25.0;0.0;25.0;25.0;25.0;37.5;25.0;31.25;25.0;50.0;46.88;43.75;50.0;75.0;71.88;71.88;68.75;25.0;0.1919;0.01573159053325653;62.5;10.0;50.0;37.5;31.25;37.5;25.0;31.25;28.12;50.0;53.12;46.88;50.0;75.0;71.88;75.0;71.88;25.0;0.18428;0.01617356100320816
2;25.0;0.0;25.0;37.5;25.0;37.5;25.0;31.25;25.0;50.0;46.88;43.75;46.88;71.88;68.75;68.75;65.62;25.0;0.22;0.015265345680713653;62.5;10.0;50.0;37.5;31.25;37.5;25.0;31.25;28.12;50.0;50.0;46.88;50.0;75.0;71.88;71.88;71.88;25.0;0.19958;0.01555874236345291
3;31.25;10.0;50.0;37.5;25.0;37.5;25.0;31.25;25.0;50.0;46.88;40.62;46.88;71.88;68.75;68.75;65.62;25.0;0.258;0.01486195089817047;56.25;10.0;50.0;37.5;31.25;43.75;25.0;31.25;28.12;50.0;50.0;46.88;46.88;75.0;71.88;71.88;71.88;25.0;0.22778;0.015158614025115967
4;31.25;10.0;50.0;37.5;25.0;37.5;25.0;31.25;25.0;50.0;43.75;40.62;43.75;71.88;68.75;65.62;62.5;25.0;0.2652;0.014497064769268035;56.25;10.0;50.0;50.0;31.25;43.75;31.25;37.5;28.12;50.0;50.0;46.88;46.88;71.88;68.75;68.75;68.75;37.5;0.2522;0.014778546688556672
5;31.25;10.0;50.0;37.5;25.0;37.5;25.0;31.25;25.0;50.0;43.75;40.62;43.75;71.88;65.62;65.62;62.5;25.0;0.2954;0.014107902574539184;56.25;10.0;50.0;50.0;31.25;43.75;31.25;37.5;28.12;50.0;50.0;43.75;46.88;71.88;68.75;68.75;68.75;37.5;0.26682;0.014501758315563202
6;31.25;10.0;50.0;37.5;25.0;37.5;25.0;37.5;25.0;50.0;43.75;40.62;43.75;68.75;65.62;62.5;59.38;37.5;0.3079;0.01387740557193756;56.25;10.0;50.0;50.0;31.25;43.75;31.25;37.5;28.12;50.0;50.0;43.75;46.88;71.88;68.75;68.75;65.62;37.5;0.28072;0.014296301531791686
7;31.25;10.0;50.0;37.5;25.0;37.5;25.0;37.5;25.0;50.0;43.75;40.62;40.62;68.75;65.62;62.5;59.38;37.5;0.3157;0.013729598391056062;56.25;10.0;50.0;50.0;31.25;43.75;31.25;37.5;28.12;50.0;50.0;43.75;46.88;71.88;68.75;65.62;65.62;37.5;0.29184;0.014132301731109619
8;31.25;10.0;50.0;37.5;25.0;43.75;25.0;37.5;25.0;50.0;43.75;40.62;40.62;68.75;62.5;62.5;59.38;37.5;0.3389;0.013500878596305848;56.25;20.0;50.0;50.0;31.25;43.75;31.25;37.5;31.25;50.0;50.0;43.75;46.88;71.88;68.75;65.62;65.62;37.5;0.30024;0.013944309601783753
9;31.25;20.0;50.0;37.5;25.0;43.75;25.0;37.5;28.12;50.0;43.75;40.62;40.62;68.75;62.5;62.5;56.25;37.5;0.3466;0.01343220089673996;50.0;20.0;50.0;50.0;31.25;43.75;31.25;37.5;31.25;50.0;50.0;43.75;46.88;71.88;65.62;65.62;62.5;37.5;0.31924;0.01374652055501938
