;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_features-4;eval-saturation_features-8;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_features-4;train-saturation_features-8;training_accuracy;training_loss
0;1.56;50.0;4.69;2.34;1.37;1.37;1.17;0.78;3.12;2.34;0.5274;0.15838964178562165;24.22;60.0;46.88;11.33;14.26;17.38;9.18;8.4;22.66;13.67;0.38444;0.2083654007279873
1;3.91;70.0;6.25;3.52;2.93;3.12;1.95;1.56;4.69;3.12;0.6786;0.11497308068275451;28.52;70.0;51.56;10.55;15.62;20.12;7.42;8.59;21.09;13.28;0.55842;0.157926085113883
2;6.64;70.0;9.38;3.91;4.1;4.69;2.54;1.76;5.47;3.91;0.734;0.0995579659730196;32.03;80.0;51.56;10.16;16.21;21.09;6.84;7.81;21.88;13.28;0.6544;0.12784089613378047
3;8.98;80.0;10.94;4.69;5.27;5.66;2.73;2.15;6.25;4.69;0.7733;0.08476791584044695;33.98;80.0;51.56;10.55;17.58;21.68;6.25;7.42;22.66;14.06;0.70812;0.1091053494465351
4;11.33;80.0;10.94;5.08;6.05;6.84;3.12;2.54;7.03;5.47;0.7973;0.0779432660728693;35.55;80.0;51.56;10.94;18.55;21.88;6.05;7.42;23.44;14.84;0.74562;0.09623487981617451
5;13.28;80.0;12.5;5.47;6.84;7.62;3.12;2.73;7.81;5.86;0.8072;0.07293738481849432;36.72;80.0;51.56;11.33;19.34;21.68;5.86;7.42;23.44;15.23;0.77216;0.0869092818081379
6;15.23;80.0;14.06;6.25;7.62;8.4;3.32;2.93;7.81;6.64;0.8177;0.06851570648103952;37.11;80.0;51.56;11.72;19.92;21.48;5.47;7.42;24.22;16.02;0.78428;0.0814166300842166
7;17.19;80.0;15.62;6.64;8.4;9.18;3.52;3.12;8.59;7.03;0.8035;0.07610587032586336;37.89;80.0;51.56;11.72;20.7;21.29;5.27;7.42;24.22;16.41;0.80242;0.07546199397832155
8;18.75;80.0;17.19;7.42;9.18;9.77;3.71;3.52;9.38;7.42;0.8277;0.06461218052059411;38.67;80.0;50.0;12.11;21.29;21.48;5.47;7.62;25.0;16.8;0.80786;0.07333695926725864
9;20.31;80.0;17.19;7.81;9.77;10.35;3.91;3.71;10.16;8.2;0.8239;0.06756252532452345;39.06;80.0;50.0;12.5;21.88;21.48;5.47;7.62;25.0;17.19;0.82248;0.06868595809608698
10;21.48;80.0;18.75;8.2;10.35;10.94;4.1;3.91;10.94;8.59;0.8394;0.061215779088437554;39.84;80.0;50.0;12.89;22.46;21.48;5.47;7.62;25.0;17.58;0.82498;0.06692853184580803
11;22.66;80.0;18.75;8.59;11.13;11.52;4.1;4.1;11.72;8.98;0.8442;0.06138677242994309;40.23;80.0;50.0;13.28;23.05;21.48;5.66;7.62;25.78;17.97;0.82946;0.0652058919852972
12;23.83;80.0;20.31;9.38;11.72;11.91;4.3;4.3;11.72;9.77;0.8533;0.057221659095585346;41.02;80.0;50.0;13.28;23.63;21.68;5.66;7.81;25.78;18.36;0.83512;0.06301563369601965
13;24.61;80.0;21.88;9.77;12.3;12.3;4.49;4.49;12.5;10.16;0.842;0.061558457884192466;41.02;80.0;51.56;13.67;24.02;21.68;5.66;7.81;25.78;18.36;0.8369;0.06211820969581604
14;25.39;80.0;23.44;10.16;12.7;12.89;4.69;4.69;13.28;10.55;0.8333;0.06351310404092074;41.41;80.0;51.56;14.06;24.61;21.88;5.86;7.81;25.78;18.75;0.8347;0.06310299060285092
15;26.17;80.0;23.44;10.55;13.28;13.09;4.69;5.08;13.28;11.33;0.8374;0.061671059104800224;41.8;80.0;53.12;14.06;24.8;21.88;5.86;7.81;25.78;19.14;0.83762;0.06310829347729682
16;26.56;40.0;25.0;10.55;13.67;13.48;4.88;5.08;14.06;11.72;0.819;0.41911741203814745;42.19;80.0;53.12;14.45;25.0;21.88;5.86;7.81;25.78;19.14;0.84136;0.06150639532983303
17;27.34;50.0;26.56;10.94;14.26;13.67;5.08;5.27;14.84;12.11;0.8403;0.05979913593530655;42.58;80.0;53.12;14.45;25.39;21.68;5.86;8.01;25.78;19.53;0.84104;0.061038997941613195
18;28.12;50.0;26.56;11.33;14.65;13.87;5.08;5.47;14.84;12.5;0.8438;0.06671946695744992;42.97;80.0;54.69;14.84;25.78;21.48;6.05;8.01;25.78;19.92;0.83398;0.06418154262006283
19;28.52;50.0;28.12;11.72;15.04;14.06;5.27;5.66;15.62;12.89;0.8215;0.11841943012028933;43.36;80.0;54.69;14.84;25.78;21.48;6.05;8.01;25.78;19.92;0.84574;0.059834688094258306
