;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-22;eval-saturation_features-25;eval-saturation_features-4;eval-saturation_features-8;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-22;train-saturation_features-25;train-saturation_features-4;train-saturation_features-8;training_accuracy;training_loss
0;2.34;60.0;3.12;3.12;1.95;2.34;1.76;1.17;3.91;2.34;0.64;0.031483659899234774;30.47;60.0;23.44;27.34;19.53;26.76;20.9;9.77;29.69;22.27;0.4902;0.04447769052743912
1;4.69;70.0;7.81;4.3;3.32;4.1;2.15;1.56;5.47;3.52;0.6924;0.02690655571818352;25.78;70.0;43.75;19.14;19.92;27.54;9.18;7.62;30.47;20.31;0.65438;0.031197109258770943
2;6.25;70.0;9.38;5.08;4.49;5.86;2.15;1.76;7.03;4.3;0.7405;0.023191637080907823;25.78;70.0;50.0;16.41;21.48;28.32;5.86;6.84;30.47;19.92;0.71298;0.025925456113815307
3;8.2;70.0;12.5;5.47;5.66;7.23;2.34;1.95;7.81;5.08;0.7713;0.020987765562534334;25.78;70.0;53.12;15.62;22.46;28.91;5.08;6.45;31.25;19.92;0.75376;0.022448101412653923
4;9.77;70.0;14.06;5.86;6.64;8.4;2.54;2.15;8.59;5.86;0.8016;0.017950780905783177;26.17;70.0;53.12;15.62;23.63;29.69;5.08;6.45;32.03;20.31;0.78374;0.019945787935256958
5;10.94;70.0;15.62;6.64;7.62;9.57;2.54;2.34;9.38;6.25;0.8089;0.01698632697761059;26.17;70.0;54.69;15.62;24.41;29.88;4.88;6.05;32.03;20.31;0.80304;0.018024426466822625
6;12.11;80.0;17.19;7.42;8.4;10.74;2.73;2.34;10.16;6.64;0.8369;0.014807119979709387;26.17;80.0;54.69;16.02;25.2;30.08;4.88;6.05;31.25;20.7;0.82362;0.01629654957085848
7;13.28;80.0;18.75;7.81;9.18;11.72;2.93;2.54;10.16;7.42;0.8262;0.016032135715335606;25.78;80.0;56.25;16.02;25.78;30.27;4.88;5.86;32.03;20.7;0.838;0.014966434893757105
8;14.45;80.0;18.75;8.2;9.96;12.7;2.93;2.54;10.94;7.81;0.8518;0.013652878921478987;25.39;80.0;54.69;16.41;26.56;30.47;4.69;5.66;32.03;21.09;0.85298;0.01378081045538187
9;15.23;80.0;20.31;8.59;10.74;13.48;3.12;2.73;11.72;8.2;0.8513;0.013529428236186504;25.39;80.0;54.69;16.8;27.15;30.47;4.69;5.66;32.03;21.48;0.86204;0.012790779116898776
10;16.02;80.0;20.31;8.98;11.52;14.26;3.12;2.93;12.5;8.98;0.8516;0.013339633631706238;25.39;80.0;54.69;16.8;27.73;30.66;4.49;5.66;32.03;21.88;0.87334;0.01178286459222436
11;16.41;80.0;21.88;9.77;12.11;15.04;3.32;2.93;12.5;9.38;0.8616;0.01277623626291752;25.39;80.0;53.12;17.19;28.32;30.66;4.49;5.66;32.03;22.27;0.88042;0.011014355621039867
12;16.8;80.0;21.88;10.16;12.89;15.62;3.32;3.12;13.28;9.77;0.877;0.011641184131801128;25.39;80.0;53.12;17.58;29.1;30.86;4.3;5.47;31.25;22.66;0.88704;0.010337480185627938
13;17.58;80.0;23.44;10.55;13.48;16.41;3.32;3.32;13.28;10.16;0.8706;0.012055478905886412;25.0;80.0;51.56;17.58;29.69;31.05;4.3;5.47;31.25;23.05;0.8968;0.009574991868138313
14;17.97;80.0;23.44;10.94;14.06;17.19;3.32;3.52;14.06;10.55;0.8688;0.012469550301879644;25.0;80.0;50.0;17.97;30.27;31.45;4.3;5.47;31.25;23.44;0.90248;0.008967723803669215
15;18.36;80.0;25.0;11.33;14.65;17.77;3.32;3.52;14.84;10.94;0.8834;0.011432977329939604;25.0;80.0;50.0;17.97;30.66;31.64;4.3;5.47;30.47;23.44;0.90866;0.008303490399867296
16;18.75;80.0;25.0;11.72;15.23;18.36;3.52;3.71;14.84;11.33;0.8821;0.011066876854002476;25.0;80.0;50.0;18.36;31.25;31.64;4.3;5.47;30.47;23.83;0.91236;0.00794979574739933
17;18.75;80.0;25.0;12.11;16.02;18.75;3.52;3.71;14.84;11.72;0.875;0.012524249503016472;25.0;80.0;48.44;18.75;31.84;31.84;4.1;5.47;30.47;23.83;0.92046;0.0073810406216979025
18;19.14;80.0;25.0;12.5;16.41;19.34;3.52;3.91;15.62;12.11;0.8845;0.0109972313195467;25.0;80.0;48.44;18.75;32.23;32.03;4.1;5.47;30.47;23.83;0.92364;0.007016910077333451
19;19.53;80.0;26.56;12.89;17.19;19.92;3.52;3.91;15.62;12.5;0.8856;0.011136208432912827;25.0;80.0;48.44;19.14;32.62;32.23;4.1;5.47;29.69;23.83;0.92884;0.006477651523500681
