;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;0.39;20.0;3.12;3.12;1.17;1.56;1.56;1.56;0.59;6.25;0.59;0.59;0.39;0.2;0.2;0.2;0.2;2.34;0.3479;0.20296910917162894;12.5;60.0;56.25;21.09;8.59;15.23;15.62;16.8;7.81;40.62;8.98;8.2;6.05;4.1;1.76;1.37;4.3;20.31;0.26974;0.23691178753614425
1;1.17;40.0;7.81;4.69;2.34;3.12;3.12;2.73;1.17;7.81;0.98;0.78;0.78;0.39;0.39;0.39;0.39;4.69;0.4586;0.1750690750002861;10.55;60.0;68.75;15.62;7.81;11.72;11.72;13.28;7.23;32.81;7.23;5.27;4.69;1.56;0.98;0.98;3.32;22.66;0.36166;0.21053352741003037
2;1.95;40.0;9.38;6.25;2.73;4.3;3.91;3.91;1.76;9.38;1.37;1.17;0.78;0.39;0.39;0.39;0.78;6.25;0.4885;0.1708967279970646;8.59;50.0;68.75;14.84;7.42;10.94;10.55;11.72;6.84;29.69;5.66;3.91;3.52;0.98;0.78;0.78;3.12;24.22;0.4213;0.19417913309574128
3;2.34;50.0;10.94;7.03;3.12;5.47;5.08;4.69;2.15;10.94;1.76;1.56;0.98;0.59;0.59;0.59;0.78;7.03;0.5584;0.15761721719503402;8.2;50.0;65.62;14.84;7.42;10.55;9.77;10.55;7.03;26.56;5.27;3.52;2.73;0.78;0.59;0.78;2.93;25.78;0.4641;0.18521543300151824
4;2.73;50.0;12.5;7.81;3.52;5.86;5.86;5.47;2.54;12.5;2.15;1.76;1.17;0.59;0.59;0.59;0.98;7.81;0.6101;0.13807695659995078;8.2;50.0;64.06;14.84;7.42;10.16;9.38;9.77;7.03;25.0;5.27;3.71;2.34;0.78;0.59;0.98;2.34;25.78;0.51432;0.1754272137993574
5;3.91;60.0;14.06;8.59;4.3;6.64;6.64;5.86;2.93;14.06;2.54;2.15;1.37;0.78;0.78;0.78;0.98;9.38;0.5837;0.1546545403957367;8.59;60.0;62.5;14.84;7.81;9.77;8.98;9.38;7.23;25.0;5.47;3.91;2.54;0.98;0.78;0.98;1.76;26.56;0.56354;0.16079823092103004
6;4.3;60.0;15.62;8.59;4.69;7.03;7.03;6.25;3.32;14.06;2.93;2.34;1.56;0.98;0.78;0.98;0.98;10.16;0.6732;0.117970174741745;9.38;60.0;60.94;14.84;7.81;9.77;8.98;8.98;7.03;23.44;5.27;3.91;2.34;0.98;0.78;1.17;1.56;25.78;0.60164;0.148746031883955
7;5.08;60.0;17.19;9.38;5.08;7.42;7.42;6.64;3.71;15.62;3.12;2.73;1.76;0.98;0.78;0.98;0.98;10.94;0.7343;0.10561633824408054;10.55;60.0;59.38;14.84;8.2;9.77;8.98;8.59;7.03;21.88;5.27;4.1;2.54;0.98;0.78;1.17;1.37;25.78;0.6572;0.12828762197494506
8;5.86;60.0;18.75;10.16;5.47;8.2;7.81;7.03;3.91;15.62;3.32;2.93;1.95;1.17;0.78;0.98;0.98;11.72;0.7704;0.10398217188715934;11.33;70.0;59.38;14.84;8.59;10.16;8.98;8.59;7.42;21.88;5.27;4.3;2.54;1.17;0.78;0.98;1.17;27.34;0.70184;0.11279111433446408
9;6.64;70.0;20.31;10.16;5.86;8.59;8.59;7.42;4.1;15.62;3.52;3.32;1.95;1.17;0.78;0.98;0.78;12.5;0.7749;0.09234362559914588;12.11;70.0;57.81;14.84;8.98;10.55;8.98;8.2;7.42;21.88;5.27;4.49;2.54;1.17;0.78;0.98;0.98;28.12;0.7352;0.10192825106859207
10;7.03;70.0;20.31;10.94;6.25;8.98;8.98;7.81;4.49;15.62;3.71;3.52;2.15;1.17;0.78;0.98;0.78;13.28;0.7708;0.09773339338004589;12.89;70.0;57.81;14.84;9.38;10.55;9.38;8.2;7.62;20.31;5.27;4.49;2.73;1.17;0.78;0.98;0.98;28.91;0.76206;0.09299613198459149
11;7.81;70.0;21.88;11.72;7.03;9.38;8.98;7.81;4.69;15.62;3.91;3.71;2.15;1.17;0.78;0.98;0.59;14.06;0.754;0.09927924905121327;13.28;70.0;56.25;14.84;10.16;10.94;9.38;8.2;7.81;20.31;5.27;4.69;2.73;1.17;0.78;0.98;0.78;29.69;0.78206;0.08562423631101847
12;8.2;70.0;23.44;11.72;7.42;9.77;9.38;7.81;4.88;15.62;3.91;3.91;2.34;1.17;0.78;0.98;0.59;14.84;0.7351;0.10563570590317249;14.06;70.0;54.69;15.62;10.55;11.33;9.38;7.81;7.81;18.75;5.27;4.69;2.73;1.17;0.78;0.98;0.59;30.47;0.80112;0.07959467394113541
13;8.59;70.0;23.44;12.5;7.81;10.16;9.77;8.2;5.08;15.62;4.1;4.1;2.34;1.17;0.78;0.98;0.59;15.62;0.8089;0.08206032415926456;14.84;70.0;54.69;15.62;10.94;11.33;9.77;7.81;8.01;18.75;5.27;4.88;2.73;1.17;0.78;0.98;0.59;30.47;0.81196;0.07684913303643465
14;8.98;70.0;25.0;13.28;8.2;10.55;10.16;8.2;5.27;15.62;4.3;4.1;2.34;1.17;0.78;0.98;0.39;16.41;0.7821;0.09384791944921017;15.62;70.0;54.69;15.62;11.33;11.72;9.77;7.81;8.2;18.75;5.27;4.88;2.73;1.17;0.78;0.98;0.59;31.25;0.82572;0.07004589725136758
15;9.38;70.0;25.0;13.28;8.59;10.94;10.16;8.2;5.47;15.62;4.3;4.3;2.34;1.17;0.78;0.78;0.39;16.41;0.8113;0.0797276062875986;16.02;70.0;53.12;15.62;12.11;12.11;10.16;7.42;8.2;18.75;5.27;4.88;2.93;1.17;0.78;0.98;0.39;32.03;0.83392;0.0677981588897109
16;9.77;70.0;26.56;14.06;8.98;11.33;10.55;8.2;5.66;17.19;4.3;4.3;2.54;1.17;0.78;0.78;0.39;17.19;0.7458;0.09689232650995254;16.41;70.0;53.12;16.41;12.5;12.11;10.16;7.42;8.4;18.75;5.27;4.88;2.93;1.17;0.78;0.78;0.39;32.81;0.84648;0.06215610987156629
17;10.16;70.0;26.56;14.06;9.38;11.33;10.94;8.2;6.05;17.19;4.49;4.3;2.54;1.37;0.78;0.78;0.39;17.97;0.6246;0.1307557013809681;16.8;70.0;53.12;16.41;12.89;12.5;10.55;7.42;8.59;18.75;5.27;4.88;2.93;1.17;0.78;0.78;0.39;32.81;0.85706;0.058459217099547385
18;10.55;70.0;28.12;14.06;9.77;11.72;11.33;8.2;6.25;17.19;4.49;4.49;2.54;1.37;0.78;0.78;0.39;18.75;0.6939;0.11476797296851873;17.19;70.0;51.56;16.41;13.28;12.89;10.55;7.03;8.79;18.75;5.27;4.88;2.93;1.17;0.78;0.78;0.39;33.59;0.8639;0.05553180591732264
