;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;1.17;40.0;4.69;4.69;1.95;3.52;3.52;3.52;1.37;6.25;1.56;1.17;0.98;0.78;0.59;0.59;0.59;3.91;0.4387;0.05132926504611969;19.14;50.0;31.25;34.38;21.88;34.38;34.38;34.77;18.95;43.75;23.63;17.97;15.62;11.52;7.23;5.27;4.69;26.56;0.43;0.04841684583425522
1;1.95;50.0;7.81;7.03;3.52;5.47;6.25;5.86;2.34;9.38;2.54;1.95;1.76;0.98;0.78;0.78;0.78;6.25;0.6382;0.033863609731197356;14.45;60.0;56.25;27.34;19.92;25.0;27.34;29.69;15.82;43.75;16.99;13.67;12.11;5.66;1.95;2.34;3.71;30.47;0.61884;0.034193460389375686
2;3.12;60.0;10.94;8.59;4.3;7.03;8.2;7.03;3.12;10.94;3.32;2.73;1.95;1.17;0.78;0.78;0.98;7.81;0.7353;0.02494484225511551;13.28;60.0;65.62;25.0;19.53;19.53;22.66;26.56;15.43;39.06;14.45;11.91;9.57;4.1;1.17;1.37;3.12;32.03;0.69386;0.028392424449324608
3;3.91;60.0;14.06;9.38;5.08;7.81;9.38;8.2;3.91;10.94;4.1;3.32;2.34;1.37;0.78;0.78;0.98;8.59;0.7557;0.023751654160022735;12.5;60.0;70.31;24.22;19.92;17.58;20.31;24.22;15.23;34.38;13.28;11.13;8.4;3.32;0.98;0.98;2.73;34.38;0.73848;0.024660553961396218
4;4.3;60.0;15.62;9.38;5.47;8.2;10.16;9.38;4.49;10.94;4.49;3.71;2.54;1.37;0.78;0.78;1.17;9.38;0.7885;0.020084683987498284;12.11;70.0;71.88;23.44;20.31;16.8;18.36;22.27;15.23;31.25;12.7;10.74;8.2;2.93;0.98;0.78;2.54;35.94;0.77388;0.021792380948364734
5;5.08;60.0;17.19;10.16;6.25;8.98;10.55;10.16;4.88;12.5;5.08;4.1;2.73;1.37;0.78;0.78;1.37;10.16;0.8121;0.017569886729121208;11.72;70.0;71.88;24.22;21.09;16.02;16.8;21.09;14.65;29.69;12.3;10.35;7.81;2.73;0.78;0.78;2.34;36.72;0.80096;0.019526667275726797
6;5.47;70.0;18.75;10.94;7.03;9.38;10.94;10.55;5.08;12.5;5.47;4.49;2.93;1.37;0.78;0.78;1.37;10.94;0.8306;0.016593606381118297;11.33;70.0;71.88;24.22;21.88;15.62;16.02;19.92;14.26;26.56;11.91;9.57;7.42;2.34;0.78;0.78;2.15;37.5;0.8194;0.017592895215749742
7;5.86;70.0;18.75;11.72;7.42;9.77;11.72;10.94;5.47;14.06;5.66;4.69;3.12;1.56;0.78;0.78;1.37;12.5;0.8427;0.014916706475615502;10.94;70.0;71.88;24.22;22.66;15.62;16.02;18.75;13.87;25.0;11.52;9.38;7.23;2.15;0.78;0.78;2.34;38.28;0.8358;0.016068218338191508
8;6.25;70.0;20.31;12.5;8.2;10.55;12.11;11.33;5.66;14.06;6.05;4.88;3.32;1.37;0.78;0.78;1.56;13.28;0.8546;0.014018275427818298;10.55;70.0;70.31;24.22;23.44;16.02;15.62;18.36;13.48;25.0;11.13;8.79;7.03;1.95;0.78;0.78;2.15;39.06;0.8523;0.014472201177626848
9;6.64;70.0;21.88;12.5;8.98;10.94;12.11;11.33;5.86;14.06;6.05;4.88;3.32;1.37;0.78;0.78;1.56;14.06;0.8465;0.014605124510079621;10.55;70.0;70.31;24.22;24.22;16.02;15.62;17.58;13.09;23.44;10.55;8.4;6.64;1.76;0.78;0.78;2.34;39.84;0.86466;0.013289998659938573
10;7.03;70.0;23.44;13.28;9.38;11.33;12.5;11.72;6.05;15.62;6.25;5.08;3.52;1.37;0.78;0.78;1.76;14.84;0.857;0.014189315597712993;10.16;70.0;68.75;24.22;25.0;16.41;15.62;16.8;12.7;23.44;10.16;8.01;6.45;1.56;0.78;0.78;2.34;40.62;0.87448;0.012291325792074204
11;7.03;70.0;25.0;14.06;9.77;11.72;12.89;12.11;6.25;15.62;6.25;5.08;3.71;1.37;0.78;0.78;1.76;15.62;0.8742;0.012228035957366228;10.16;70.0;68.75;24.22;25.39;16.41;15.62;16.41;12.5;21.88;9.77;7.62;6.25;1.56;0.78;0.78;2.34;40.62;0.88448;0.011402254194021225
12;7.03;70.0;25.0;14.06;10.55;12.11;13.28;12.11;6.45;15.62;6.25;5.08;3.71;1.17;0.78;0.78;1.76;16.41;0.8562;0.013828541051596404;9.77;70.0;67.19;24.22;25.78;16.8;16.02;16.02;12.3;21.88;9.57;7.42;6.25;1.37;0.78;0.78;2.34;41.41;0.89222;0.010610408699661494
13;7.03;70.0;26.56;14.84;10.94;12.89;13.67;12.5;6.45;17.19;6.25;5.08;3.71;1.17;0.78;0.78;1.76;17.19;0.8806;0.011616933716088533;9.77;70.0;67.19;24.22;26.56;16.8;16.02;15.62;12.11;21.88;9.18;7.03;6.05;1.37;0.78;0.78;2.34;41.41;0.8991;0.009835534046292305
14;7.03;70.0;26.56;14.84;11.72;13.28;14.06;12.5;6.64;17.19;6.45;5.27;3.91;1.17;0.78;0.78;1.95;17.97;0.8832;0.011424663764238358;9.38;70.0;65.62;24.22;26.95;17.19;16.02;15.62;11.91;21.88;8.98;6.84;5.86;1.17;0.78;0.78;2.34;42.19;0.90606;0.009165860012024641
15;7.03;70.0;28.12;15.62;12.11;13.67;14.06;12.89;6.84;17.19;6.45;5.27;3.91;1.17;0.78;0.59;1.95;18.75;0.8884;0.011281356787681579;9.38;70.0;65.62;24.22;27.34;17.58;16.02;15.23;11.91;20.31;8.79;6.64;5.86;1.17;0.78;0.59;2.34;42.19;0.91298;0.0085988854162395
16;7.42;70.0;28.12;16.41;12.5;13.67;14.45;12.89;7.03;17.19;6.45;5.27;3.91;0.98;0.78;0.59;1.95;19.53;0.8932;0.010622788185626269;8.98;70.0;64.06;24.22;27.73;17.58;16.41;15.23;11.72;20.31;8.59;6.45;5.66;1.17;0.78;0.59;2.34;42.19;0.91896;0.00798051365494728
17;7.42;70.0;28.12;16.41;13.28;14.45;14.84;12.89;7.23;17.19;6.45;5.27;4.1;0.98;0.78;0.59;1.95;20.31;0.884;0.011840297141671181;8.98;70.0;64.06;24.22;28.12;17.97;16.41;14.84;11.52;20.31;8.4;6.45;5.47;0.98;0.78;0.59;2.15;42.19;0.92344;0.007478970182836056
