;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;79.69;36.0;12.5;25.0;17.19;28.12;28.12;31.25;25.0;25.0;46.88;46.88;51.56;71.09;75.0;75.0;75.78;18.75;0.0182;0.009192886972427369;84.38;41.0;12.5;31.25;20.31;31.25;31.25;34.38;25.78;25.0;48.44;48.44;52.34;71.88;76.56;76.56;76.56;21.88;0.012;0.009019763469696044
1;76.56;32.0;12.5;28.12;17.19;28.12;28.12;31.25;25.0;25.0;46.09;46.09;50.0;70.31;75.0;74.22;75.0;18.75;0.0237;0.00914822130203247;82.81;40.0;12.5;34.38;20.31;31.25;31.25;34.38;26.56;25.0;48.44;48.44;52.34;71.88;76.56;75.78;76.56;21.88;0.0205;0.00898899161338806
2;71.88;25.0;12.5;28.12;18.75;28.12;28.12;29.69;25.0;25.0;45.31;44.53;49.22;69.53;74.22;73.44;74.22;18.75;0.0246;0.009080912208557128;81.25;38.0;12.5;34.38;20.31;31.25;31.25;32.81;26.56;25.0;47.66;47.66;51.56;71.88;75.78;75.78;75.78;21.88;0.02408;0.008937748985290527
3;68.75;20.0;12.5;28.12;18.75;28.12;28.12;29.69;25.0;25.0;44.53;43.75;47.66;69.53;73.44;72.66;72.66;21.88;0.0298;0.009021192646026611;78.12;35.0;12.5;34.38;21.88;31.25;31.25;32.81;26.56;25.0;47.66;46.88;50.78;71.09;75.78;75.0;75.0;21.88;0.02662;0.008879128742218018
4;64.06;15.0;12.5;28.12;18.75;28.12;28.12;29.69;24.22;25.0;43.75;42.97;46.88;68.75;72.66;71.88;71.88;21.88;0.0312;0.00896707592010498;76.56;31.0;12.5;34.38;21.88;31.25;31.25;32.81;25.78;25.0;46.88;46.09;50.0;70.31;75.0;74.22;74.22;21.88;0.02826;0.008827090139389038
5;62.5;11.0;12.5;28.12;18.75;28.12;28.12;29.69;24.22;25.0;43.75;42.97;46.88;67.97;72.66;71.09;71.09;21.88;0.0359;0.008911411380767823;75.0;28.0;12.5;34.38;21.88;31.25;31.25;32.81;25.78;25.0;46.09;46.09;49.22;70.31;74.22;73.44;73.44;21.88;0.03338;0.00877570502281189
6;59.38;8.0;12.5;28.12;18.75;28.12;28.12;29.69;24.22;25.0;42.97;42.19;46.09;67.97;71.88;70.31;71.09;21.88;0.0364;0.008857830762863159;73.44;25.0;12.5;34.38;21.88;31.25;31.25;32.81;25.78;25.0;46.09;45.31;49.22;69.53;74.22;73.44;72.66;25.0;0.03616;0.008726572570800782
7;57.81;6.0;12.5;31.25;18.75;28.12;28.12;29.69;24.22;25.0;42.97;42.19;45.31;67.19;71.88;70.31;70.31;21.88;0.0397;0.008804138231277465;71.88;22.0;12.5;34.38;21.88;31.25;31.25;32.81;25.78;25.0;46.09;45.31;48.44;69.53;73.44;72.66;72.66;25.0;0.03764;0.008678154726028443
8;56.25;5.0;12.5;31.25;20.31;28.12;28.12;29.69;24.22;25.0;42.19;41.41;45.31;67.19;71.09;69.53;69.53;25.0;0.0435;0.008746723079681397;71.88;20.0;12.5;34.38;23.44;31.25;31.25;32.81;25.78;25.0;45.31;45.31;48.44;69.53;73.44;71.88;71.88;25.0;0.03904;0.008627475423812866
9;54.69;4.0;12.5;31.25;20.31;28.12;28.12;31.25;24.22;25.0;42.19;41.41;45.31;67.19;71.09;69.53;68.75;25.0;0.0463;0.008694634532928467;70.31;18.0;12.5;34.38;23.44;32.81;31.25;32.81;25.78;25.0;45.31;44.53;47.66;68.75;73.44;71.88;71.09;25.0;0.0413;0.008576014623641968
