;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;78.12;50.0;12.5;25.0;18.75;31.25;34.38;21.88;48.44;37.5;43.75;68.75;79.69;78.12;18.75;0.5725;0.021365246742963792;84.38;50.0;12.5;31.25;25.0;40.62;40.62;26.56;53.12;37.5;46.88;71.88;81.25;81.25;18.75;0.5253;0.021645951944589615
1;78.12;50.0;25.0;25.0;21.88;34.38;34.38;21.88;50.0;37.5;43.75;70.31;79.69;78.12;18.75;0.595;0.02113656002283096;84.38;50.0;25.0;31.25;31.25;40.62;40.62;26.56;53.12;50.0;46.88;71.88;81.25;81.25;18.75;0.5552;0.02141733278632164
2;75.0;0.0;25.0;31.25;25.0;34.38;34.38;23.44;50.0;37.5;43.75;70.31;79.69;78.12;18.75;0.618;0.020657290935516357;84.38;50.0;25.0;31.25;31.25;40.62;43.75;28.12;54.69;50.0;46.88;71.88;81.25;81.25;25.0;0.5804;0.0210763320684433
3;71.88;0.0;25.0;31.25;28.12;37.5;37.5;25.0;50.0;50.0;43.75;70.31;79.69;78.12;25.0;0.6245;0.020520681440830232;81.25;50.0;25.0;37.5;34.38;43.75;43.75;28.12;54.69;50.0;46.88;71.88;81.25;81.25;31.25;0.6027;0.020743342357873916
4;71.88;0.0;25.0;31.25;31.25;37.5;37.5;25.0;51.56;50.0;43.75;70.31;79.69;78.12;25.0;0.6345;0.02022496998310089;81.25;50.0;25.0;37.5;34.38;43.75;43.75;29.69;54.69;50.0;46.88;71.88;81.25;81.25;31.25;0.6163;0.020543392556905748
5;65.62;0.0;25.0;31.25;31.25;37.5;40.62;25.0;51.56;50.0;43.75;70.31;79.69;78.12;25.0;0.6335;0.019947861969470976;78.12;50.0;25.0;37.5;34.38;43.75;43.75;29.69;54.69;50.0;46.88;71.88;81.25;79.69;31.25;0.6233;0.02035521133542061
6;65.62;0.0;25.0;31.25;34.38;37.5;40.62;26.56;51.56;50.0;45.31;70.31;79.69;76.56;31.25;0.6515;0.019644391313195227;78.12;0.0;25.0;37.5;37.5;43.75;43.75;29.69;56.25;50.0;46.88;71.88;81.25;79.69;31.25;0.6299;0.020058541977405548
7;59.38;0.0;25.0;31.25;34.38;40.62;40.62;26.56;53.12;50.0;43.75;68.75;78.12;76.56;31.25;0.653;0.019454333648085593;75.0;0.0;25.0;37.5;37.5;46.88;46.88;29.69;56.25;50.0;46.88;71.88;81.25;79.69;31.25;0.641;0.019729046088457106
8;59.38;0.0;25.0;37.5;34.38;40.62;40.62;26.56;53.12;50.0;43.75;68.75;78.12;75.0;31.25;0.666;0.019176065534353255;71.88;0.0;25.0;37.5;37.5;46.88;46.88;29.69;56.25;62.5;46.88;71.88;81.25;78.12;37.5;0.6511;0.019463723155856132
9;56.25;0.0;25.0;37.5;34.38;40.62;40.62;26.56;53.12;50.0;43.75;68.75;78.12;75.0;31.25;0.6635;0.019034653440117837;71.88;0.0;25.0;37.5;37.5;46.88;46.88;29.69;56.25;62.5;46.88;70.31;79.69;78.12;37.5;0.6566;0.019266255339980127
