;training_loss;training_accuracy;test_loss;test_accuracy;eval-saturation_features-0;eval-saturation_features-3;eval-saturation_features-7;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier-2;eval-saturation_classifier-6;train-saturation_features-0;train-saturation_features-3;train-saturation_features-7;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier-2;train-saturation_classifier-6
0;0.5492960903596878;0.0248;0.5287173504590988;0.032;50.0;0.0;25.0;37.5;18.75;25.0;25.0;18.75;12.5;15.62;12.5;12.5;12.5;9.38;6.25;6.25;12.5;2.0;50.0;50.0;75.0;75.0;56.25;62.5;56.25;56.25;46.88;46.88;43.75;50.0;46.88;46.88;43.75;46.88;56.25;38.0
1;0.5352285915327072;0.03634;0.515745460486412;0.0522;50.0;25.0;50.0;50.0;31.25;37.5;31.25;31.25;15.62;21.88;18.75;21.88;15.62;12.5;12.5;12.5;25.0;5.0;50.0;25.0;75.0;75.0;62.5;62.5;56.25;56.25;43.75;46.88;43.75;50.0;43.75;40.62;37.5;43.75;56.25;40.0
2;0.5242265773248672;0.0435;0.4990265486240387;0.0671;50.0;25.0;62.5;50.0;31.25;50.0;43.75;31.25;18.75;25.0;25.0;25.0;15.62;18.75;15.62;15.62;37.5;7.0;50.0;25.0;75.0;75.0;62.5;68.75;56.25;56.25;40.62;46.88;46.88;46.88;37.5;37.5;31.25;37.5;56.25;41.0
3;0.5178645117902756;0.0491;0.49957176008224485;0.0643;50.0;25.0;62.5;62.5;37.5;56.25;50.0;37.5;21.88;28.12;28.12;25.0;18.75;18.75;15.62;18.75;37.5;9.0;50.0;25.0;75.0;75.0;56.25;68.75;56.25;56.25;37.5;46.88;46.88;43.75;34.38;34.38;28.12;34.38;56.25;41.0
4;0.5122393916797638;0.05712;0.4856521162033081;0.0832;50.0;25.0;50.0;62.5;37.5;56.25;56.25;43.75;28.12;31.25;31.25;28.12;18.75;18.75;15.62;21.88;43.75;10.0;50.0;25.0;62.5;75.0;50.0;68.75;62.5;62.5;40.62;50.0;46.88;43.75;28.12;31.25;28.12;31.25;56.25;41.0
5;0.4995651232767105;0.07114;0.47464115400314333;0.1025;50.0;25.0;50.0;62.5;37.5;56.25;50.0;50.0;28.12;34.38;31.25;28.12;18.75;18.75;15.62;18.75;37.5;9.0;50.0;25.0;62.5;75.0;43.75;68.75;56.25;56.25;37.5;46.88;46.88;40.62;25.0;28.12;25.0;28.12;56.25;35.0
6;0.4953996236896515;0.07542;0.46917456696033477;0.1121;50.0;25.0;50.0;62.5;37.5;56.25;50.0;50.0;28.12;34.38;31.25;28.12;18.75;18.75;15.62;18.75;37.5;8.0;50.0;25.0;50.0;75.0;37.5;62.5;56.25;56.25;34.38;43.75;43.75;37.5;21.88;25.0;21.88;25.0;50.0;29.0
7;0.49343869764328;0.07618;0.46984114363193513;0.1116;50.0;25.0;37.5;62.5;31.25;56.25;50.0;50.0;28.12;34.38;31.25;28.12;18.75;18.75;15.62;15.62;37.5;8.0;50.0;25.0;50.0;75.0;37.5;62.5;56.25;56.25;34.38;43.75;40.62;34.38;21.88;25.0;18.75;21.88;50.0;24.0
8;0.49252158962726594;0.08104;0.46914452576637267;0.11;50.0;25.0;37.5;62.5;31.25;50.0;50.0;50.0;28.12;34.38;31.25;25.0;18.75;18.75;15.62;15.62;37.5;7.0;50.0;25.0;50.0;75.0;37.5;62.5;56.25;56.25;34.38;40.62;40.62;31.25;18.75;21.88;18.75;18.75;50.0;20.0
9;0.4917869630432129;0.0787;0.4703213427305222;0.1119;50.0;25.0;37.5;62.5;31.25;50.0;50.0;50.0;28.12;31.25;31.25;25.0;15.62;18.75;12.5;15.62;37.5;7.0;50.0;25.0;37.5;75.0;31.25;62.5;56.25;56.25;31.25;40.62;40.62;31.25;18.75;21.88;15.62;18.75;50.0;17.0
