;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;9.38;20.0;25.0;25.0;12.5;25.0;21.88;28.12;12.5;37.5;32.81;34.38;39.06;53.12;57.81;50.0;43.75;18.75;0.3244;0.054507494258880615;62.5;20.0;75.0;43.75;28.12;43.75;40.62;43.75;28.12;50.0;53.12;51.56;56.25;65.62;75.0;70.31;70.31;31.25;0.2286;0.06317423732042313
1;15.62;20.0;37.5;31.25;15.62;31.25;28.12;31.25;17.19;50.0;35.94;37.5;40.62;53.12;57.81;50.0;43.75;25.0;0.3806;0.05087841987609863;53.12;20.0;75.0;43.75;28.12;46.88;37.5;43.75;29.69;50.0;51.56;50.0;53.12;62.5;70.31;65.62;64.06;31.25;0.33068;0.05454862547397613
2;21.88;20.0;37.5;37.5;18.75;34.38;34.38;34.38;20.31;50.0;37.5;39.06;40.62;53.12;56.25;48.44;43.75;25.0;0.4571;0.045889668941497805;53.12;20.0;75.0;43.75;28.12;46.88;37.5;43.75;31.25;62.5;51.56;51.56;51.56;62.5;68.75;64.06;60.94;31.25;0.38524;0.050989346466064456
3;28.12;30.0;37.5;43.75;21.88;40.62;37.5;37.5;21.88;50.0;39.06;42.19;42.19;53.12;57.81;50.0;45.31;31.25;0.5123;0.04194442487955093;50.0;30.0;75.0;43.75;28.12;46.88;40.62;43.75;32.81;62.5;51.56;51.56;51.56;60.94;67.19;62.5;59.38;31.25;0.43666;0.0476765528011322
4;31.25;40.0;50.0;43.75;21.88;40.62;37.5;40.62;25.0;50.0;40.62;43.75;43.75;54.69;56.25;50.0;45.31;31.25;0.5365;0.039739197611808774;50.0;40.0;75.0;43.75;28.12;50.0;40.62;46.88;34.38;62.5;51.56;51.56;51.56;60.94;65.62;60.94;57.81;37.5;0.48528;0.04453156834721565
5;31.25;40.0;62.5;43.75;25.0;43.75;40.62;40.62;26.56;62.5;43.75;43.75;43.75;54.69;56.25;50.0;43.75;31.25;0.5743;0.03722577359676361;46.88;40.0;75.0;43.75;28.12;50.0;43.75;46.88;34.38;62.5;53.12;51.56;51.56;60.94;65.62;59.38;56.25;37.5;0.5215;0.04228172901034355
6;34.38;40.0;62.5;43.75;25.0;43.75;40.62;43.75;28.12;62.5;45.31;45.31;45.31;54.69;57.81;50.0;43.75;31.25;0.5938;0.035444460779428484;46.88;40.0;75.0;43.75;31.25;50.0;43.75;46.88;35.94;62.5;53.12;51.56;51.56;60.94;64.06;59.38;54.69;37.5;0.54872;0.04009691201329231
7;34.38;40.0;62.5;43.75;25.0;46.88;40.62;43.75;29.69;62.5;45.31;46.88;45.31;54.69;56.25;50.0;43.75;31.25;0.6106;0.03389748807549477;46.88;40.0;75.0;43.75;31.25;53.12;43.75;46.88;35.94;62.5;54.69;51.56;51.56;59.38;64.06;57.81;54.69;37.5;0.56702;0.03859109191179275
8;34.38;40.0;62.5;43.75;28.12;46.88;43.75;43.75;29.69;62.5;46.88;46.88;45.31;54.69;56.25;50.0;43.75;37.5;0.6288;0.03233515282273292;46.88;50.0;75.0;43.75;31.25;53.12;46.88;46.88;37.5;62.5;54.69;51.56;51.56;59.38;64.06;57.81;53.12;37.5;0.58456;0.037127401360273364
9;34.38;50.0;75.0;43.75;28.12;46.88;43.75;46.88;31.25;62.5;48.44;46.88;45.31;54.69;56.25;48.44;43.75;37.5;0.6433;0.03124167582988739;46.88;50.0;87.5;43.75;31.25;53.12;46.88;50.0;37.5;62.5;54.69;53.12;51.56;59.38;62.5;56.25;53.12;37.5;0.59894;0.0359596236371994
