;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-23;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-33;eval-saturation_features-36;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-23;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-33;train-saturation_features-36;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_features-7;training_accuracy;training_loss
0;9.38;20.0;25.0;25.0;9.38;18.75;21.88;18.75;9.38;37.5;17.19;9.38;6.25;7.81;4.69;4.69;3.12;18.75;0.4022;0.04787301644086838;40.62;20.0;50.0;50.0;37.5;53.12;53.12;50.0;40.62;50.0;56.25;48.44;46.88;57.81;56.25;54.69;45.31;37.5;0.27802;0.058651848349571226
1;12.5;30.0;37.5;31.25;15.62;28.12;31.25;28.12;15.62;50.0;23.44;14.06;10.94;10.94;6.25;4.69;4.69;25.0;0.4867;0.04230403335690498;34.38;30.0;62.5;50.0;40.62;56.25;59.38;56.25;45.31;62.5;59.38;50.0;45.31;46.88;37.5;34.38;21.88;43.75;0.42324;0.04806526913881302
2;12.5;30.0;50.0;43.75;18.75;34.38;37.5;31.25;20.31;62.5;28.12;18.75;14.06;10.94;7.81;6.25;6.25;31.25;0.5304;0.0408005000770092;31.25;40.0;62.5;50.0;46.88;56.25;62.5;56.25;48.44;62.5;60.94;50.0;42.19;37.5;21.88;23.44;14.06;43.75;0.5015;0.04340988927125931
3;15.62;40.0;50.0;37.5;25.0;37.5;43.75;37.5;23.44;62.5;31.25;21.88;17.19;10.94;7.81;7.81;6.25;37.5;0.6053;0.034287560075521466;31.25;40.0;62.5;50.0;50.0;56.25;62.5;53.12;46.88;62.5;60.94;48.44;42.19;31.25;15.62;17.19;12.5;50.0;0.55666;0.03979609050989151
4;21.88;40.0;50.0;43.75;28.12;40.62;46.88;37.5;26.56;62.5;35.94;25.0;20.31;12.5;7.81;7.81;7.81;43.75;0.6428;0.03164879814386368;34.38;50.0;62.5;50.0;53.12;56.25;62.5;53.12;48.44;75.0;60.94;48.44;42.19;26.56;12.5;15.62;14.06;50.0;0.59266;0.03685683771729469
5;25.0;40.0;50.0;43.75;31.25;43.75;50.0;40.62;28.12;62.5;37.5;28.12;23.44;14.06;9.38;9.38;7.81;43.75;0.6577;0.030726209729909897;34.38;50.0;62.5;50.0;53.12;56.25;62.5;50.0;48.44;75.0;59.38;46.88;42.19;23.44;10.94;14.06;12.5;56.25;0.6294;0.03385253094375133
6;25.0;40.0;50.0;43.75;34.38;43.75;53.12;40.62;31.25;62.5;40.62;29.69;25.0;14.06;7.81;9.38;7.81;43.75;0.6688;0.02943228104710579;34.38;50.0;62.5;50.0;53.12;56.25;62.5;50.0;50.0;75.0;59.38;46.88;42.19;21.88;9.38;12.5;10.94;56.25;0.6509;0.0321160339820385
7;25.0;40.0;62.5;43.75;34.38;43.75;53.12;43.75;32.81;62.5;40.62;31.25;25.0;14.06;7.81;7.81;9.38;43.75;0.693;0.02810039681792259;34.38;50.0;62.5;50.0;53.12;53.12;62.5;50.0;51.56;62.5;59.38;46.88;40.62;20.31;9.38;10.94;10.94;56.25;0.66888;0.030575877214074135
8;25.0;40.0;62.5;43.75;34.38;46.88;56.25;43.75;34.38;62.5;42.19;32.81;26.56;14.06;6.25;7.81;9.38;50.0;0.7142;0.02604829830825329;34.38;50.0;62.5;50.0;53.12;53.12;62.5;50.0;51.56;62.5;59.38;45.31;40.62;18.75;7.81;9.38;10.94;56.25;0.67734;0.029756139324307443
9;25.0;40.0;62.5;43.75;37.5;46.88;56.25;43.75;35.94;62.5;43.75;32.81;26.56;14.06;6.25;7.81;9.38;50.0;0.7159;0.026044936335086824;34.38;50.0;62.5;50.0;53.12;53.12;62.5;46.88;53.12;62.5;57.81;45.31;39.06;17.19;7.81;9.38;10.94;56.25;0.69204;0.028751066665649413
