;eval-saturation_classifier-2;eval-saturation_classifier-6;eval-saturation_features-0;eval-saturation_features-10;eval-saturation_features-14;eval-saturation_features-17;eval-saturation_features-20;eval-saturation_features-24;eval-saturation_features-27;eval-saturation_features-3;eval-saturation_features-30;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-7;test_accuracy;test_loss;train-saturation_classifier-2;train-saturation_classifier-6;train-saturation_features-0;train-saturation_features-10;train-saturation_features-14;train-saturation_features-17;train-saturation_features-20;train-saturation_features-24;train-saturation_features-27;train-saturation_features-3;train-saturation_features-30;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-7;training_accuracy;training_loss
0;3.91;50.0;6.25;10.94;5.47;15.62;17.19;8.98;24.61;12.5;23.44;43.36;33.98;19.92;7.81;0.5398;0.16086639296710492;52.34;50.0;59.38;39.06;28.12;46.09;43.75;30.08;47.27;56.25;46.48;63.28;61.72;56.64;32.81;0.38158;0.21134249729037285
1;7.81;50.0;12.5;15.62;7.81;21.09;22.66;12.11;28.91;18.75;27.34;46.88;36.72;20.31;10.94;0.6631;0.12049641744792461;47.66;60.0;71.88;34.38;28.91;47.66;45.31;32.03;49.22;53.12;47.27;62.11;58.59;50.39;31.25;0.54008;0.16452372716069222
2;12.5;60.0;15.62;17.19;10.16;24.22;26.56;14.45;31.64;21.88;30.47;47.27;37.89;20.7;14.06;0.7192;0.10337078629136086;47.66;60.0;75.0;31.25;30.47;47.66;46.88;34.38;50.78;53.12;48.83;61.33;56.64;47.27;32.81;0.61882;0.1380140432190895
3;15.62;70.0;18.75;18.75;10.94;26.56;28.91;16.41;33.2;25.0;32.03;47.27;38.28;20.7;15.62;0.7492;0.09179833355545998;46.88;70.0;75.0;29.69;31.25;46.88;48.44;35.94;51.95;50.0;50.0;60.55;55.47;45.31;34.38;0.67004;0.12196897345125675
4;18.75;70.0;21.88;20.31;12.5;28.12;30.47;17.97;34.77;28.12;33.2;46.48;38.28;20.7;17.19;0.7726;0.08669083015322686;47.66;70.0;78.12;29.69;32.81;46.09;48.44;37.89;52.34;50.0;50.78;59.38;54.69;43.36;35.94;0.70624;0.11054874152451753
5;21.09;70.0;25.0;20.31;13.28;28.91;32.03;19.53;35.55;28.12;34.77;46.09;37.89;21.09;18.75;0.7816;0.08115546809136867;47.66;70.0;78.12;28.12;33.59;44.53;48.44;39.06;52.73;46.88;51.56;58.59;53.52;41.8;35.94;0.7303;0.10163800498902797
6;23.44;70.0;28.12;21.88;14.84;29.69;33.59;20.31;36.72;31.25;35.55;45.31;37.11;21.09;20.31;0.7916;0.07882603151649237;48.44;70.0;78.12;28.12;34.38;42.97;48.44;39.84;53.12;46.88;52.34;57.81;52.34;40.62;35.94;0.74832;0.09433853564620018
7;25.78;70.0;31.25;21.88;15.62;29.69;34.38;21.09;37.5;31.25;36.33;44.92;37.11;21.48;21.88;0.8025;0.07538080595880747;48.44;70.0;78.12;28.12;35.16;42.19;47.66;40.62;53.52;46.88;52.73;56.64;51.17;39.45;37.5;0.76264;0.08944710447758436
8;27.34;70.0;31.25;23.44;16.41;30.47;35.16;22.27;38.28;31.25;37.11;43.75;36.33;21.48;21.88;0.8092;0.07275468369424343;49.22;70.0;78.12;28.12;35.16;41.41;47.66;41.41;53.52;43.75;52.73;55.47;50.0;38.67;37.5;0.78104;0.08321324007809162
9;28.91;70.0;34.38;23.44;17.19;31.25;35.94;23.05;38.67;31.25;37.5;42.58;35.55;21.88;23.44;0.8221;0.06657999762892723;49.22;70.0;78.12;28.12;35.94;40.62;47.66;41.8;53.52;43.75;53.12;54.3;49.22;37.5;37.5;0.78714;0.08010985632777214
10;30.47;70.0;37.5;23.44;17.97;31.25;36.72;23.44;39.06;34.38;38.28;41.8;35.16;21.88;25.0;0.827;0.065736788405478;49.22;70.0;75.0;28.12;35.94;40.62;47.66;42.58;53.52;43.75;53.52;53.12;48.05;36.72;39.06;0.80126;0.07553691905736923
11;31.25;70.0;37.5;23.44;18.75;31.25;37.5;23.83;39.45;34.38;39.06;41.02;34.77;22.27;25.0;0.8312;0.06455896686017513;50.0;70.0;75.0;28.12;36.72;39.84;47.66;42.97;53.52;43.75;53.91;51.95;46.88;36.33;39.06;0.8115;0.07136184398829937
12;32.03;70.0;37.5;25.0;20.31;31.25;37.5;24.61;39.84;34.38;39.45;40.23;33.98;22.27;26.56;0.8383;0.06244899203926325;50.0;70.0;75.0;26.56;36.72;39.06;47.66;42.97;53.12;43.75;53.91;50.78;45.7;35.55;39.06;0.81796;0.06886074327707291
13;32.81;80.0;40.62;25.0;20.31;31.25;38.28;25.0;40.23;34.38;39.84;39.45;33.2;22.27;26.56;0.8408;0.06057428482174873;50.0;70.0;75.0;26.56;37.5;38.28;47.66;43.36;53.12;40.62;54.3;49.61;44.53;34.77;39.06;0.82604;0.06606051064401865
